Date,1999-12,1998-12,1997-12,1996-12,1995-12
Revenue,317000000.0,286000000.0,240000000.0,192000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,262000000.0,234000000.0,191000000.0,158000000.0,000000.0
Gross Profit,55000000.0,53000000.0,49000000.0,34000000.0,000000.0
R&D Expenses,,,,,
SG&A Expense,34000000.0,29000000.0,25000000.0,21000000.0,000000.0
Operating Expenses,36000000.0,30000000.0,26000000.0,22000000.0,000000.0
Operating Income,20000000.0,22000000.0,24000000.0,12000000.0,000000.0
Interest Expense,,,,,
Earnings before Tax,20000000.0,23000000.0,24000000.0,12000000.0,000000.0
Income Tax Expense,8000000.0,9000000.0,5000000.0,0000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,12000000.0,14000000.0,19000000.0,12000000.0,000000.0
Preferred Dividends,,,,,
Net Income Com,12000000.0,14000000.0,19000000.0,12000000.0,000000.0
EPS,0.96,1.08,1.30,0.73,
EPS Diluted,0.96,1.08,1.29,0.73,
Weighted Average Shs Out,12000000.0,13000000.0,15000000.0,12000000.0,
Weighted Average Shs Out (Dil),12000000.0,13000000.0,15000000.0,12000000.0,
Dividend per Share,,,,,
Gross Margin,0.17350157728707,0.18531468531469,0.20416666666667,0.17708333333333,
EBITDA Margin,0.069400630914826,0.083916083916084,0.10416666666667,0.067708333333333,
EBIT Margin,0.063091482649842,0.08041958041958,0.1,0.0625,
Profit Margin,0.037854889589905,0.048951048951049,0.079166666666667,0.0625,
Free Cash Flow margin,,,,,
EBITDA,22000000.0,24000000.0,25000000.0,13000000.0,000000.0
EBIT,20000000,23000000,24000000,12000000,0
Consolidated Income,12000000.0,14000000.0,19000000.0,12000000.0,000000.0
Earnings Before Tax Margin,0.063091482649842,0.08041958041958,0.1,0.0625,
Net Profit Margin,0.037854889589905,0.048951048951049,0.079166666666667,0.0625,
