Date,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,118732.0,49343.0,5532.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,118732.0,49343.0,5532.0
Receivables,67736.0,8977.0,20886.0
Inventories,75311.0,0.0,4500.0
Total current assets,361738.0,202674.0,139473.0
Property Plant & Equipment Net,2271964.0,2452966.0,2635966.0
Goodwill and Intangible Assets,807824.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,830222.0,2496040.0,2635966.0
Total assets,3463924.0,2698714.0,2775439.0
Payables,4593647.0,4781075.0,5091356.0
Short-term debt,9501083.0,8651380.0,8231302.0
Total current liabilities,16960024.0,15572403.0,16977458.0
Long-term debt,267000.0,287000.0,0.0
Total debt,9768083.0,8938380.0,8231302.0
Deferred revenue,1650.0,7500.0,204660.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,267000.0,487000.0,0.0
Total liabilities,16960024.0,15859403.0,16977458.0
Other comprehensive income,138909766,135829194,131426211
Retained earnings (deficit),-152412557.0,-148995352.0,-145632499.0
Total shareholders equity,-13496100.0,-13160689.0,-14202019.0
Investments,0.0,0.0,0.0
Net Debt,9649351.0,8889037.0,8225770.0
Other Assets,2271964.0,0.0,0.0
Other Liabilities,-267000.0,0.0,0.0
