date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-59857000.0,-71244000.0,-57564000.0,-60585000.0,-62906000.0,-55868000.0,-38755000.0,-43337000.0,-15917000.0,-16982000.0,-16911000.0,-24135000.0,-29181000.0,-45304000.0,-4779000.0,13064000.0,-31153000.0,-58267000.0,-57192000.0,-49367000.0,-36033000.0,-22600000.0,-29600000.0,-14700000.0
,depreciationAndAmortization,3109000.0,2403000.0,1445000.0,1811000.0,1817000.0,1699000.0,1415000.0,557000.0,744000.0,922000.0,845000.0,915000.0,651000.0,774000.0,716000.0,652000.0,2152000.0,3291000.0,2497000.0,1193000.0,634000.0,600000.0,700000.0,700000.0
,deferredIncomeTax,0.0,0.0,4000.0,3706000.0,28000.0,-3818000.0,26000.0,27000.0,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,18029000.0,13312000.0,10394000.0,9355000.0,8065000.0,6730000.0,5153000.0,3268000.0,2541000.0,1850000.0,1828000.0,2046000.0,2145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,45685000.0,-16452000.0,27457000.0,-450000.0,-41327000.0,62846000.0,6968000.0,20347000.0,-242000.0,-3427000.0,2606000.0,-9699000.0,-26437000.0,-32347000.0,60241000.0,3906000.0,-26037000.0,-667000.0,-58120000.0,29722000.0,46884000.0,31500000.0,-20900000.0,-2800000.0
,accountsReceivables,-4284000.0,-8130000.0,3663000.0,-5547000.0,-1074000.0,-301000.0,632000.0,-1681000.0,1652000.0,-1304000.0,-1167000.0,696000.0,660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-4030000.0,-6043000.0,806000.0,-2092000.0,-1781000.0,3991000.0,3033000.0,-1813000.0,-3740000.0,-487000.0,2020000.0,3367000.0,-4047000.0,-5229000.0,0.0,0.0,0.0,0.0,0.0,-1121000.0,0.0,0.0,0.0,0.0
,accountsPayables,2236000.0,5017000.0,5683000.0,2487000.0,3261000.0,-3866000.0,-973000.0,-1512000.0,2506000.0,1450000.0,-1193000.0,102000.0,-2145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,123457000.0,77772000.0,94224000.0,66767000.0,67217000.0,108544000.0,45698000.0,38730000.0,18383000.0,18625000.0,22052000.0,19446000.0,29145000.0,55582000.0,87929000.0,27688000.0,23782000.0,49819000.0,50486000.0,108606000.0,78884000.0,32000000.0,500000.0,21400000.0
,otherNonCashItems,1824000.0,1966000.0,1248000.0,551000.0,1017000.0,942000.0,131000.0,-25000.0,20000.0,5000.0,152000.0,0.0,0.0,12050000.0,-7465000.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,100000.0,200000.0
,netCashProvidedByOperatingActivites,-40743000.0,-65838000.0,-31246000.0,-52235000.0,-53529000.0,-51129000.0,-39811000.0,-26797000.0,-13917000.0,-15632000.0,-14111000.0,-14664000.0,-34545000.0,-37402000.0,-14685000.0,-14947000.0,-12728000.0,-58615000.0,-55653000.0,-44000000.0,-32032000.0,-33300000.0,-9700000.0,-16600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-8935000.0,-1144000.0,-353000.0,-563000.0,-722000.0,-2106000.0,-663000.0,-81000.0,-158000.0,-1709000.0,-191000.0,-1194000.0,-700000.0,-1108000.0,-856000.0,-594000.0,-297000.0,-5032000.0,-1236000.0,-2621000.0,-700000.0,-300000.0,-400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-98793000.0,-43907000.0,-80701000.0,-68792000.0,-82811000.0,-90407000.0,-25981000.0,-30010000.0,0.0,0.0,0.0,-499000.0,-2285000.0,-44481000.0,-42310000.0,-5000000.0,-76835000.0,-191695000.0,-100157000.0,-78892000.0,-18657000.0,-71900000.0,-29300000.0,-32000000.0
,salesMaturitiesOfInvestments,50850000.0,81027000.0,37997000.0,69566000.0,63450000.0,92645000.0,24915000.0,1631000.0,287000.0,666000.0,1633000.0,10130000.0,27372000.0,54483000.0,35478000.0,21169000.0,107191000.0,83089000.0,53033000.0,11000000.0,37150000.0,48600000.0,25600000.0,22000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,-104000.0,-175000.0,-15000.0,-1000.0,55000.0,-11000.0,0.0,0.0,0.0,0.0,0.0,-1237000.0,63644000.0,64199000.0,27323000.0,-1000.0,100000.0,0.0,0.0
,netCashUsedForInvestingActivites,-49558000.0,28185000.0,-43848000.0,421000.0,-19924000.0,1412000.0,-3347000.0,-29057000.0,205000.0,563000.0,-87000.0,9440000.0,23893000.0,9302000.0,-7940000.0,15364000.0,28525000.0,-45249000.0,12043000.0,-41780000.0,15871000.0,-23900000.0,-4000000.0,-10400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,265000.0,-31104000.0,-133000.0,-19625000.0,-622000.0,-113000.0,-3474000.0,-7568000.0,-1457000.0,-5008000.0,-34000.0,-5000.0,-32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
