date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,76534000.0,26931000.0,85036000.0,30197000.0,22121000.0,75300000.0,18488000.0,61425000.0,14226000.0,9416000.0,19661000.0,78000.0,1290000.0,1522000.0,67668000.0,693000.0,226000.0,54626000.0,1573000.0,78445000.0,85166000.0,54700000.0,8300000.0,32600000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-639000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354000.0,12135000.0,-25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,-100000.0,100000.0,100000.0
,netCashUsedProvidedByFinancingActivities,91783000.0,43487000.0,92751000.0,43000000.0,24567000.0,97954000.0,36454000.0,58643000.0,14911000.0,11618000.0,25859000.0,12208000.0,1330000.0,1438000.0,63132000.0,-33807000.0,207000.0,104594000.0,1542000.0,78412000.0,84495000.0,54600000.0,8300000.0,32600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1482000.0,5834000.0,17657000.0,-8814000.0,-48886000.0,48237000.0,-6704000.0,2789000.0,1199000.0,-3451000.0,11661000.0,6984000.0,-9322000.0,-26662000.0,40507000.0,-33389000.0,16004000.0,730000.0,-42068000.0,-7368000.0,68335000.0,-2700000.0,0.0,0.0
,cashAtEndOfPeriod,38903000.0,37421000.0,31587000.0,13930000.0,22744000.0,71018000.0,22781000.0,29485000.0,26696000.0,25497000.0,28948000.0,17287000.0,10303000.0,19625000.0,46287000.0,5780000.0,39169000.0,23165000.0,22435000.0,64503000.0,71872000.0,3500000.0,0.0,0.0
,cashAtBeginningOfPeriod,37421000.0,31587000.0,13930000.0,22744000.0,71630000.0,22781000.0,29485000.0,26696000.0,25497000.0,28948000.0,17287000.0,10303000.0,19625000.0,46287000.0,5780000.0,39169000.0,23165000.0,22435000.0,64503000.0,71871000.0,3537000.0,6200000.0,11600000.0,6000000.0
,operatingCashFlow,-40743000.0,-65838000.0,-31246000.0,-52235000.0,-53529000.0,-51129000.0,-39811000.0,-26797000.0,-13917000.0,-15632000.0,-14111000.0,-14664000.0,-34545000.0,-37402000.0,-14685000.0,-14947000.0,-12728000.0,-58615000.0,-55653000.0,-44000000.0,-32032000.0,-33300000.0,-9700000.0,-16600000.0
,capitalExpenditure,-1615000.0,-8935000.0,-1144000.0,-353000.0,-563000.0,-722000.0,-2106000.0,-663000.0,-81000.0,-158000.0,-1709000.0,-191000.0,-1194000.0,-700000.0,-1108000.0,-856000.0,-594000.0,-297000.0,-5032000.0,-1236000.0,-2621000.0,-700000.0,-300000.0,-400000.0
,freeCashFlow,-42358000.0,-74773000.0,-32390000.0,-52588000.0,-54092000.0,-51851000.0,-41917000.0,-27460000.0,-13998000.0,-15790000.0,-15820000.0,-14855000.0,-35739000.0,-38102000.0,-15793000.0,-15803000.0,-13322000.0,-58912000.0,-60685000.0,-45236000.0,-34653000.0,-34000000.0,-10000000.0,-17000000.0
