Date,2011-12,2010-12,2009-12,2008-12,2007-12
Depreciation & Amortization,80000000.0,61000000.0,59000000.0,29000000.0,18000000.0
Stock-based compensation,000000.0,0000000.0,0000000.0,2000000.0,000000.0
Operating Cash Flow,190000000.0,156000000.0,125000000.0,26000000.0,-5000000.0
Capital Expenditure,-74000000.0,-58000000.0,-34000000.0,-86000000.0,-15000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-27000000,-1000000,-1000000,-8000000,-10000000
Investing Cash flow,-184000000.0,-65000000.0,-33000000.0,-94000000.0,-137000000.0
Issuance (repayment) of debt,-6000000.0,-47000000.0,-107000000.0,-99000000.0,000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,4000000.0,-10000000.0,-27000000.0,34000000.0,160000000.0
Effect of forex changes on cash,-2000000.0,-9000000.0,-3000000.0,2000000.0,-1000000.0
Net cash flow / Change in cash,8000000.0,72000000.0,63000000.0,-32000000.0,16000000.0
Free Cash Flow,115000000.0,98000000.0,91000000.0,-60000000.0,-20000000.0
Net Cash/Marketcap,,,,,
