Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,18846760.0,12030272.0,21443369.0
Short-term investments,37447423.0,,
Cash and short-term investments,56294183.0,,
Receivables,695928.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,56990111.0,,
Property Plant & Equipment Net,1924518.0,1926938.0,1878432.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,17775425.0,17538000.0,27856000.0
Tax assets,900994.0,1081801.0,1588465.0
Total non-current assets,158422981.0,,
Total assets,215413092.0,177902537.0,174456177.0
Payables,838301.0,946527.0,1010635.0
Short-term debt,0.0,,
Total current liabilities,838301.0,,
Long-term debt,0.0,566000.0,557000.0
Total debt,0.0,566276.0,556807.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,153750235.0,154786404.0,151286192.0
Total non-current liabilities,16421.0,,
Total liabilities,155066317.0,156299207.0,152853634.0
Other comprehensive income,37940106,-49861.0,-49662.0
Retained earnings (deficit),22336134.0,21653191.0,21652205.0
Total shareholders equity,60346775.0,21603330.0,21602543.0
Investments,55222848.0,155714630.0,140165169.0
Net Debt,-18846760.0,,
Other Assets,0.0,,
Other Liabilities,154211595.0,,
