Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,12484256.0,10085468.0,5042477.0,5089340.0,4562985.0
Short-term investments,2892190.0,1104635.0,6462369.0,0.0,0.0
Cash and short-term investments,15376446.0,11190103.0,11504846.0,5089340.0,4562985.0
Receivables,13145934.0,4958255.0,3098635.0,2071572.0,407592.0
Inventories,1628817.0,1171383.0,1254915.0,998861.0,844074.0
Total current assets,31902191.0,17886713.0,16759118.0,8568288.0,5838691.0
Property Plant & Equipment Net,891029.0,394078.0,433408.0,320699.0,260497.0
Goodwill and Intangible Assets,433737.0,530123.0,626509.0,722895.0,819281.0
Long-term investments,0.0,0.0,1103773.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1349038.0,948473.0,2187962.0,1067866.0,1104050.0
Total assets,33251229.0,18835186.0,18947080.0,9636154.0,6942741.0
Payables,5166239.0,4067894.0,2762371.0,2307465.0,1081039.0
Short-term debt,0.0,0.0,0.0,422702.0,375000.0
Total current liabilities,6024481.0,4866858.0,3656650.0,3668764.0,2753533.0
Long-term debt,0.0,2214970.0,0.0,0.0,0.0
Total debt,0.0,2214970.0,0.0,422702.0,375000.0
Deferred revenue,722025.0,652242.0,853798.0,936020.0,1300880.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,766732.0,2288053.0,16251.0,45786.0,51000.0
Total liabilities,6791213.0,7154911.0,3672901.0,3714550.0,2804533.0
Other comprehensive income,39824089,23047825,22930975,0.0,0.0
Retained earnings (deficit),-13525532.0,-11502771.0,-7792257.0,-7445809.0,-7208542.0
Total shareholders equity,26460016.0,11680275.0,15274179.0,5921604.0,4138208.0
Investments,2892190.0,1104635.0,7566142.0,0.0,0.0
Net Debt,-12484256.0,-7870498.0,-5042477.0,-4666638.0,-4187985.0
Other Assets,0.0,0.0,0.0,408515.0,24040.0
Other Liabilities,0.0,0.0,0.0,938597.0,1297494.0
