Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,169000000.0,219000000.0,365000000.0,472000000.0,536000000.0
Stock-based compensation,5000000.0,5000000.0,13000000.0,13000000.0,16000000.0
Operating Cash Flow,32000000.0,142000000.0,494000000.0,468000000.0,656000000.0
Capital Expenditure,-66000000.0,-118000000.0,-66000000.0,-185000000.0,-921000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,12000000,-10000000,-30000000,-24000000,0
Investing Cash flow,-41000000.0,774000000.0,-28000000.0,-63000000.0,-903000000.0
Issuance (repayment) of debt,000000.0,-1064000000.0,-118000000.0,-281000000.0,-98000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,9000000.0,-1202000000.0,-180000000.0,-406000000.0,-201000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-0000000.0,-286000000.0,287000000.0,000000.0,-448000000.0
Free Cash Flow,-34000000.0,24000000.0,428000000.0,284000000.0,-265000000.0
Net Cash/Marketcap,,,,,
