Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,85046000.0,36707000.0,68795000.0,47653000.0,43329000.0,43039000.0,36759000.0,8135000.0,6101000.0
Short-term investments,46750000.0,57424000.0,39477000.0,33201000.0,30706000.0,36339000.0,25137000.0,250000.0,750000.0
Cash and short-term investments,131796000.0,94131000.0,108272000.0,80854000.0,74035000.0,79378000.0,61896000.0,8385000.0,6851000.0
Receivables,59155000.0,51503000.0,34060000.0,36125000.0,24226000.0,18320000.0,15791000.0,11533000.0,8373000.0
Inventories,10087000.0,11271000.0,9310000.0,9771000.0,6194000.0,5166000.0,4619000.0,3797000.0,1606000.0
Total current assets,215362000.0,165004000.0,157784000.0,138002000.0,107861000.0,109795000.0,90156000.0,28077000.0,18887000.0
Property, Plant & Equipment Net,228001000.0,166440000.0,139474000.0,125475000.0,91626000.0,56101000.0,45316000.0,34249000.0,19467000.0
Goodwill and Intangible Assets,148602000.0,147588000.0,31571000.0,32253000.0,32999000.0,0.0,0.0,0.0,0.0
Long-term investments,23579000.0,37034000.0,84479000.0,64789000.0,54318000.0,64023000.0,36965000.0,0.0,0.0
Tax assets,5757000.0,1832000.0,445000.0,6028000.0,0.0,3362000.0,2486000.0,932000.0,222000.0
Total non-current assets,403623000.0,353734000.0,256457000.0,223034000.0,179170000.0,120380000.0,82566000.0,34249000.0,19467000.0
Total assets,618985000.0,518738000.0,414241000.0,361036000.0,287031000.0,230175000.0,172722000.0,62326000.0,38354000.0
Payables,17411000.0,15876000.0,11322000.0,13643000.0,7882000.0,6455000.0,4758000.0,4431000.0,2755000.0
Short-term debt,0.0,5000000.0,0.0,0.0,139000.0,204000.0,273000.0,390000.0,3742000.0
Total current liabilities,52734000.0,43755000.0,23427000.0,26262000.0,18759000.0,13663000.0,11539000.0,9939000.0,8463000.0
Long-term debt,0.0,0.0,0.0,0.0,10000.0,159000.0,356000.0,613000.0,1290000.0
Total debt,0.0,5000000.0,0.0,0.0,149000.0,363000.0,629000.0,1003000.0,5032000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,20653000.0,11518000.0,7003000.0,4240000.0,3316000.0,3682000.0,3346000.0,4285000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,24754000.0,13768000.0,10981000.0,7129000.0,2733000.0,4869000.0,4484000.0,72630000.0,65982000.0
Total liabilities,77488000.0,57523000.0,34408000.0,33391000.0,21492000.0,18532000.0,16023000.0,82569000.0,74445000.0
Other comprehensive income,-8492000.0,-5234000.0,-10753000.0,-5212000.0,-2929000.0,-1091000.0,-928000.0,-738000.0,-458000.0
Retained earnings (deficit),291460000.0,224697000.0,176703000.0,133996000.0,87482000.0,45847000.0,10570000.0,-27744000.0,-41537000.0
Total shareholders equity,541497000.0,461215000.0,379833000.0,327645000.0,265539000.0,211643000.0,156699000.0,-20243000.0,-36091000.0
Investments,70329000.0,94458000.0,123956000.0,97990000.0,85024000.0,100362000.0,62102000.0,250000.0,750000.0
Net Debt,-131796000.0,-89131000.0,-108272000.0,-80854000.0,-73886000.0,-79015000.0,-61267000.0,-7382000.0,-1819000.0
Other Assets,14324000.0,8099000.0,6142000.0,11252000.0,3406000.0,6931000.0,7850000.0,4362000.0,2057000.0
Other Liabilities,35323000.0,22879000.0,12105000.0,12619000.0,10738000.0,7004000.0,6508000.0,5118000.0,1966000.0
