Date,1998-12,1997-12,1996-12,1995-12,1994-12
Revenue,1107000000.0,1038000000.0,267000000.0,236000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,000000.0,000000.0,101000000.0,92000000.0,000000.0
Gross Profit,1107000000.0,1038000000.0,166000000.0,144000000.0,000000.0
R&D Expenses,,,,,
SG&A Expense,80000000.0,79000000.0,17000000.0,17000000.0,000000.0
Operating Expenses,804000000.0,854000000.0,42000000.0,42000000.0,000000.0
Operating Income,303000000.0,184000000.0,124000000.0,102000000.0,000000.0
Interest Expense,,,,,
Earnings before Tax,270000000.0,175000000.0,110000000.0,76000000.0,000000.0
Income Tax Expense,116000000.0,80000000.0,45000000.0,32000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,154000000.0,95000000.0,65000000.0,47000000.0,000000.0
Preferred Dividends,,,,,
Net Income Com,154000000.0,95000000.0,65000000.0,47000000.0,000000.0
EPS,1.79,1.10,1.25,0.89,
EPS Diluted,1.78,1.09,1.23,0.88,
Weighted Average Shs Out,86000000.0,87000000.0,52000000.0,52000000.0,
Weighted Average Shs Out (Dil),87000000.0,88000000.0,53000000.0,53000000.0,
Dividend per Share,,,,,
Gross Margin,1,1,0.62172284644195,0.61016949152542,
EBITDA Margin,0.34598012646793,0.247591522158,0.55805243445693,0.53813559322034,
EBIT Margin,0.24390243902439,0.16859344894027,0.41198501872659,0.33474576271186,
Profit Margin,0.13911472448058,0.091522157996146,0.2434456928839,0.19915254237288,
Free Cash Flow margin,,,,,
EBITDA,383000000.0,257000000.0,149000000.0,127000000.0,000000.0
EBIT,270000000,175000000,110000000,79000000,0
Consolidated Income,154000000.0,95000000.0,65000000.0,47000000.0,000000.0
Earnings Before Tax Margin,0.24390243902439,0.16859344894027,0.41198501872659,0.32203389830508,
Net Profit Margin,0.13911472448058,0.091522157996146,0.2434456928839,0.19915254237288,
