date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1148777000.0,1149732000.0,411094000.0,-311789000.0,-275970000.0,-2270833000.0,905611000.0,1123473000.0,970876000.0,872702000.0,798081000.0,837621000.0,1739986000.0,766529000.0,638279000.0,846452000.0,701315000.0,294197000.0,111508000.0,330903000.0,296828000.0,119700000.0,-14400000.0,132400000.0,137900000.0,-118600000.0,106600000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164782000.0,1028371000.0,852348000.0,545159000.0,406529000.0,419694000.0,337861000.0,355685000.0,324656000.0,255496000.0,227615000.0,215400000.0,213200000.0,219900000.0,182400000.0,236600000.0,218200000.0
,deferredIncomeTax,-278042000.0,28530000.0,-183680000.0,260420000.0,-387843000.0,-978030000.0,-170915000.0,158108000.0,316587000.0,171565000.0,143388000.0,97213000.0,289527000.0,37116000.0,48911000.0,40755000.0,106159000.0,4047000.0,5871000.0,86191000.0,63431000.0,38000000.0,1300000.0,26000000.0,-34400000.0,-47200000.0,21300000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-32027000.0,-2218000.0,-503640000.0,480645000.0,282964000.0,-357475000.0,-153350000.0,-414890000.0,76759000.0,2960000.0,-574304000.0,235269000.0,181288000.0,-18456000.0,244048000.0,127566000.0,195843000.0,92261000.0,97664000.0,-33106000.0,-33790000.0,48900000.0,8200000.0,-7800000.0,-48300000.0,24900000.0,-16200000.0
,accountsReceivables,0.0,-232037000.0,-89070000.0,114401000.0,119671000.0,297625000.0,175820000.0,224281000.0,-309322000.0,-43630000.0,0.0,-402481000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,10258000.0,12216000.0,26883000.0,-5171000.0,-15340000.0,25697000.0,14166000.0,-157657000.0,-59413000.0,0.0,-114569000.0,22474000.0,-107945000.0,-96122000.0,0.0,0.0,0.0,0.0,-8393000.0,-12197000.0,-21900000.0,28600000.0,-27100000.0,22600000.0,-23400000.0,-400000.0
,accountsPayables,0.0,196773000.0,-51769000.0,-51439000.0,-328078000.0,-36887000.0,-54785000.0,-176543000.0,269634000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,31538000.0,33756000.0,537396000.0,56751000.0,-226213000.0,131262000.0,284612000.0,699502000.0,622743000.0,619783000.0,1194087000.0,958818000.0,777530000.0,795986000.0,551938000.0,424372000.0,228529000.0,136268000.0,38604000.0,71710000.0,105500000.0,56600000.0,48400000.0,56200000.0,104500000.0,79600000.0
,otherNonCashItems,105238000.0,107668000.0,158029000.0,213492000.0,149970000.0,415986000.0,371307000.0,314589000.0,454969000.0,331918000.0,236489000.0,90001000.0,144703000.0,43913000.0,38614000.0,12666000.0,113746000.0,2572000.0,-4481000.0,4730000.0,0.0,-13800000.0,-4500000.0,-5500000.0,4700000.0,263500000.0,31000000.0
,netCashProvidedByOperatingActivites,802708000.0,1562888000.0,1219396000.0,1140580000.0,600795000.0,1168364000.0,3009076000.0,3638487000.0,3056281000.0,2145385000.0,3128558000.0,1864633000.0,3039912000.0,1740420000.0,962702000.0,1225262000.0,1097018000.0,652278000.0,532844000.0,635704000.0,747751000.0,368900000.0,321100000.0,401800000.0,474300000.0,322900000.0,337300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-872770000.0,-2556586000.0,-1897428000.0,-1009667000.0,-926948000.0,-2549736000.0,-3679464000.0,-3590344000.0,-3674621000.0,-2623407000.0,-2415311000.0,-2008851000.0,-2243564000.0,-1949219000.0,-1191670000.0,-1246242000.0,-938449000.0,-937776000.0,-834056000.0,-813500000.0,-512331000.0,-386600000.0,-388800000.0,-468000000.0,-418100000.0,-296300000.0,-413600000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40000000.0,69000000.0,0.0,-348000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-212661000.0,-695879000.0,-911787000.0,-986328000.0,-923497000.0,-1619308000.0,-1689087000.0,-2388720000.0,-2531515000.0,-1043473000.0,0.0,0.0,0.0,-17892000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,320828000.0,761000000.0,1129139000.0,899857000.0,664258000.0,2035798000.0,1773552000.0,2551187000.0,2172830000.0,623133000.0,0.0,0.0,17892000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-7230000.0,-13648000.0,-18929000.0,291000.0,-1704000.0,896812000.0,-38157000.0,-44050000.0,-21256000.0,-10638000.0,-10839000.0,-9943000.0,-840000.0,1309000.0,4554000.0,-1410000.0,391000.0,-3600000.0,-1800000.0,600000.0,-18500000.0,-10400000.0,-1300000.0
,netCashUsedForInvestingActivites,-859020000.0,-2536204000.0,-1896045000.0,-831994000.0,286087000.0,-1922121000.0,-2317818000.0,-3847642000.0,-3259266000.0,-1614354000.0,-2328812000.0,-2409970000.0,-2323199000.0,-2286513000.0,-1178666000.0,-1065640000.0,-896777000.0,-747847000.0,-761446000.0,-641938000.0,-618711000.0,-349300000.0,-381100000.0,-423600000.0,-381100000.0,-298300000.0,-409400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
