Date,2019-02-01,2018-02-02,2017-02-03,2016-01-29,2013-02-01,2012-02-03,2011-01-28,2010-01-29
Cash and cash equivalents,9676000000.0,13942000000.0,9474000000.0,6322000000.0,12569000000.0,13852000000.0,13913000000.0,10635000000.0
Short-term investments,4398000000.0,2187000000.0,1975000000.0,0.0,208000000.0,966000000.0,452000000.0,373000000.0
Cash and short-term investments,9676000000.0,16129000000.0,11449000000.0,6322000000.0,12777000000.0,14818000000.0,14365000000.0,11008000000.0
Receivables,12371000000.0,11177000000.0,9420000000.0,9979000000.0,11191000000.0,11175000000.0,10935000000.0,8875000000.0
Inventories,3649000000.0,2678000000.0,2538000000.0,1619000000.0,1382000000.0,1404000000.0,1301000000.0,1051000000.0
Total current assets,36138000000.0,38957000000.0,30773000000.0,23573000000.0,27968000000.0,29448000000.0,29021000000.0,24245000000.0
Property Plant & Equipment Net,5259000000.0,5390000000.0,5653000000.0,1649000000.0,2126000000.0,2124000000.0,1953000000.0,2181000000.0
Goodwill and Intangible Assets,62359000000.0,68185000000.0,73963000000.0,16983000000.0,12678000000.0,7695000000.0,5860000000.0,5768000000.0
Long-term investments,4224000000.0,3724000000.0,2651000000.0,114000000.0,2565000000.0,3404000000.0,704000000.0,781000000.0
Tax assets,2949000000.0,2522000000.0,3259000000.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,75682000000.0,83324000000.0,87433000000.0,21549000000.0,19572000000.0,15085000000.0,9578000000.0,9407000000.0
Total assets,1.1182e+11,1.22281e+11,1.18206e+11,45122000000.0,47540000000.0,44533000000.0,38599000000.0,33652000000.0
Payables,19213000000.0,18334000000.0,14422000000.0,12881000000.0,11579000000.0,11656000000.0,11293000000.0,11373000000.0
Short-term debt,4320000000.0,7873000000.0,6329000000.0,2981000000.0,3843000000.0,2867000000.0,851000000.0,663000000.0
Total current liabilities,44972000000.0,45892000000.0,38135000000.0,25310000000.0,23439000000.0,22001000000.0,19483000000.0,18960000000.0
Long-term debt,49201000000.0,43998000000.0,43061000000.0,10650000000.0,5242000000.0,6387000000.0,5146000000.0,3417000000.0
Total debt,53521000000.0,51871000000.0,49390000000.0,13631000000.0,9085000000.0,9254000000.0,5997000000.0,4080000000.0
Deferred revenue,12944000000.0,12024000000.0,10265000000.0,7721000000.0,8344000000.0,7593000000.0,6676000000.0,6069000000.0
Tax Liabilities,1396000000.0,1229000000.0,943000000.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,77660000000.0,67128000000.0,66314000000.0,18240000000.0,13400000000.0,13615000000.0,11350000000.0,9051000000.0
Total liabilities,1.17585e+11,1.12955e+11,1.04963e+11,43550000000.0,36839000000.0,35616000000.0,30833000000.0,28011000000.0
Other comprehensive income,16050999999.99,18448999999.99,19446999999.99,-324000000.0,-59000000.0,-61000000.0,-71000000.0,-37000000.0
Retained earnings (deficit),-21349000000.0,-9253000000.0,-5609000000.0,-3937000000.0,30330000000.0,28236000000.0,24744000000.0,22110000000.0
Total shareholders equity,-5765000000.0,9326000000.0,13243000000.0,1466000000.0,10680000000.0,8917000000.0,7766000000.0,5641000000.0
Investments,8622000000.0,5911000000.0,4626000000.0,114000000.0,2773000000.0,4370000000.0,1156000000.0,1154000000.0
Net Debt,43845000000.0,37929000000.0,39916000000.0,7309000000.0,-3692000000.0,-5564000000.0,-8368000000.0,-6928000000.0
Other Assets,0.0,0.0,0.0,5653000000.0,2618000000.0,2051000000.0,2420000000.0,3311000000.0
Other Liabilities,-5047000000.0,-65000000.0,514000000.0,9448000000.0,8017000000.0,7478000000.0,7339000000.0,6924000000.0
