date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,8808000.0,-199897000.0,149630000.0,230155000.0,229382000.0,218629000.0,199794000.0,186652000.0,170492000.0,144595000.0,152624000.0,99365000.0,101634000.0,143515000.0,100954000.0,157521000.0,197991000.0,192474000.0,214274000.0,185900000.0,161936000.0,203000000.0,145400000.0,44700000.0,65500000.0,87000000.0,140900000.0,141900000.0,202800000.0,182900000.0,172200000.0,152600000.0
,depreciationAndAmortization,110792000.0,126036000.0,131100000.0,122652000.0,91583000.0,76700000.0,65842000.0,64473000.0,65652000.0,73343000.0,73915000.0,67765000.0,90578000.0,96080000.0,121446000.0,143079000.0,128384000.0,85668000.0,58205000.0,73982000.0,68570000.0,83900000.0,85800000.0,97300000.0,106700000.0,103300000.0,86400000.0,72300000.0,66600000.0,75900000.0,74000000.0,67300000.0
,deferredIncomeTax,-5244000.0,-34950000.0,-11356000.0,-39177000.0,1886000.0,-3256000.0,-7413000.0,-2243000.0,6270000.0,9350000.0,20362000.0,12039000.0,-790000.0,5280000.0,-37375000.0,-11923000.0,-2654000.0,-7494000.0,11104000.0,-3441000.0,9490000.0,63900000.0,13400000.0,-25700000.0,-20700000.0,-9200000.0,4700000.0,-16100000.0,-2700000.0,-5000000.0,-7200000.0,5500000.0
,stockBasedCompensation,21824000.0,19702000.0,13378000.0,15109000.0,12459000.0,11894000.0,9776000.0,7562000.0,7292000.0,5733000.0,6150000.0,6663000.0,9683000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-92546000.0,6268000.0,90800000.0,-15350000.0,407601000.0,-276697000.0,22400000.0,-170391000.0,107425000.0,-67517000.0,43274000.0,33002000.0,-10908000.0,356743000.0,-185239000.0,53665000.0,-21901000.0,-293778000.0,268019000.0,-186747000.0,-110405000.0,-153800000.0,36800000.0,22900000.0,95800000.0,-118100000.0,-46500000.0,17000000.0,6300000.0,7800000.0,21600000.0,9300000.0
,accountsReceivables,-2709000.0,5609000.0,-16795000.0,5279000.0,-23414000.0,-4525000.0,-21095000.0,-14754000.0,-2915000.0,-6648000.0,-3962000.0,-1481000.0,10578000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-11281000.0,4843000.0,-3641000.0,-644000.0,2244000.0,-339000.0,-4353000.0,-1594000.0,-1629000.0,-398000.0,-470000.0,2793000.0,321000.0,-779000.0,-505000.0,-2030000.0,3980000.0,1482000.0,1976000.0,117000.0,2079000.0,400000.0,3600000.0,300000.0,13400000.0,12900000.0,-18000000.0,-11700000.0,2000000.0,3700000.0,-12500000.0,600000.0
,accountsPayables,-9518000.0,5130000.0,4366000.0,-7796000.0,15888000.0,-4528000.0,12218000.0,886000.0,228000.0,3460000.0,-5193000.0,1868000.0,-9768000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-25793000.0,64264000.0,57996000.0,-32804000.0,-17454000.0,-425055000.0,-148358000.0,-170758000.0,-367000.0,-107792000.0,-40275000.0,-83549000.0,-116551000.0,-105643000.0,-462386000.0,-277147000.0,-330812000.0,-308911000.0,-15133000.0,-283152000.0,-96405000.0,14000000.0,167800000.0,131000000.0,108100000.0,12300000.0,130400000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,74009000.0,56388000.0,7157000.0,-995000.0,7267000.0,2454000.0,11162000.0,10741000.0,9371000.0,10612000.0,12802000.0,15111000.0,21912000.0,28630000.0,54907000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,84800000.0,-200000.0,23300000.0,-100000.0,100000.0,0.0,0.0,200000.0,100000.0
,netCashProvidedByOperatingActivites,217553000.0,286653000.0,339315000.0,338431000.0,319312000.0,307933000.0,280395000.0,261502000.0,244077000.0,235367000.0,212615000.0,205968000.0,199482000.0,244716000.0,239364000.0,174127000.0,312243000.0,181467000.0,257139000.0,270623000.0,253572000.0,220900000.0,294800000.0,295800000.0,290700000.0,209300000.0,193800000.0,223700000.0,281000000.0,268700000.0,267300000.0,233100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35506000.0,-43932000.0,-44266000.0,-31865000.0,-32328000.0,-41324000.0,-55653000.0,-43817000.0,-22034000.0,-40708000.0,-28775000.0,-48483000.0,-150700000.0,-121300000.0,-117500000.0,-92000000.0,-37300000.0,-126200000.0,-61000000.0,-64100000.0,-71500000.0,-64000000.0,-88400000.0
,acquisitionsNet,10000000.0,-8000000.0,-192000000.0,-139000000.0,-240000000.0,-213000000.0,-97000000.0,-70000000.0,-32000000.0,-85000000.0,-99000000.0,-31000000.0,-101000000.0,17000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3918000.0,-7642000.0,-7807000.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000.0,-14000.0,-4581000.0,0.0,-1057460000.0,0.0,0.0,0.0,0.0,0.0,-30000000.0,-40000000.0,-17900000.0,-52400000.0,-10600000.0,-18100000.0,0.0,-13100000.0,-151400000.0,-120400000.0,-95100000.0,-75300000.0,-32900000.0
