Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-03-31,2014-03-31
Cash and cash equivalents,1371331.0,4882084.0,1379887.0,1878000.0,825621.0,374706.0
Short-term investments,0.0,0.0,0.0,83000.0,340000.0,0.0
Cash and short-term investments,1371331.0,4882084.0,1379887.0,1961000.0,1165621.0,374706.0
Receivables,7871422.0,8838453.0,8059910.0,4872000.0,2981574.0,2937292.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,10061353.0,14644803.0,10064942.0,7177000.0,4331567.0,3437862.0
Property, Plant & Equipment Net,58892.0,95048.0,100241.0,73000.0,29906.0,3084.0
Goodwill and Intangible Assets,19507806.0,21907793.0,25853780.0,3114513.0,100000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,9399.0,6088751.0,3488960.0,0.0,0.0,
Total non-current assets,19576097.0,37551825.0,29442981.0,129906.0,3084.0,
Total assets,29637450.0,52196628.0,39507923.0,13835000.0,4461473.0,3440946.0
Payables,4377794.0,5324872.0,5130817.0,2597000.0,2922607.0,2802825.0
Short-term debt,5207131.0,4802869.0,3494266.0,0.0,0.0,0.0
Total current liabilities,14688965.0,30367882.0,12708952.0,8576000.0,3488617.0,3016386.0
Long-term debt,0.0,2380563.0,1536191.0,5000000.0,0.0,0.0
Total debt,5207131.0,7183432.0,5030457.0,0.0,0.0,
Deferred revenue,0.0,0.0,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,
Total non-current liabilities,4189388.0,2380563.0,15135268.0,0.0,0.0,
Total liabilities,18878353.0,32748445.0,27844220.0,13576000.0,3488617.0,3016386.0
Other comprehensive income,86997.0,36875.0,-7426.0,0.0,0.0,
Retained earnings (deficit),-34478253.0,-14997552.0,-3833588.0,-1053000.0,837856.0,414560.0
Total shareholders equity,10759097.0,19448183.0,11660321.0,259000.0,972856.0,424560.0
Investments,0.0,0.0,0.0,0.0,340000.0,0.0
Net Debt,3835800.0,2301348.0,3650570.0,3039092.0,-1165621.0,-374706.0
Other Assets,818600.0,924266.0,625145.0,343833.0,184372.0,125864.0
Other Liabilities,5104040.0,20240141.0,4083869.0,5979000.0,566010.0,213561.0
