Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,15773987.0,5625495.0,505880.0,379741.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,15773987.0,5625495.0,505880.0,379741.0
Receivables,18859721.0,7029510.0,818471.0,1779188.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,37614825.0,12655005.0,1324351.0,2158929.0
Property, Plant & Equipment Net,711245092.0,282380791.0,19201334.0,25699846.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,715670548.0,282635999.0,19214380.0,25746861.0
Total assets,753285373.0,295291004.0,20538731.0,27905790.0
Payables,1331081.0,316486.0,1030862.0,1983662.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,3800026.0,2247105.0,1170383.0,2020852.0
Long-term debt,87309544.0,30843593.0,10598860.0,11448860.0
Total debt,87309544.0,30843593.0,10598860.0,11448860.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,87309544.0,30978465.0,10736486.0,11645516.0
Total liabilities,91109570.0,33225570.0,11906869.0,13666368.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0
Total shareholders equity,300794564.0,262065434.0,0.0,14239422.0
Investments,0.0,0.0,0.0,0.0
Net Debt,71535557.0,25218098.0,10092980.0,11069119.0
Other Assets,2981117.0,0.0,0.0,0.0
Other Liabilities,2468945.0,1930619.0,139521.0,37190.0
