date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-11-19_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1100300000.0,523400000.0,994200000.0,931400000.0,867100000.0,413400000.0,858100000.0,894400000.0,235400000.0,886100000.0,886000000.0,852600000.0,553200000.0,679300000.0,411000000.0,513600000.0,-253000000.0,-386400000.0,401200000.0,579200000.0,564200000.0,-182900000.0,254000000.0,247300000.0
,depreciationAndAmortization,110100000.0,101400000.0,103400000.0,101700000.0,99500000.0,87900000.0,84800000.0,84300000.0,81100000.0,75400000.0,75000000.0,74500000.0,68800000.0,66200000.0,80500000.0,87800000.0,80500000.0,761800000.0,510300000.0,573000000.0,594900000.0,653700000.0,153200000.0,138900000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,664400000.0,1036700000.0,279400000.0,262000000.0,436300000.0,928000000.0,299700000.0,646800000.0,823100000.0,547700000.0,-454000000.0,528500000.0,545100000.0,1929900000.0,2720200000.0,2917300000.0,2588500000.0,4252800000.0,2312900000.0,2191300000.0,1739700000.0,4233100000.0,115700000.0,-65700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,235500000.0,65200000.0,-92900000.0,-134900000.0,39400000.0,266700000.0,-186300000.0,386700000.0,130100000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767400000.0,1319700000.0,1319700000.0,1714600000.0,2437100000.0,1242600000.0,1629900000.0,781000000.0,2391100000.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,81500000.0,46600000.0,12800000.0,32900000.0,39500000.0,-8700000.0,7200000.0,31600000.0,-240600000.0,-287700000.0,0.0,-206900000.0,-306900000.0,-925100000.0,-1779800000.0,-2015100000.0,-1669000000.0,-3283000000.0,-1437700000.0,-1572900000.0,-1687300000.0,-3137200000.0,393400000.0,506500000.0
,netCashProvidedByOperatingActivites,1741600000.0,1536500000.0,1149400000.0,1116100000.0,1292100000.0,1223600000.0,1031500000.0,1379600000.0,1193700000.0,1196800000.0,1196000000.0,1237000000.0,1326100000.0,1750300000.0,1431900000.0,1503600000.0,747000000.0,1345200000.0,1786700000.0,1770600000.0,1211500000.0,1566700000.0,916300000.0,827000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-150900000.0,-144100000.0,-105300000.0,-85000000.0,-100200000.0,-114500000.0,-105500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19200000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-145000000.0,0.0,-129000000.0,-54000000.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,49000000.0,99000000.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-4590900000.0,-4753000000.0,-3649000000.0,-3948200000.0,-4714800000.0,-3207400000.0,-3917300000.0,-3946700000.0,-3318800000.0,-4419500000.0,-3798000000.0,-4116500000.0,-4374900000.0,-5530200000.0,-4836600000.0,-4894500000.0,-4380500000.0,-7121200000.0,-6250500000.0,-5342200000.0,-3557500000.0,-6468800000.0,-3693500000.0,-4083300000.0
,salesMaturitiesOfInvestments,3348000000.0,4112400000.0,3269700000.0,3452400000.0,4156300000.0,2435200000.0,3982700000.0,2938600000.0,3006500000.0,3455900000.0,2192000000.0,3009200000.0,3992500000.0,3663600000.0,3677800000.0,3185700000.0,3519100000.0,7002200000.0,4703100000.0,3069800000.0,2115500000.0,3965400000.0,1264900000.0,1368200000.0
,otherInvestingActivites,300000.0,0.0,0.0,0.0,0.0,100000.0,200000.0,-105300000.0,-98000000.0,-110100000.0,0.0,-106600000.0,-91100000.0,-87200000.0,-63200000.0,70200000.0,-44700000.0,-1726400000.0,-40200000.0,957100000.0,748700000.0,948800000.0,2543800000.0,3413800000.0
,netCashUsedForInvestingActivites,-1393500000.0,-930100000.0,-484600000.0,-710000000.0,-713000000.0,-886600000.0,-39900000.0,-1113400000.0,-410300000.0,-1073700000.0,-1073000000.0,-1213900000.0,-424700000.0,-1855000000.0,-1222000000.0,-1633300000.0,-919700000.0,-2107900000.0,-1590400000.0,-1736600000.0,-865700000.0,-1554600000.0,173200000.0,-161600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-493100000.0,-260000000.0,-63500000.0,-414000000.0,-226300000.0,-186600000.0,-116200000.0,-70000000.0,-84400000.0,-78300000.0,-78000000.0,-251800000.0,-240800000.0,-775200000.0,-739200000.0,-7400000.0,-11300000.0,-274500000.0,-419700000.0,-222000000.0,0.0,-613000000.0,-1758500000.0,-2081900000.0
