date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-11-19_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,6100000.0,4600000.0,10800000.0,8500000.0,6400000.0,12300000.0,11400000.0,4900000.0,14800000.0,10000000.0,0.0,8000000.0,4400000.0,307800000.0,580000000.0,18100000.0,5700000.0,551900000.0,22900000.0,20500000.0,11600000.0,69700000.0,11900000.0,389800000.0
,commonStockRepurchased,-400300000.0,-356200000.0,-401800000.0,-405200000.0,-417900000.0,-306000000.0,-317200000.0,-496700000.0,-619900000.0,-356000000.0,-0.0,0.0,-700000000.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,0.0,0.0,0.0,-156200000.0,0.0
,dividendsPaid,-229200000.0,-215600000.0,-196000000.0,-182600000.0,-174200000.0,-159400000.0,-146500000.0,-133800000.0,-121000000.0,-114800000.0,-114000000.0,-104500000.0,-103500000.0,-105200000.0,-95600000.0,-88700000.0,-88400000.0,-98100000.0,-142800000.0,-142600000.0,-142100000.0,-138900000.0,-58100000.0,-60000000.0
,otherFinancingActivites,-83400000.0,-53300000.0,-37300000.0,-34400000.0,-28100000.0,-36100000.0,-27000000.0,200000.0,2900000.0,1100000.0,0.0,0.0,-9600000.0,-46200000.0,-34300000.0,-26500000.0,-27800000.0,-24500000.0,0.0,0.0,-209500000.0,-18600000.0,-7700000.0,500000.0
,netCashUsedProvidedByFinancingActivities,-358000000.0,-589800000.0,-687800000.0,-418600000.0,-568700000.0,-328600000.0,-974800000.0,-305500000.0,-720400000.0,-141100000.0,-141000000.0,-1500000.0,-1049500000.0,181200000.0,-157000000.0,71000000.0,181900000.0,734800000.0,-178400000.0,-16500000.0,-530000000.0,166900000.0,-1096300000.0,-646300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-1100000.0,1300000.0,1300000.0,-2600000.0,2300000.0,4900000.0,2900000.0,-700000.0,-1100000.0,2200000.0,-200000.0,-700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-9900000.0,16600000.0,-23000000.0,-12500000.0,10400000.0,8400000.0,16800000.0,-39300000.0,63000000.0,-18000000.0,-18000000.0,21700000.0,-149200000.0,77800000.0,54200000.0,-61300000.0,11500000.0,-23000000.0,20800000.0,16800000.0,-185300000.0,181200000.0,-7000000.0,18400000.0
,cashAtEndOfPeriod,84100000.0,94000000.0,77400000.0,100400000.0,112900000.0,102500000.0,94100000.0,77300000.0,116600000.0,53600000.0,53000000.0,71600000.0,49900000.0,199100000.0,121300000.0,69400000.0,130700000.0,119200000.0,144700000.0,123900000.0,107100000.0,292400000.0,30700000.0,37700000.0
,cashAtBeginningOfPeriod,94000000.0,77400000.0,100400000.0,112900000.0,102500000.0,94100000.0,77300000.0,116600000.0,53600000.0,71600000.0,71000000.0,49900000.0,199100000.0,121300000.0,67100000.0,130700000.0,119200000.0,142200000.0,123900000.0,107100000.0,292400000.0,111200000.0,37700000.0,19300000.0
,operatingCashFlow,1741600000.0,1536500000.0,1149400000.0,1116100000.0,1292100000.0,1223600000.0,1031500000.0,1379600000.0,1193700000.0,1196800000.0,1196000000.0,1237000000.0,1326100000.0,1750300000.0,1431900000.0,1503600000.0,747000000.0,1345200000.0,1786700000.0,1770600000.0,1211500000.0,1566700000.0,916300000.0,827000000.0
,capitalExpenditure,-150900000.0,-144100000.0,-105300000.0,-85000000.0,-100200000.0,-114500000.0,-105500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19200000.0,0.0,0.0,0.0,0.0
,freeCashFlow,1590700000.0,1392400000.0,1044100000.0,1031100000.0,1191900000.0,1109100000.0,926000000.0,1379600000.0,1193700000.0,1196800000.0,1196000000.0,1237000000.0,1326100000.0,1750300000.0,1431900000.0,1503600000.0,747000000.0,1345200000.0,1786700000.0,1751400000.0,1211500000.0,1566700000.0,916300000.0,827000000.0
