Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,64315000.0,8237000.0,3921000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,64315000.0,8237000.0,3921000.0
Receivables,1320000.0,517000.0,393000.0
Inventories,2097000.0,1196000.0,870000.0
Total current assets,69233000.0,10042000.0,5308000.0
Property Plant & Equipment Net,4757000.0,1159000.0,506000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,4802000.0,1227000.0,534000.0
Total assets,74035000.0,11269000.0,5842000.0
Payables,1125000.0,426000.0,473000.0
Short-term debt,767000.0,44000.0,42000.0
Total current liabilities,5950000.0,2633000.0,2710000.0
Long-term debt,850000.0,19000.0,65000.0
Total debt,1617000.0,63000.0,107000.0
Deferred revenue,1723000.0,2489000.0,2580000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,2440000.0,16251000.0,3512000.0
Total liabilities,7330000.0,18884000.0,6222000.0
Other comprehensive income,126925000,0.0,0.0
Retained earnings (deficit),-60221000.0,-29389000.0,-11624000.0
Total shareholders equity,66705000.0,-7615000.0,-380000.0
Investments,0.0,0.0,0.0
Net Debt,-62698000.0,-8174000.0,-3814000.0
Other Assets,0.0,92000.0,124000.0
Other Liabilities,0.0,2163000.0,2195000.0
