Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,39955000.0,51868000.0,68678000.0,225837000.0,197648000.0,258796000.0,2088000.0,446281.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,39955000.0,51868000.0,68678000.0,225837000.0,197648000.0,258796000.0,2088000.0,446281.0
Receivables,97623000.0,113545000.0,120492000.0,93449000.0,85517000.0,64216000.0,8292000.0,0.0
Inventories,34649000.0,28352000.0,25986000.0,14998000.0,13626000.0,15481000.0,7386000.0,0.0
Total current assets,191829000.0,228174000.0,253600000.0,359208000.0,329910000.0,359243000.0,21110000.0,477993.0
Property, Plant & Equipment Net,176577000.0,195029000.0,166049000.0,39066000.0,23651000.0,20797000.0,4639000.0,0.0
Goodwill and Intangible Assets,250664000.0,290964000.0,516026000.0,227563000.0,165918000.0,188759000.0,0.0,0.0
Long-term investments,83135000.0,137299000.0,156527000.0,0.0,0.0,0.0,0.0,189634541.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,525258000.0,632410000.0,845835000.0,278653000.0,203685000.0,219640000.0,8327000.0,189634541.0
Total assets,717087000.0,860584000.0,1099435000.0,637861000.0,533595000.0,578883000.0,29437000.0,190112534.0
Payables,177056000.0,205036000.0,240344000.0,118224000.0,99328000.0,81961000.0,8178000.0,0.0
Short-term debt,22673000.0,20106000.0,2069000.0,1055000.0,752000.0,9648000.0,14000.0,0.0
Total current liabilities,212191000.0,239435000.0,261137000.0,165915000.0,174312000.0,183122000.0,24909000.0,186789.0
Long-term debt,686938000.0,598958000.0,468231000.0,70099000.0,2263000.0,1153000.0,0.0,0.0
Total debt,709611000.0,619064000.0,470300000.0,71154000.0,3015000.0,10801000.0,14000.0,0.0
Deferred revenue,8546000.0,7587000.0,8506000.0,16794000.0,20149000.0,16998000.0,11614000.0,0.0
Tax Liabilities,8406000.0,16247000.0,33205000.0,22324000.0,23410000.0,26378000.0,0.0,113222.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,731231000.0,646624000.0,539301000.0,118185000.0,46654000.0,39577000.0,3111000.0,21723025.0
Total liabilities,943422000.0,886059000.0,800438000.0,284100000.0,220966000.0,222699000.0,28020000.0,21909814.0
Other comprehensive income,-119000.0,-22000.0,-416000.0,-299000.0,4000.0,0.0,0.0,0.0
Retained earnings (deficit),-1009458000.0,-773791000.0,-416389000.0,-303457000.0,-301331000.0,-243943000.0,-128912000.0,-781319.0
Total shareholders equity,-226335000.0,-25475000.0,298997000.0,353761000.0,312629000.0,345789000.0,1417000.0,5000003.0
Investments,83135000.0,137299000.0,156527000.0,0.0,0.0,0.0,0.0,189634541.0
Net Debt,669656000.0,567196000.0,401622000.0,-154683000.0,-194633000.0,-247995000.0,-2074000.0,-446281.0
Other Assets,19602000.0,34409000.0,38444000.0,24924000.0,33119000.0,20750000.0,3344000.0,31712.0
Other Liabilities,12462000.0,14293000.0,18724000.0,46636000.0,74232000.0,91513000.0,16717000.0,186789.0
