date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,243846000.0,193872000.0,176304000.0,152337000.0,124009000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0
,grossProfit,243891000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.00018454270318,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,73868000.0,69933000.0,67508000.0,56558000.0,48574000.0
,SellingAndMarketingExpenses,8045000.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,180000000.0,211000000.0,183000000.0,125000000.0,97000000.0
,costAndExpenses,8045000.0,0.0,0.0,0.0,0.0
,interestExpense,47247000.0,78806000.0,51696000.0,23183000.0,11193000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6635000.0,6605000.0,5870000.0,3333000.0,1858000.0
,EBITDA,172649000.0,164910000.0,117652000.0,77115000.0,51385000.0
,EBITDARatio,0.708024736924124,0.850612775439465,0.667324621108994,0.506213198369405,0.414365086405019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,235846000.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.967192408323286,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,117079000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,118767000.0,79499000.0,60086000.0,50599000.0,38334000.0
,incomeBeforeTaxRatio,0.487057405083536,0.410059214326979,0.34080905708322,0.332151742518233,0.309122724963511
,incomeTaxExpense,34398000.0,23260000.0,17128000.0,23017000.0,15031000.0
,netIncome,84369000.0,56239000.0,42958000.0,27582000.0,23303000.0
,netIncomeRatio,0.345992962771585,0.290083147643806,0.243658680461022,0.181059099233935,0.187913780451419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.89094554471745,1.26,1.02,0.8,0.72
,EPSDiluted,1.89094554471745,1.25,1.01,0.78,0.7
,weightedAverageShsOut,44641800.0,44617361.0,42092361.0,34482630.0,32365800.0
,weightedAverageShsOutDil,44957611.0,44911265.0,42567108.0,35331059.0,33471816.0
