Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,10553000000.0,6873000000.0,6497000000.0,6394000000.0,6265000000.0
Revenue Growth,,,,,
Cost of Revenue,3935000000.0,2656000000.0,2432000000.0,2343000000.0,2124000000.0
Gross Profit,6618000000.0,4217000000.0,4065000000.0,4051000000.0,4141000000.0
R&D Expenses,,,,,
SG&A Expense,2620000000.0,1768000000.0,1690000000.0,1669000000.0,1692000000.0
Operating Expenses,4018000000.0,2098000000.0,2012000000.0,1999000000.0,2021000000.0
Operating Income,2600000000.0,2119000000.0,2053000000.0,2052000000.0,2120000000.0
Interest Expense,729000000.0,475000000.0,353000000.0,330000000.0,328000000.0
Earnings before Tax,1022000000.0,-137000000.0,1671000000.0,1559000000.0,1747000000.0
Income Tax Expense,341000000.0,176000000.0,453000000.0,511000000.0,610000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,614000000.0,-313000000.0,1217000000.0,1047000000.0,1135000000.0
Preferred Dividends,,,,,
Net Income Com,614000000.0,-313000000.0,1217000000.0,1047000000.0,1135000000.0
EPS,0.86,-0.59,1.97,1.59,1.67
EPS Diluted,0.86,-0.59,1.96,1.58,1.66
Weighted Average Shs Out,498000000.0,384000000.0,401000000.0,432000000.0,454000000.0
Weighted Average Shs Out (Dil),688000000.0,576000000.0,610000000.0,656000000.0,687000000.0
Dividend per Share,,,,,
Gross Margin,0.62712025016583,0.61356030845337,0.62567338771741,0.63356271504535,0.6609736632083
EBITDA Margin,0.6099687292713,0.37509093554489,0.63398491611513,0.6143259305599,0.63224261771748
EBIT Margin,0.15957547616791,0.049177942674233,0.31137448052948,0.29527682202064,0.33088587390263
Profit Margin,0.058182507343883,-0.045540520878801,0.18731722333385,0.16374726305912,0.18116520351157
Free Cash Flow margin,,,,,
EBITDA,6437000000.0,2578000000.0,4119000000.0,3928000000.0,3961000000.0
EBIT,1684000000,338000000,2023000000,1888000000,2073000000
Consolidated Income,614000000.0,-313000000.0,1217000000.0,1047000000.0,1135000000.0
Earnings Before Tax Margin,0.096844499194542,-0.019933071438964,0.25719562875173,0.2438223334376,0.27885075818037
Net Profit Margin,0.058182507343883,-0.045540520878801,0.18731722333385,0.16374726305912,0.18116520351157
