date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY
,otherInvestingActivites,-28500000.0,-38100000.0,-36100000.0,-26900000.0,-21900000.0,-25400000.0,-63800000.0,-73000000.0,-58100000.0,-56700000.0,0.0,-4800000.0,-61300000.0,-34100000.0,-42200000.0,-106900000.0,-26600000.0,-125100000.0,-93400000.0,-90400000.0,-99000000.0,-107200000.0,-58900000.0,-108000000.0,-124000000.0,-73300000.0,-52200000.0,-42600000.0,-25000000.0,-19300000.0,-20500000.0
,netCashUsedForInvestingActivites,-95700000.0,-147300000.0,-162000000.0,-102700000.0,-61200000.0,-64000000.0,-345700000.0,-127900000.0,-121300000.0,-141100000.0,-105000000.0,-72600000.0,-118100000.0,-140700000.0,-161200000.0,-160400000.0,-147600000.0,-214000000.0,-238500000.0,-577300000.0,-145200000.0,-136800000.0,-79200000.0,-137500000.0,-154400000.0,-95000000.0,-93700000.0,-58600000.0,-32400000.0,-26700000.0,-30400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-28700000.0,-61700000.0,-43300000.0,-29600000.0,-37300000.0,-480100000.0,-193700000.0,-334500000.0,-160300000.0,-243000000.0,-209300000.0,-731500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900000.0,3200000.0,0.0,37500000.0,26800000.0,28700000.0,29900000.0,7600000.0,5100000.0,22800000.0,24200000.0,20800000.0,5800000.0,700000.0,4700000.0,4400000.0,2600000.0,1000000.0,31000000.0,90800000.0,100000.0,700000.0
,commonStockRepurchased,-35500000.0,-8500000.0,-27300000.0,-6900000.0,-14400000.0,-3500000.0,-6200000.0,-11800000.0,-13100000.0,-166900000.0,-10800000.0,-34000000.0,-220000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34500000.0,-200000.0,-1500000.0,0.0
,dividendsPaid,-20800000.0,-21100000.0,-21100000.0,-20800000.0,-20500000.0,-19700000.0,-17800000.0,-15900000.0,-13200000.0,-10800000.0,-10900000.0,-8400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,4200000.0,800000.0,-1000000.0,-500000.0,-100000.0,2100000.0,1600000.0,-600000.0,-1200000.0,-1300000.0,-100000.0,2300000.0,1000000.0,-600000.0,0.0,0.0,3900000.0,5400000.0,200000.0,5600000.0,-3200000.0,1400000.0,300000.0,3800000.0,-100000.0,9700000.0,16300000.0,-300000.0,-500000.0,-900000.0,-800000.0
,netCashUsedProvidedByFinancingActivities,154100000.0,-25700000.0,-32000000.0,-4100000.0,12000000.0,-124500000.0,122500000.0,-172700000.0,-47400000.0,-230500000.0,-70900000.0,-86300000.0,-76500000.0,-243900000.0,19800000.0,6500000.0,-105900000.0,82800000.0,70800000.0,383400000.0,2200000.0,19900000.0,-38400000.0,91400000.0,104200000.0,66200000.0,56100000.0,-2300000.0,8200000.0,-2400000.0,4600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-800000.0,-1200000.0,300000.0,-100000.0,-700000.0,-1800000.0,-100000.0,100000.0,-1900000.0,4400000.0,600000.0,-5700000.0,-11100000.0,-11000000.0,300000.0,100000.0,400000.0,-100000.0,0.0,0.0,-100000.0,100000.0,100000.0,0.0,100000.0,-100000.0,0.0,0.0,100000.0,100000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,59700000.0,-57800000.0,-52200000.0,44400000.0,-107100000.0,485900000.0,-66500000.0,-107500000.0,89600000.0,-138800000.0,100500000.0,23200000.0,97600000.0,-182500000.0,94700000.0,92800000.0,-40800000.0,47900000.0,-3100000.0,4800000.0,3100000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,393800000.0,334100000.0,391900000.0,444100000.0,399700000.0,506800000.0,20900000.0,87400000.0,194900000.0,105300000.0,244100000.0,143600000.0,120400000.0,22800000.0,205300000.0,110600000.0,17800000.0,58600000.0,10700000.0,13800000.0,9000000.0,5900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,334100000.0,391900000.0,444100000.0,399700000.0,506800000.0,20900000.0,87400000.0,194900000.0,105300000.0,244100000.0,143600000.0,120400000.0,22800000.0,205300000.0,110600000.0,17800000.0,58600000.0,10700000.0,13800000.0,9000000.0,5900000.0,5100000.0,4900000.0,4300000.0,3700000.0,4100000.0,4100000.0,17100000.0,12700000.0,16500000.0,13800000.0
,operatingCashFlow,2100000.0,116400000.0,141500000.0,141400000.0,-78900000.0,166900000.0,156800000.0,189100000.0,260200000.0,228400000.0,275800000.0,188600000.0,308600000.0,213100000.0,235800000.0,246600000.0,212300000.0,179200000.0,164600000.0,198700000.0,146200000.0,117600000.0,117700000.0,46700000.0,50600000.0,28500000.0,37600000.0,47900000.0,28500000.0,25100000.0,28400000.0
,capitalExpenditure,-66000000.0,-95000000.0,-121500000.0,-65700000.0,-35600000.0,-30300000.0,-280900000.0,-54600000.0,-53700000.0,-74300000.0,-104200000.0,-98000000.0,-56800000.0,-103300000.0,-115700000.0,-49800000.0,-112200000.0,-83900000.0,-78400000.0,-90500000.0,-46000000.0,-29600000.0,-20300000.0,-29500000.0,-30400000.0,-21700000.0,-41500000.0,-16000000.0,-7400000.0,-7400000.0,-9900000.0
,freeCashFlow,-63900000.0,21400000.0,20000000.0,75700000.0,-114500000.0,136600000.0,-124100000.0,134500000.0,206500000.0,154100000.0,171600000.0,90600000.0,251800000.0,109800000.0,120100000.0,196800000.0,100100000.0,95300000.0,86200000.0,108200000.0,100200000.0,88000000.0,97400000.0,17200000.0,20200000.0,6800000.0,-3900000.0,31900000.0,21100000.0,17700000.0,18500000.0
