Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,474000000.0,525000000.0,329000000.0,324000000.0,302000000.0
Short-term investments,82000000.0,78000000.0,2000000.0,2000000.0,9000000.0
Cash and short-term investments,82000000.0,78000000.0,2000000.0,2000000.0,9000000.0
Receivables,2076000000.0,2196000000.0,2218000000.0,2150000000.0,2218000000.0
Inventories,154000000.0,168000000.0,154000000.0,174000000.0,149000000.0
Total current assets,18596000000.0,18327000000.0,17919000000.0,17772000000.0,17506000000.0
Property, Plant & Equipment Net,10894000000.0,10697000000.0,10177000000.0,9855000000.0,9720000000.0
Goodwill and Intangible Assets,7022000000,6944000000,6912000000,7022000000,6908000000
Long-term investments,,,,,
Tax assets,167000000.0,197000000.0,281000000.0,354000000.0,417000000.0
Total non-current assets,9836000000.0,9260000000.0,10962000000.0,11759000000.0,11020000000.0
Total assets,22586000000.0,22058000000.0,21454000000.0,21149000000.0,20932000000.0
Payables,1658000000.0,1753000000.0,1192000000.0,1058000000.0,1102000000.0
Short-term debt,000000.0,000000.0,857000000.0,823000000.0,1517000000.0
Total current liabilities,4527000000.0,5142000000.0,3978000000.0,4153000000.0,4458000000.0
Long-term debt,000000.0,000000.0,6330000000.0,6252000000.0,5503000000.0
Total debt,000000.0,000000.0,6330000000.0,6252000000.0,5503000000.0
Deferred revenue,,,,,
Tax Liabilities,814000000.0,725000000.0,621000000.0,290000000.0,357000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,9836000000.0,9260000000.0,10962000000.0,11759000000.0,11020000000.0
Total liabilities,14363000000.0,14402000000.0,14940000000.0,15912000000.0,15478000000.0
Other comprehensive income,-1588000000.0,-1551000000.0,-1686000000.0,-1598000000.0,-1454000000.0
Retained earnings (deficit),9759000000.0,9155000000.0,8149000000.0,6783000000.0,6856000000.0
Total shareholders equity,8223000000.0,7656000000.0,6514000000.0,5237000000.0,5454000000.0
Investments,,,,,
Net Debt,-474000000,-525000000,6858000000,6751000000,6718000000
Other Assets,1366000000,902000000,1094000000,1062000000,990000000
Other Liabilities,9014000000,8749000000,3355000000,3796000000,3702000000
