Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,564000000.0,464000000.0,367000000.0,324000000.0,289000000.0
Revenue Growth,,,,,
Cost of Revenue,194000000.0,187000000.0,156000000.0,176000000.0,145000000.0
Gross Profit,370000000.0,277000000.0,211000000.0,148000000.0,143000000.0
R&D Expenses,89000000.0,74000000.0,56000000.0,43000000.0,28000000.0
SG&A Expense,254000000.0,210000000.0,166000000.0,166000000.0,128000000.0
Operating Expenses,343000000.0,285000000.0,222000000.0,209000000.0,156000000.0
Operating Income,27000000.0,-7000000.0,-11000000.0,-61000000.0,-12000000.0
Interest Expense,29000000.0,21000000.0,14000000.0,13000000.0,15000000.0
Earnings before Tax,5000000.0,-27000000.0,-27000000.0,-73000000.0,-51000000.0
Income Tax Expense,2000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,3000000.0,-27000000.0,-29000000.0,-74000000.0,-52000000.0
Preferred Dividends,,,,,
Net Income Com,3000000.0,-27000000.0,-29000000.0,-74000000.0,-52000000.0
EPS,0.06,-0.46,-0.51,-1.29,-0.93
EPS Diluted,0.05,-0.46,-0.51,-1.29,-0.93
Weighted Average Shs Out,59000000.0,58000000.0,57000000.0,57000000.0,56000000.0
Weighted Average Shs Out (Dil),61000000.0,58000000.0,57000000.0,57000000.0,56000000.0
Dividend per Share,,,,,
Gross Margin,0.65602836879433,0.59698275862069,0.57493188010899,0.45679012345679,0.49480968858131
EBITDA Margin,0.088652482269504,0.017241379310345,0.002724795640327,-0.13888888888889,-0.083044982698962
EBIT Margin,0.060283687943262,-0.012931034482759,-0.040871934604905,-0.18827160493827,-0.1280276816609
Profit Margin,0.0053191489361702,-0.058189655172414,-0.079019073569482,-0.2283950617284,-0.17993079584775
Free Cash Flow margin,,,,,
EBITDA,50000000.0,8000000.0,1000000.0,-45000000.0,-24000000.0
EBIT,34000000,-6000000,-15000000,-61000000,-37000000
Consolidated Income,3000000.0,-27000000.0,-29000000.0,-74000000.0,-52000000.0
Earnings Before Tax Margin,0.0088652482269504,-0.058189655172414,-0.073569482288828,-0.22530864197531,-0.17647058823529
Net Profit Margin,0.0053191489361702,-0.058189655172414,-0.079019073569482,-0.2283950617284,-0.17993079584775
