Date,2018-03,2017-03,2016-03,2015-03,2014-03
Depreciation & Amortization,378000000.0,320000000.0,362000000.0,402000000.0,426000000.0
Stock-based compensation,120000000.0,108000000.0,97000000.0,87000000.0,82000000.0
Operating Cash Flow,1198000000.0,1039000000.0,1022000000.0,982000000.0,1013000000.0
Capital Expenditure,-48000000.0,-47000000.0,-48000000.0,-53000000.0,-105000000.0
Acquisitions and disposals,000000.0,000000.0,000000.0,000000.0,-40000000.0
Investment purchases and sales,0,0,48000000,0,182000000
Investing Cash flow,-65000000.0,-1337000000.0,-595000000.0,79000000.0,5000000.0
Issuance (repayment) of debt,-2373000000.0,-2357000000.0,-4286000000.0,-5715000000.0,-3749000000.0
Issuance (buybacks) of shares,-163000000.0,-100000000.0,-707000000.0,-215000000.0,-507000000.0
Dividend payments,,,,,
Financing Cash Flow,-680000000.0,360000000.0,-443000000.0,-977000000.0,-421000000.0
Effect of forex changes on cash,182000000.0,-103000000.0,24000000.0,-532000000.0,62000000.0
Net cash flow / Change in cash,635000000.0,-41000000.0,8000000.0,-448000000.0,659000000.0
Free Cash Flow,1150000000.0,992000000.0,974000000.0,929000000.0,908000000.0
Net Cash/Marketcap,,,,,
