date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,788500000.0,736800000.0,643000000.0,523000000.0,424400000.0,403100000.0,244900000.0,132800000.0,119000000.0,17100000.0,-29200000.0,-373400000.0,-1765100000.0,266080000.0,272092000.0,241445000.0,175186000.0,185249000.0,168686000.0,162269000.0,98085000.0,65841000.0,51001000.0,34400000.0,20100000.0,12100000.0,12600000.0
,depreciationAndAmortization,425600000.0,267100000.0,265600000.0,260900000.0,254500000.0,227400000.0,207900000.0,208200000.0,210200000.0,204900000.0,209400000.0,218200000.0,218400000.0,28138000.0,21493000.0,16998000.0,15135000.0,15564000.0,15383000.0,10478000.0,6788000.0,4758000.0,2672000.0,1975000.0,-2200000.0,-1700000.0,-1000000.0
,deferredIncomeTax,-20200000.0,-87900000.0,-56100000.0,-172700000.0,-97200000.0,-54500000.0,-89100000.0,-48700000.0,-56300000.0,-10200000.0,-4300000.0,-94400000.0,-39900000.0,-13726000.0,1059000.0,2217000.0,1773000.0,-1446000.0,-3438000.0,-1866000.0,-1573000.0,-720000.0,-1351000.0,-3228000.0,-500000.0,-300000.0,-4100000.0
,stockBasedCompensation,42500000.0,48500000.0,40700000.0,43700000.0,39200000.0,31200000.0,16400000.0,46600000.0,22100000.0,19500000.0,11500000.0,15900000.0,17800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,4900000.0,-151000000.0,130200000.0,-93900000.0,53900000.0,-81900000.0,174500000.0,144400000.0,128400000.0,-137300000.0,-247900000.0,-96855000.0,-113327000.0,96563000.0,50474000.0,139503000.0,151156000.0,134089000.0,221580000.0,111387000.0,61309000.0,43807000.0,24414000.0,50000000.0,32800000.0,16400000.0,-12000000.0
,accountsReceivables,-226400000.0,-244800000.0,-365100000.0,-128400000.0,-179900000.0,-342600000.0,-117600000.0,-170800000.0,-10400000.0,-165300000.0,-81500000.0,-131300000.0,116700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16000000.0,-11500000.0,-5000000.0
,inventory,-71400000.0,-153000000.0,-46800000.0,8500000.0,-68500000.0,-31500000.0,44200000.0,-67500000.0,7100000.0,-29000000.0,-34900000.0,-15000000.0,78600000.0,-17813000.0,-30342000.0,-29332000.0,-17025000.0,-31668000.0,-8915000.0,16015000.0,-61825000.0,-2451000.0,-20479000.0,-14040000.0,-4300000.0,-13900000.0,-2500000.0
,accountsPayables,253700000.0,194100000.0,271200000.0,231500000.0,225100000.0,100500000.0,43700000.0,146100000.0,800000.0,-19800000.0,272500000.0,76500000.0,-199100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,9200000.0,-200000.0
,otherWorkingCapital,0.0,842700000.0,993700000.0,863500000.0,957400000.0,903500000.0,985400000.0,810900000.0,666500000.0,538100000.0,675400000.0,923300000.0,1020155000.0,1133482000.0,1036919000.0,986445000.0,846942000.0,695786000.0,561697000.0,340117000.0,228730000.0,167421000.0,123614000.0,99200000.0,49200000.0,16400000.0,0.0
,otherNonCashItems,42100000.0,29000000.0,10900000.0,5600000.0,6900000.0,8800000.0,6900000.0,10400000.0,13600000.0,-600000.0,-600000.0,0.0,0.0,-1298000.0,14499000.0,19931000.0,37061000.0,71615000.0,65299000.0,80515000.0,20832000.0,7240000.0,5229000.0,14490000.0,4400000.0,3500000.0,2000000.0
,netCashProvidedByOperatingActivites,1314300000.0,1027200000.0,905900000.0,777700000.0,604000000.0,277500000.0,435000000.0,366300000.0,317400000.0,214700000.0,426900000.0,107600000.0,174200000.0,216713000.0,303660000.0,184206000.0,125418000.0,231408000.0,302404000.0,141823000.0,22511000.0,4524000.0,19540000.0,28774000.0,11200000.0,3600000.0,-2500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85567000.0,-49062000.0,-22113000.0,-11380000.0,-10579000.0,-22490000.0,-33015000.0,-9161000.0,-15110000.0,-17081000.0,-11078000.0,-2100000.0,-2600000.0,-200000.0
,acquisitionsNet,0.0,-95000000.0,0.0,0.0,0.0,-264000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-2400000.0,-500000.0,-2100000.0,0.0,-300000.0,-10300000.0,-84100000.0,-92200000.0,-19200000.0,-407323000.0,-422058000.0,-638820000.0,-2380034000.0,-1889033000.0,-1990056000.0,-247179000.0,-131587000.0,-114932000.0,-101155000.0,-111482000.0,-63100000.0,-46900000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,849748000.0,467099000.0,520986000.0,2386539000.0,1789267000.0,1900790000.0,154380000.0,137834000.0,112463000.0,100467000.0,96032000.0,39400000.0,28100000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-2400000.0,-500000.0,-20900000.0,0.0,-300000.0,0.0,200000.0,5200000.0,0.0,-275723000.0,0.0,0.0,-13490000.0,19020000.0,744000.0,44978000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0
,netCashUsedForInvestingActivites,-201000000.0,-331400000.0,-86100000.0,-81100000.0,-65900000.0,-354400000.0,-164800000.0,-47100000.0,-41700000.0,-56000000.0,-125400000.0,-82600000.0,-60300000.0,-99607000.0,-4021000.0,-139947000.0,-21983000.0,-109791000.0,-111012000.0,-125031000.0,-9413000.0,-17579000.0,-17769000.0,-26528000.0,-25800000.0,-21400000.0,-300000.0
