date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,-2751000000.0,7581000000.0,-1236000000.0,-2480000000.0,-1309000000.0,1014700000.0,-198100000.0,-546000000.0,-920800000.0,-784700000.0,-519000000.0,-770000000.0,-438400000.0,1224396000.0,-228553000.0,-26982000.0,-50395000.0,-89392000.0,-79778000.0,24871000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,42000000.0,18000000.0,-51000000.0,31000000.0,4000000.0,-58800000.0,-36900000.0,-19700000.0,-600000.0,-10100000.0,-1000000.0,17100000.0,-19300000.0,1497000.0,1685000.0,-1089000.0,-390000.0,7886000.0,-991000.0,-1480000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,819000000.0,2508000000.0,38000000.0,-18000000.0,1000000.0,194800000.0,-54700000.0,29900000.0,102100000.0,77500000.0,-92900000.0,210000000.0,-134400000.0,143525000.0,78601000.0,96178000.0,13403000.0,8114000.0,-13508000.0,-2120000.0
,cashAtEndOfPeriod,4030000000.0,3211000000.0,703000000.0,665000000.0,683000000.0,687600000.0,492800000.0,547500000.0,517600000.0,415500000.0,338000000.0,430900000.0,220900000.0,355278000.0,211753000.0,137979000.0,41801000.0,22280000.0,14166000.0,27674000.0
,cashAtBeginningOfPeriod,3211000000.0,703000000.0,665000000.0,683000000.0,682000000.0,492800000.0,547500000.0,517600000.0,415500000.0,338000000.0,430900000.0,220900000.0,355300000.0,211753000.0,133152000.0,41801000.0,28398000.0,14166000.0,27674000.0,29794000.0
,operatingCashFlow,4442000000.0,2410000000.0,1993000000.0,1741000000.0,1925000000.0,1136900000.0,1164900000.0,1060300000.0,1046700000.0,1171500000.0,1071300000.0,714100000.0,596400000.0,463552000.0,494713000.0,128815000.0,144817000.0,138096000.0,126655000.0,102876000.0
,capitalExpenditure,-1129000000.0,-828000000.0,-622000000.0,-613000000.0,-616000000.0,-415300000.0,-371200000.0,-336200000.0,-296100000.0,-300300000.0,-314000000.0,-212500000.0,-255400000.0,-343299000.0,-300197000.0,-63566000.0,-40908000.0,-43955000.0,-48961000.0,-49349000.0
,freeCashFlow,3313000000.0,1582000000.0,1371000000.0,1128000000.0,1309000000.0,721600000.0,793700000.0,724100000.0,750600000.0,871200000.0,757300000.0,501600000.0,341000000.0,120253000.0,194516000.0,65249000.0,103909000.0,94141000.0,77694000.0,53527000.0
