date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,538000000.0,218000000.0,187000000.0,63000000.0,171000000.0,158000000.0,-69465000.0,266987000.0,68376000.0,-181778000.0,-374813000.0,-496678000.0,-275407000.0,-39225000.0,75202000.0,79865000.0,143754000.0,254352000.0,129343000.0,82940000.0,28934000.0,38400000.0,41100000.0,21800000.0,17000000.0
,depreciationAndAmortization,13000000.0,70000000.0,56000000.0,40000000.0,32000000.0,24000000.0,23983000.0,23229000.0,20206000.0,15879000.0,18298000.0,21730000.0,24787000.0,102965000.0,100710000.0,125978000.0,106124000.0,154149000.0,88142000.0,65713000.0,26249000.0,25100000.0,39900000.0,17200000.0,17300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,2000000.0,78000000.0,-27668000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241000.0,-21783000.0,25977000.0,-9957000.0,-2000000.0,12000000.0,16800000.0,-800000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,3203000.0,2698000.0,5109000.0,5113000.0,6373000.0,622000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,21013000000.0,-4556000000.0,-1309000000.0,-2757000000.0,-255000000.0,-3885014000.0,-427899000.0,5065843000.0,-378645000.0,-184324000.0,969020000.0,137030000.0,1539997000.0,-379683000.0,-14803288000.0,12592506000.0,-2513960000.0,-2058552000.0,-1411478000.0,-732232000.0,-5496521000.0,100200000.0,-18000000.0,0.0,-69500000.0
,accountsReceivables,0.0,0.0,-11000000.0,-11000000.0,-1000000.0,-8000000.0,33524000.0,43833000.0,13208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4697000.0,-3390000.0,-13121000.0,-9976000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,251000000.0,-20762000000.0,-16206000000.0,-14897000000.0,-12140000000.0,-11885000000.0,-7999986000.0,-7572087000.0,-12637930000.0,-12259285000.0,-12074961000.0,-13043981000.0,-13181011000.0,-14721008000.0,-14341325000.0,461963000.0,-12130543000.0,-9616583000.0,-7558031000.0,-6146553000.0,-5414321000.0,82200000.0,-18000000.0,0.0,0.0
,otherNonCashItems,0.0,-16849000000.0,-23336000000.0,-25283000000.0,-16314000000.0,-9692000000.0,-6916006000.0,-175041000.0,-303380000.0,937071000.0,961000.0,4274000.0,402303000.0,88977000.0,27767000.0,-1098929000.0,-977969000.0,-1697124000.0,-2477730000.0,-1429849000.0,-1631861000.0,-377200000.0,-528100000.0,-397900000.0,-263500000.0
,netCashProvidedByOperatingActivites,0.0,-17083000000.0,-23378000000.0,-25291000000.0,-16360000000.0,-9547000000.0,-8144970000.0,-195938000.0,-389815000.0,591669000.0,-963300000.0,-845883000.0,-2945252000.0,-1404044000.0,-82687000.0,-893955000.0,-1035773000.0,-1831411000.0,-2496054000.0,-1389683000.0,-1577703000.0,-360700000.0,-539600000.0,-341600000.0,-299500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-54000000.0,-61000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10820000.0,-11605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-652000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-500000000.0,-340000000.0,-904000000.0,-695000000.0,-1365000000.0,-1277784000.0,-1057389000.0,0.0,0.0,0.0,0.0,-32218000.0,-182411000.0,-695102000.0,-55804000.0,-30827000.0,-50734000.0,-64527000.0,-33416000.0,-23083000.0,-22000000.0,0.0,-20300000.0,-2400000.0
,salesMaturitiesOfInvestments,0.0,16163000000.0,24012000000.0,25018000000.0,17799000000.0,9401000000.0,9351594000.0,3351140000.0,302547000.0,0.0,461046000.0,285082000.0,1069355000.0,911217000.0,418621000.0,71478000.0,9968000.0,0.0,0.0,0.0,0.0,500000.0,0.0,300000.0,400000.0
,otherInvestingActivites,0.0,-16000000.0,-10000000.0,-176000000.0,-95000000.0,-190000000.0,54293000.0,92000000.0,0.0,-518821000.0,171450000.0,216264000.0,3431300000.0,107437000.0,172075000.0,-828066000.0,-1343075000.0,-327449000.0,1164150000.0,852627000.0,267574000.0,-824200000.0,-363500000.0,-215500000.0,55500000.0
,netCashUsedForInvestingActivites,2986000000.0,12688000000.0,24607000000.0,22494000000.0,16201000000.0,5885000000.0,7509052000.0,4161975000.0,551842000.0,-1484161000.0,973045000.0,1240036000.0,4439110000.0,831141000.0,14951000.0,-863729000.0,-1413046000.0,-421440000.0,1065081000.0,766073000.0,172309000.0,-868800000.0,-389500000.0,-251800000.0,45900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
