date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,debtRepayment,0.0,-50000000.0,-1274000000.0,-28000000.0,-489000000.0,-34448000000.0,-19446000000.0,-2484549000.0,-774150000.0,-25000.0,-199624000.0,-1346073000.0,-395764000.0,-25000.0,-25000.0,-25000.0,-25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198600000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687643000.0,6696000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-50000000.0,0.0,0.0,-267000000.0,-88000000.0,-28638000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-9000000.0,0.0,0.0,-105000000.0,0.0,0.0,0.0,0.0,-11628000.0,-13333000.0,-10555000.0,0.0,-21375000.0,-38122000.0,-55995000.0,-61122000.0,-27050000.0,-9384000.0,-5029000.0,-4875000.0,-4900000.0,-3800000.0,-800000.0,-1000000.0
,otherFinancingActivites,0.0,5000000.0,-2000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,7774000.0,0.0,-466000.0,-1026813000.0,34395000.0,-333253000.0,-56206000.0,18901000.0,-89668000.0,407098000.0,218823000.0,-22092000.0,-144400000.0,199800000.0,77000000.0,1400000.0
,netCashUsedProvidedByFinancingActivities,5241000000.0,4419000000.0,-1020000000.0,2843000000.0,109000000.0,3734000000.0,491427000.0,-4638325000.0,59708000.0,670016000.0,-138700000.0,181431000.0,-1327122000.0,635836000.0,143809000.0,1790405000.0,2456859000.0,2274299000.0,1447495000.0,657378000.0,1363437000.0,1272400000.0,983000000.0,571200000.0,268700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,24000000.0,209000000.0,46000000.0,-50000000.0,72000000.0,-144491000.0,-672288000.0,221735000.0,-222476000.0,-128955000.0,575584000.0,166736000.0,62933000.0,76073000.0,32721000.0,8040000.0,21448000.0,16522000.0,33768000.0,-41957000.0,42800000.0,0.0,-100000.0,0.0
,cashAtEndOfPeriod,0.0,456000000.0,432000000.0,204000000.0,158000000.0,208000000.0,136014000.0,280505000.0,952793000.0,731058000.0,953534000.0,1082489000.0,506905000.0,340169000.0,277236000.0,201163000.0,156457000.0,148417000.0,126969000.0,110447000.0,76679000.0,118600000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,0.0,432000000.0,223000000.0,158000000.0,208000000.0,136000000.0,280505000.0,952793000.0,731058000.0,953534000.0,1082489000.0,506905000.0,340169000.0,277236000.0,201163000.0,168442000.0,148417000.0,126969000.0,110447000.0,76679000.0,118636000.0,75800000.0,21900000.0,44200000.0,29100000.0
,operatingCashFlow,0.0,-17083000000.0,-23378000000.0,-25291000000.0,-16360000000.0,-9547000000.0,-8144970000.0,-195938000.0,-389815000.0,591669000.0,-963300000.0,-845883000.0,-2945252000.0,-1404044000.0,-82687000.0,-893955000.0,-1035773000.0,-1831411000.0,-2496054000.0,-1389683000.0,-1577703000.0,-360700000.0,-539600000.0,-341600000.0,-299500000.0
,capitalExpenditure,0.0,-61000000.0,-71000000.0,-97000000.0,19000000.0,24000000.0,38796000.0,117310000.0,85362000.0,0.0,-10820000.0,-11605000.0,-29327000.0,-5102000.0,0.0,-51337000.0,-49112000.0,-43257000.0,-34542000.0,-53138000.0,-72182000.0,-23100000.0,-8200000.0,-16300000.0,-7600000.0
,freeCashFlow,0.0,-17144000000.0,-23449000000.0,-25388000000.0,-16412000000.0,-9593000000.0,-8177997000.0,-231917000.0,-424488000.0,591669000.0,-974120000.0,-857488000.0,-2974579000.0,-1409146000.0,-82687000.0,-945292000.0,-1084885000.0,-1874668000.0,-2530596000.0,-1442821000.0,-1649885000.0,-383800000.0,-547800000.0,-357900000.0,-307100000.0
