Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,22000.0,21000.0,21000.0,600000.0,432000.0,66111000.0,767000.0,301000.0,23465000.0,2685000.0
Short-term investments,5946000.0,1398000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5968000.0,1419000.0,21000.0,600000.0,432000.0,66111000.0,767000.0,301000.0,23465000.0,2685000.0
Receivables,6799000.0,9795000.0,9639000.0,11889000.0,19767000.0,23029000.0,12790000.0,10239000.0,14363000.0,7695000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,16225000.0,16700000.0,12494000.0,20438000.0,61079000.0,90413000.0,15656000.0,11386000.0,41330000.0,12003000.0
Property, Plant & Equipment Net,1068422000.0,1082876000.0,1092061000.0,1154546000.0,1331659000.0,1047030000.0,828467000.0,595284000.0,369210000.0,304483000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,9892000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,681000.0,0.0,504000.0,2318000.0,255000.0
Total non-current assets,1068422000.0,1082876000.0,1092061000.0,1154546000.0,1331659000.0,1055071000.0,840083000.0,596508000.0,371759000.0,306923000.0
Total assets,1084647000.0,1099576000.0,1104555000.0,1174984000.0,1392738000.0,1145484000.0,855739000.0,607894000.0,413089000.0,318926000.0
Payables,14736000.0,14813000.0,13672000.0,15044000.0,41872000.0,44676000.0,29876000.0,17347000.0,16960000.0,6848000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,21077000.0,25067000.0,26369000.0,28508000.0,106852000.0,84441000.0,60247000.0,43625000.0,29240000.0,21996000.0
Long-term debt,384993000.0,373460000.0,498349000.0,496587000.0,391311000.0,250000000.0,106000000.0,43800000.0,0.0,32319000.0
Total debt,384993000.0,373460000.0,498349000.0,496587000.0,391311000.0,250000000.0,106000000.0,43800000.0,0.0,32319000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,77821000.0,82102000.0,5615000.0,31779000.0,124919000.0,91883000.0,49124000.0,46290000.0,44616000.0,38374000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,474325000.0,467093000.0,515234000.0,538509000.0,511559000.0,350548000.0,162024000.0,96820000.0,50903000.0,76434000.0
Total liabilities,495402000.0,492160000.0,541603000.0,567017000.0,618411000.0,434989000.0,222271000.0,140445000.0,80143000.0,98430000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234000.0,-230000.0
Retained earnings (deficit),-155831000.0,-135920000.0,-23561000.0,26936000.0,201040000.0,144868000.0,72612000.0,66228000.0,58986000.0,51524000.0
Total shareholders equity,589245000.0,607416000.0,562952000.0,607967000.0,774327000.0,710495000.0,633468000.0,467449000.0,332946000.0,220496000.0
Investments,5946000.0,1398000.0,0.0,0.0,0.0,0.0,9892000.0,0.0,0.0,0.0
Net Debt,379025000.0,372041000.0,498328000.0,495987000.0,390879000.0,183889000.0,105233000.0,43499000.0,-23465000.0,29634000.0
Other Assets,3458000.0,5486000.0,2834000.0,7949000.0,40880000.0,1273000.0,2099000.0,846000.0,3502000.0,1623000.0
Other Liabilities,6341000.0,10254000.0,12697000.0,13464000.0,64980000.0,39765000.0,30371000.0,26278000.0,12280000.0,15148000.0
