Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,107000000.0,107000000.0,216000000.0,216000000.0,168000000.0,168000000.0,140000000.0,140000000.0,121000000.0,121000000.0,20600000.0,800000.0
Short-term investments,55000000.0,,356000000.0,,11000000.0,,0.0,,338000000.0,,29100000.0,29000000.0
Cash and short-term investments,162000000.0,,572000000.0,,179000000.0,,140000000.0,,121000000.0,,20600000.0,800000.0
Receivables,10000000.0,372000000.0,22000000.0,380000000.0,17000000.0,272000000.0,0.0,306000000.0,17000000.0,355000000.0,100000.0,1300000.0
Inventories,40000000.0,40000000.0,40000000.0,40000000.0,37000000.0,37000000.0,42000000.0,42000000.0,42000000.0,42000000.0,2800000.0,7000000.0
Total current assets,561000000.0,21495000000.0,660000000.0,20946000000.0,544000000.0,18307000000.0,555000000.0,17238000000.0,565000000.0,16229000000.0,55300000.0,41600000.0
Property Plant & Equipment Net,14899000000.0,14899000000.0,16092000000.0,16092000000.0,13837000000.0,13837000000.0,12135000000.0,12135000000.0,11363000000.0,11363000000.0,1206300000.0,1205200000.0
Goodwill and Intangible Assets,2957000000.0,2957000000,3234000000.0,3234000000,3232000000.0,3232000000,3244000000.0,3244000000,3215000000.0,3215000000,461700000.0,461700000.0
Long-term investments,3302000000.0,3302000000.0,1127000000.0,1235000000.0,904000000.0,948000000.0,1589000000.0,1597000000.0,1396000000.0,1396000000.0,140700000.0,100000.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,21495000000.0,9415000000.0,20946000000.0,7770000000.0,18307000000.0,6567000000.0,17238000000.0,5573000000.0,16229000000.0,5445000000.0,2750400000.0,2415300000.0
Total assets,22056000000.0,22056000000.0,21606000000.0,21606000000.0,18851000000.0,18851000000.0,17793000000.0,17793000000.0,16794000000.0,16794000000.0,2805700000.0,2456900000.0
Payables,259000000.0,259000000.0,441000000.0,441000000.0,322000000.0,322000000.0,246000000.0,246000000.0,231000000.0,231000000.0,4200000.0,4700000.0
Short-term debt,500000000.0,500000000.0,416000000.0,990000000.0,283000000.0,759000000.0,170000000.0,943000000.0,0.0,783000000.0,17000000.0,150000000.0
Total current liabilities,1105000000.0,1105000000.0,1779000000.0,1779000000.0,1471000000.0,1471000000.0,1482000000.0,1482000000.0,1335000000.0,1335000000.0,386100000.0,245900000.0
Long-term debt,7963000000.0,7963000000.0,6223000000.0,6223000000.0,5845000000.0,5845000000.0,5149000000.0,5149000000.0,0.0,5178000000.0,699600000.0,499400000.0
Total debt,8463000000.0,7963000000.0,6639000000.0,6223000000.0,6128000000.0,5845000000.0,5319000000.0,5149000000.0,0.0,5178000000.0,716600000.0,649400000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,84000000.0,46000000.0,76000000.0,42000000.0,60000000.0,38000000.0,63000000.0,37000000.0,44000000.0,34000000.0,8800000.0,7100000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,8009000000.0,9415000000.0,6423000000.0,7770000000.0,6034000000.0,6567000000.0,5305000000.0,5573000000.0,140000000.0,5445000000.0,714000000.0,513300000.0
Total liabilities,10520000000.0,10520000000.0,9549000000.0,9549000000.0,8038000000.0,8038000000.0,7055000000.0,7055000000.0,6780000000.0,6780000000.0,1100100000.0,759200000.0
Other comprehensive income,419000000,11150000000.0,12147000000,11605000000.0,10913000000,10477000000.0,10778000000,10454000000.0,10024000000,9773000000.0,1697800000,1688700000
Retained earnings (deficit),-33000000.0,,-45000000.0,,-50000000.0,,-20000000.0,,-5000000.0,,3900000.0,4500000.0
Total shareholders equity,11536000000.0,11536000000.0,12057000000.0,12057000000.0,10813000000.0,10813000000.0,10738000000.0,10738000000.0,10014000000.0,10014000000.0,1705600000.0,1697700000.0
Investments,3357000000.0,3302000000.0,1483000000.0,1235000000.0,915000000.0,948000000.0,1589000000.0,1597000000.0,1734000000.0,1396000000.0,169800000.0,29100000.0
Net Debt,8356000000.0,8356000000,6423000000.0,6997000000,5960000000.0,6436000000,5179000000.0,5952000000,-121000000.0,5840000000,696000000.0,648600000.0
Other Assets,0.0,42000000,0.0,24000000,0.0,67000000,0.0,67000000,0.0,49000000,0.0,0.0
Other Liabilities,1406000000.0,194000000,1347000000.0,351000000,533000000.0,409000000,268000000.0,289000000,5305000000.0,322000000,0.0,0.0
