date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1079000000.0,912000000.0,1348000000.0,-1724000000.0,-6177000000.0,578000000.0,299000000.0,392000000.0,770000000.0,885000000.0,784000000.0,1006000000.0,1342000000.0,1309000000.0,1254000000.0,861000000.0,878000000.0,423000000.0,629280000.0,646447000.0,598970000.0,568300000.0,410900000.0
,depreciationAndAmortization,1199000000.0,1217000000.0,1384000000.0,1700000000.0,1997000000.0,1836000000.0,1500000000.0,1411000000.0,1334000000.0,1121000000.0,746000000.0,736000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,113000000.0,252000000.0,485000000.0,839000000.0,-3063000000.0,284000000.0,162000000.0,243000000.0,647000000.0,798000000.0,470000000.0,384000000.0,366000000.0,-9000000.0,159000000.0,154000000.0,258000000.0,80000000.0,91032000.0,31625000.0,-79429000.0,-45100000.0,-5900000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,-1000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-20000000.0,-176000000.0,-1273000000.0,3207000000.0,-1614000000.0,-877000000.0,2065000000.0,87000000.0,-2337000000.0,-500000000.0,968000000.0,2077000000.0,-1127000000.0,254000000.0,-36000000.0,-1840000000.0,933000000.0,487902000.0,-549965000.0,-1014426000.0,-76811000.0,40200000.0,-101600000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-32000000.0,-37000000.0,24000000.0,-6000000.0,41000000.0,-15000000.0,-65000000.0,96000000.0,-50000000.0,14000000.0,2000000.0,-11000000.0,-52000000.0,79000000.0,-25000000.0,-60000000.0,-37000000.0,5000000.0,-29557000.0,-50052000.0,-29653000.0,19600000.0,-14200000.0
,accountsPayables,-138000000.0,-49000000.0,109000000.0,72000000.0,-37000000.0,-243000000.0,42000000.0,-25000000.0,71000000.0,35000000.0,43000000.0,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,97000000.0,-2418000000.0,-2242000000.0,-969000000.0,-4176000000.0,-2562000000.0,-1685000000.0,-3750000000.0,-3837000000.0,-1500000000.0,-1000000000.0,-1968000000.0,-4045000000.0,-2918000000.0,-3172000000.0,-3136000000.0,-1296000000.0,-2229000000.0,-2716902000.0,-2166937000.0,-1152511000.0,-1075700000.0,-1115900000.0
,otherNonCashItems,-1048000000.0,-555000000.0,-1079000000.0,318000000.0,-292000000.0,-42000000.0,-21000000.0,230000000.0,-709000000.0,-366000000.0,-449000000.0,-534000000.0,-606000000.0,-1349000000.0,-827000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,1032300000.0,791700000.0
,netCashProvidedByOperatingActivites,1423000000.0,2467000000.0,1410000000.0,3808000000.0,3371000000.0,3447000000.0,2713000000.0,2662000000.0,2320000000.0,3063000000.0,3076000000.0,2465000000.0,2219000000.0,1694000000.0,1939000000.0,2220000000.0,1877000000.0,1952000000.0,1915287000.0,1281684000.0,1507826000.0,1488300000.0,1155300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2657000000.0,-2665000000.0,-2675000000.0,-2841000000.0,-3067000000.0,-2894000000.0,-3545000000.0,-2888000000.0,-2964000000.0,-2278000000.0,-1963000000.0,-2203000000.0,-2888000000.0,-1633000000.0,-1315000000.0,-1208000000.0,-846000000.0,-856000000.0,-997723000.0,-852449000.0,-587618000.0,-624900000.0,-652900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-208000000.0,-1675000000.0,-963000000.0,-2268000000.0,-1789000000.0,-1648000000.0,-2236000000.0,-2096000000.0,-3020000000.0,-4309000000.0,-3219000000.0,-2306000000.0,-1749000000.0,-1397000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47800000.0
,salesMaturitiesOfInvestments,186000000.0,1637000000.0,909000000.0,2170000000.0,1678000000.0,1541000000.0,2168000000.0,2024000000.0,3082000000.0,4267000000.0,3238000000.0,2229000000.0,1656000000.0,1294000000.0,121000000.0,0.0,278000000.0,0.0,0.0,0.0,17449000.0,41200000.0,0.0
,otherInvestingActivites,-229000000.0,-170000000.0,-289000000.0,223000000.0,-103000000.0,-121000000.0,254000000.0,-133000000.0,-255000000.0,777000000.0,109000000.0,74000000.0,-74000000.0,1381000000.0,-77000000.0,-186000000.0,-127000000.0,65000000.0,26994000.0,-209008000.0,-120195000.0,-28000000.0,-82200000.0
,netCashUsedForInvestingActivites,-2908000000.0,-2873000000.0,-3018000000.0,-2716000000.0,-3281000000.0,-3122000000.0,-3359000000.0,-3093000000.0,-3157000000.0,-956000000.0,-1948000000.0,-2185000000.0,-2983000000.0,-313000000.0,-1109000000.0,-1333000000.0,-481000000.0,-712000000.0,-815695000.0,-3074675000.0,-690364000.0,-611700000.0,-782900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1114000000.0,-789000000.0,-2608000000.0,-2291000000.0,-2331000000.0,-879000000.0,-1759000000.0,-3600000000.0,-940000000.0,-2609000000.0,-1393000000.0,-3856000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
