date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,0.0,0.0,850000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934000000.0,0.0,96739000.0,0.0,0.0,204200000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-969000000.0,-793000000.0,-170000000.0,-2000000.0,-127000000.0,-522223000.0,-100774000.0,-233466000.0,-182300000.0,-21400000.0
,dividendsPaid,-845000000.0,-820000000.0,-772000000.0,-639000000.0,-611000000.0,-607000000.0,-604000000.0,-920000000.0,-920000000.0,-881000000.0,-670000000.0,-670000000.0,-671000000.0,-616000000.0,-586000000.0,-546000000.0,-491000000.0,-453000000.0,-439628000.0,-334633000.0,-334220000.0,-341500000.0,-339100000.0
,otherFinancingActivites,-59000000.0,-35000000.0,-116000000.0,-72000000.0,-31000000.0,-13000000.0,-47000000.0,-183000000.0,-52000000.0,-38000000.0,-19000000.0,-57000000.0,24000000.0,19000000.0,-14000000.0,-18000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,116500000.0
,netCashUsedProvidedByFinancingActivities,2607000000.0,656000000.0,1394000000.0,-702000000.0,-22000000.0,-279000000.0,513000000.0,477000000.0,807000000.0,-2924000000.0,-983000000.0,49000000.0,1180000000.0,-1342000000.0,-804000000.0,-876000000.0,-1457000000.0,-1323000000.0,-1123469000.0,1963911000.0,-879992000.0,-842600000.0,-392900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1122000000.0,250000000.0,-214000000.0,390000000.0,68000000.0,46000000.0,-133000000.0,46000000.0,-30000000.0,-817000000.0,145000000.0,329000000.0,416000000.0,39000000.0,26000000.0,11000000.0,-61000000.0,-82000000.0,-23877000.0,170920000.0,-62530000.0,34000000.0,-20400000.0
,cashAtEndOfPeriod,1801000000.0,679000000.0,429000000.0,589000000.0,199000000.0,131000000.0,85000000.0,218000000.0,172000000.0,202000000.0,1019000000.0,874000000.0,545000000.0,129000000.0,90000000.0,64000000.0,53000000.0,114000000.0,196301000.0,220178000.0,49258000.0,111800000.0,77800000.0
,cashAtBeginningOfPeriod,679000000.0,429000000.0,643000000.0,199000000.0,131000000.0,85000000.0,218000000.0,172000000.0,202000000.0,1019000000.0,874000000.0,545000000.0,129000000.0,90000000.0,64000000.0,53000000.0,114000000.0,196000000.0,220178000.0,49258000.0,111788000.0,77800000.0,98200000.0
,operatingCashFlow,1423000000.0,2467000000.0,1410000000.0,3808000000.0,3371000000.0,3447000000.0,2713000000.0,2662000000.0,2320000000.0,3063000000.0,3076000000.0,2465000000.0,2219000000.0,1694000000.0,1939000000.0,2220000000.0,1877000000.0,1952000000.0,1915287000.0,1281684000.0,1507826000.0,1488300000.0,1155300000.0
,capitalExpenditure,-2657000000.0,-2665000000.0,-2675000000.0,-2841000000.0,-3067000000.0,-2894000000.0,-3545000000.0,-2888000000.0,-2964000000.0,-2278000000.0,-1963000000.0,-2203000000.0,-2888000000.0,-1633000000.0,-1315000000.0,-1208000000.0,-846000000.0,-856000000.0,-997723000.0,-852449000.0,-587618000.0,-624900000.0,-652900000.0
,freeCashFlow,-1234000000.0,-198000000.0,-1265000000.0,967000000.0,304000000.0,553000000.0,-832000000.0,-226000000.0,-644000000.0,785000000.0,1113000000.0,262000000.0,-669000000.0,61000000.0,624000000.0,1012000000.0,1031000000.0,1096000000.0,917564000.0,429235000.0,920208000.0,863400000.0,502400000.0
