date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-2700000.0,-7500000.0,-3700000.0,-7000000.0,-5200000.0,-3100000.0,-300000.0,-400000.0,-5900000.0,-100000.0,-1300000.0,-900000.0,-100000.0,-2000000.0,-100000.0,0.0,-171000000.0,0.0,0.0,0.0,-21300000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18300000.0,-31800000.0,-31000000.0,-30400000.0,-23000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-9300000.0,-3300000.0,-9200000.0,-91000000.0,0.0,-1100000.0,-300000.0,-16700000.0,-14600000.0,-10900000.0,-4300000.0,0.0,-13200000.0,-3700000.0,-3400000.0,0.0,-9700000.0,0.0,0.0,900000.0,-1400000.0,-10300000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-214500000.0,-200000000.0,-184500000.0,615600000.0,18400000.0,-143600000.0,-21400000.0,88800000.0,253500000.0,167200000.0,-66400000.0,32100000.0,254500000.0,148300000.0,147300000.0,14800000.0,-211300000.0,-262600000.0,-133200000.0,120200000.0,24100000.0,179500000.0,157400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3200000.0,100000.0,-6700000.0,11100000.0,400000.0,-12600000.0,-6500000.0,-1500000.0,600000.0,-2200000.0,-400000.0,5900000.0,-4500000.0,400000.0,400000.0,-200000.0,300000.0,800000.0,-1000000.0,-400000.0,-300000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,25000000.0,53100000.0,102100000.0,-104400000.0,198700000.0,33300000.0,95200000.0,91600000.0,-106800000.0,-75400000.0,66500000.0,-20700000.0,-144800000.0,330100000.0,9800000.0,-10700000.0,2000000.0,3000000.0,-2900000.0,-22900000.0,-105000000.0,135700000.0,0.0
,cashAtEndOfPeriod,557000000.0,532000000.0,478900000.0,376800000.0,481200000.0,282500000.0,249200000.0,154000000.0,62400000.0,169200000.0,244600000.0,178100000.0,198800000.0,343600000.0,13500000.0,3700000.0,14400000.0,12400000.0,9400000.0,12300000.0,35200000.0,140200000.0,0.0
,cashAtBeginningOfPeriod,532000000.0,478900000.0,376800000.0,481200000.0,282500000.0,249200000.0,154000000.0,62400000.0,169200000.0,244600000.0,178100000.0,198800000.0,343600000.0,13500000.0,3700000.0,14400000.0,12400000.0,9400000.0,12300000.0,35200000.0,140200000.0,4500000.0,17300000.0
,operatingCashFlow,454700000.0,559600000.0,771500000.0,647000000.0,407600000.0,377600000.0,318400000.0,223000000.0,-175500000.0,-56300000.0,240300000.0,15900000.0,-163100000.0,367900000.0,185700000.0,280400000.0,453200000.0,496900000.0,384200000.0,232800000.0,252200000.0,310300000.0,81400000.0
,capitalExpenditure,-215700000.0,-434200000.0,-525200000.0,-491000000.0,-227600000.0,-193500000.0,-206500000.0,-251900000.0,-207600000.0,-176500000.0,-116100000.0,-141500000.0,-140200000.0,-186500000.0,-286600000.0,-305700000.0,-240200000.0,-232100000.0,-252900000.0,-375500000.0,-381000000.0,-541100000.0,-251500000.0
,freeCashFlow,239000000.0,125400000.0,246300000.0,156000000.0,180000000.0,184100000.0,111900000.0,-28900000.0,-383100000.0,-232800000.0,124200000.0,-125600000.0,-303300000.0,181400000.0,-100900000.0,-25300000.0,213000000.0,264800000.0,131300000.0,-142700000.0,-128800000.0,-230800000.0,-170100000.0
