Date,2016-12,2015-12,2014-12,2013-12,2012-12
Cash and cash equivalents,47214000000.0,30635000000.0,30304000000.0,12851000000.0,58876000000.0
Short-term investments,2865000000.0,6440000000.0,7054000000.0,8231000000.0,12078000000.0
Cash and short-term investments,2865000000.0,6440000000.0,7054000000.0,8231000000.0,12078000000.0
Receivables,157559000000.0,163281000000.0,143761000000.0,129015000000.0,143079000000.0
Inventories,231224000000.0,235986000000.0,218336000000.0,223695000000.0,192199000000.0
Total current assets,494435000000.0,472630000000.0,444086000000.0,415836000000.0,408485000000.0
Property, Plant & Equipment Net,361004000000.0,347763000000.0,341758000000.0,261515000000.0,257673000000.0
Goodwill and Intangible Assets,67418000000,69527000000,59777000000,53569000000,49674000000
Long-term investments,23433000000.0,35855000000.0,28942000000.0,19746000000.0,24971000000.0
Tax assets,15185000000.0,13243000000.0,8769000000.0,8712000000.0,8892000000.0
Total non-current assets,204759000000.0,263383000000.0,263781000000.0,223778000000.0,206660000000.0
Total assets,1015839000000.0,987471000000.0,918011000000.0,850154000000.0,854669000000.0
Payables,76056000000.0,81456000000.0,61896000000.0,56064000000.0,64217000000.0
Short-term debt,80010000000.0,000000.0,000000.0,000000.0,000000.0
Total current liabilities,294870000000.0,271377000000.0,212646000000.0,197161000000.0,224132000000.0
Long-term debt,26453000000.0,000000.0,193195000000.0,107321000000.0,99911000000.0
Total debt,26453000000.0,000000.0,193195000000.0,107321000000.0,99911000000.0
Deferred revenue,,,,,
Tax Liabilities,50388000000.0,48794000000.0,42796000000.0,34612000000.0,33108000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,204759000000.0,263383000000.0,263781000000.0,223778000000.0,206660000000.0
Total liabilities,499629000000.0,534760000000.0,476428000000.0,420939000000.0,430792000000.0
Other comprehensive income,5509000000.0,368532000000.0,-10230000000.0,345037000000.0,339698000000.0
Retained earnings (deficit),426521000000.0,000000.0,367635000000.0,000000.0,000000.0
Total shareholders equity,516209000000.0,452711000000.0,441584000000.0,429215000000.0,423877000000.0
Investments,23433000000.0,35855000000.0,28942000000.0,19746000000.0,24971000000.0
Net Debt,59249000000,-30635000000,162891000000,94470000000,41035000000
Other Assets,102438000000,79200000000,79311000000,132821000000,107225000000
Other Liabilities,235603000000,371333000000,145269000000,195814000000,216332000000
