date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,375764000.0,533228000.0,693562000.0,54850000.0,643675000.0,334906000.0,133316000.0,413171000.0,311536000.0,436280000.0,323720000.0,178368000.0,194202000.0,229690000.0,142969000.0,114867000.0,54839000.0,71945000.0,74745000.0,68167000.0,101776000.0,88829000.0,84732000.0,79982000.0,156059000.0,78200000.0,51300000.0,21800000.0
,depreciationAndAmortization,231984000.0,213484000.0,200698000.0,196928000.0,226169000.0,260076000.0,103572000.0,107370000.0,99020000.0,96753000.0,95578000.0,100513000.0,111685000.0,106855000.0,112950000.0,117435000.0,97268000.0,84014000.0,80603000.0,77610000.0,73750000.0,75750000.0,75012000.0,69044000.0,71044000.0,94100000.0,93300000.0,88500000.0
,deferredIncomeTax,-1976000.0,14394000.0,49164000.0,-41941000.0,21121000.0,-136298000.0,-64947000.0,64865000.0,-14587000.0,14682000.0,0.0,1720000.0,-12048000.0,-9128000.0,-60856000.0,10185000.0,-8130000.0,4165000.0,10888000.0,3517000.0,13405000.0,-2887000.0,7730000.0,8070000.0,-21404000.0,-2400000.0,-5200000.0,2700000.0
,stockBasedCompensation,22837000.0,19680000.0,15228000.0,19404000.0,17031000.0,15188000.0,14267000.0,10164000.0,15211000.0,27069000.0,15694000.0,307000.0,18467000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-86532000.0,865000.0,-461390000.0,-889877000.0,1952197000.0,-1994646000.0,1162412000.0,24248000.0,67862000.0,-29579000.0,305198000.0,-61733000.0,90035000.0,172616000.0,26159000.0,78082000.0,102366000.0,23241000.0,168233000.0,-93214000.0,-28208000.0,-2348000.0,19418000.0,72983000.0,-123407000.0,25600000.0,27400000.0,-18600000.0
,accountsReceivables,100118000.0,-18220000.0,-97448000.0,-74545000.0,-42816000.0,-8788000.0,36221000.0,-65906000.0,-25992000.0,-16435000.0,-57414000.0,1269000.0,90481000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,51978000.0,-46304000.0,-124067000.0,-101545000.0,25974000.0,27649000.0,-6486000.0,-1810000.0,7364000.0,-41749000.0,-58582000.0,180132000.0,-87929000.0,-70636000.0,38626000.0,-73022000.0,-18077000.0,-16309000.0,6268000.0,2094000.0,3423000.0,12548000.0,-31557000.0,-11378000.0,-3234000.0,-27800000.0,-13500000.0,-14600000.0
,accountsPayables,-31519000.0,-12234000.0,73730000.0,53421000.0,43953000.0,23745000.0,28296000.0,21316000.0,-16798000.0,-11971000.0,13463000.0,-53543000.0,33452000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,816113000.0,815248000.0,1276638000.0,2166515000.0,214318000.0,2208964000.0,1046552000.0,1022304000.0,954442000.0,984021000.0,678823000.0,740556000.0,650521000.0,477905000.0,451746000.0,373664000.0,271298000.0,248057000.0,79824000.0,173038000.0,201246000.0,203594000.0,184176000.0,111193000.0,234600000.0,209000000.0,181600000.0
,otherNonCashItems,191491000.0,20496000.0,-73705000.0,430254000.0,41401000.0,-85543000.0,-840000.0,-8620000.0,57103000.0,21046000.0,50162000.0,-10228000.0,-28395000.0,-2549000.0,15838000.0,-2380000.0,4412000.0,8944000.0,2408000.0,0.0,0.0,-8286000.0,-6622000.0,-1529000.0,-7414000.0,-5300000.0,-1000000.0,-100000.0
,netCashProvidedByOperatingActivites,798914000.0,719374000.0,546165000.0,303979000.0,733403000.0,360689000.0,492609000.0,432859000.0,488766000.0,487359000.0,331309000.0,358525000.0,315747000.0,242542000.0,376294000.0,168862000.0,191555000.0,150098000.0,144771000.0,143965000.0,155067000.0,164297000.0,137214000.0,98808000.0,28469000.0,116200000.0,110700000.0,101600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98740000.0,-99847000.0,-70080000.0,-57652000.0,-41058000.0,-38382000.0,-49903000.0,-52248000.0,-77569000.0,-76747000.0,-85284000.0,-90439000.0,-112400000.0,-70400000.0,-88100000.0
,acquisitionsNet,-12000000.0,-820000000.0,402000000.0,-38000000.0,3117000000.0,-2092000000.0,105000000.0,-3000000.0,6000000.0,-13000000.0,-16000000.0,-20000000.0,-67000000.0,-30000000.0,-41000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2427000.0,0.0,-270000.0,-275000.0,0.0,0.0,-33425000.0,0.0,-1615000.0,-10868000.0,-1338000.0,-387000.0,-3452000.0,-5023000.0,-4312000.0,-521000.0,-12881000.0,-11986000.0,0.0,-12370000.0,-10733000.0,-145871000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,903000.0,384000.0,0.0,0.0,305000.0,998000.0,649000.0,169000.0,0.0,1670000.0,652000.0,0.0,6000000.0,414000.0,0.0,3135000.0,0.0,0.0,0.0,0.0,0.0,157516000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,57550000.0,-7499000.0,0.0,-24959000.0,0.0,0.0,0.0,-2556000.0,0.0,-14991000.0,-3088000.0,-12848000.0,-113348000.0,-2627000.0,-217000.0,800000.0,56000.0,2213000.0,-5006000.0,2318000.0,58600000.0,16400000.0,-107800000.0
