date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,netCashUsedForInvestingActivites,-863573000.0,-1663625000.0,-303695000.0,-357803000.0,2920488000.0,-2160552000.0,-46133000.0,-157742000.0,-301161000.0,-212936000.0,-92191000.0,-121630000.0,-163704000.0,-132930000.0,-145120000.0,-78027000.0,-868628000.0,-166392000.0,-41009000.0,-175735000.0,-97187000.0,-65868000.0,-89763000.0,-90290000.0,399224000.0,-53800000.0,-54000000.0,-195900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-250000000.0,-301579000.0,-113567000.0,-639458000.0,-1416023000.0,-2626241000.0,-11842000.0,-135733000.0,-63811000.0,-109591000.0,-424123000.0,-134332000.0,-48283000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21949000.0,21395000.0,154208000.0,11907000.0,1665000.0,0.0,0.0,1313000.0,646000.0,419000.0,4951000.0,0.0,0.0,99500000.0,0.0
,commonStockRepurchased,0.0,0.0,-500000000.0,-250000000.0,0.0,0.0,-150000000.0,-582298000.0,-63575000.0,-178132000.0,-14945000.0,-5812000.0,-168952000.0,-101209000.0,-31837000.0,0.0,-827000.0,-17588000.0,-93074000.0,-7585000.0,-9798000.0,-15474000.0,-140605000.0,-37515000.0,-251518000.0,0.0,0.0,0.0
,dividendsPaid,-161818000.0,-152204000.0,-144596000.0,-140557000.0,-135353000.0,-119302000.0,-84102000.0,-78107000.0,-69113000.0,-57759000.0,-49643000.0,-56141000.0,-55935000.0,-40031000.0,-31582000.0,-29847000.0,-30142000.0,-26228000.0,-22979000.0,-23844000.0,-19752000.0,-18797000.0,-19271000.0,-16563000.0,-14233000.0,-13500000.0,-9600000.0,0.0
,otherFinancingActivites,-41156000.0,-106151000.0,-31996000.0,-92091000.0,-35928000.0,-37924000.0,-35637000.0,-13005000.0,-1943000.0,4718000.0,-3988000.0,-2951000.0,255618000.0,5178000.0,3469000.0,-2110000.0,-10562000.0,0.0,2455000.0,862000.0,0.0,0.0,0.0,0.0,1898000.0,100000.0,4500000.0,97500000.0
,netCashUsedProvidedByFinancingActivities,177261000.0,1042687000.0,-786526000.0,-1086868000.0,-1577903000.0,-478325000.0,1609329000.0,-288046000.0,-177294000.0,-329119000.0,-7938000.0,-180783000.0,-13621000.0,-139670000.0,-143525000.0,-69229000.0,686332000.0,-6280000.0,-105092000.0,43572000.0,-87943000.0,-68323000.0,-60593000.0,11562000.0,-446581000.0,-61500000.0,-57100000.0,83800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,21012000.0,-40646000.0,-37927000.0,8239000.0,-19966000.0,2154000.0,-43276000.0,12472000.0,-2031000.0,-5538000.0,-10321000.0,-624000.0,-15670000.0,11110000.0,3280000.0,-9426000.0,1958000.0,9963000.0,8381000.0,-517000.0,742000.0,-2665000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,133614000.0,57790000.0,-581983000.0,-1132453000.0,2056022000.0,-2276034000.0,2012529000.0,-457000.0,8280000.0,-60234000.0,220859000.0,55488000.0,122752000.0,-18948000.0,90929000.0,12180000.0,11217000.0,-12611000.0,7051000.0,11285000.0,-29321000.0,27441000.0,-13142000.0,20080000.0,-18888000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,746724000.0,613110000.0,555320000.0,1137303000.0,2269756000.0,213734000.0,2489768000.0,477239000.0,477696000.0,469416000.0,529650000.0,308791000.0,253303000.0,130551000.0,149499000.0,58570000.0,46390000.0,35173000.0,37636000.0,30585000.0,19300000.0,48621000.0,21180000.0,34322000.0,14242000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,613110000.0,555320000.0,1137303000.0,2269756000.0,213734000.0,2489768000.0,477239000.0,477696000.0,469416000.0,529650000.0,308791000.0,253303000.0,130551000.0,149499000.0,58570000.0,46390000.0,35173000.0,47784000.0,30585000.0,19300000.0,48621000.0,21180000.0,34322000.0,14242000.0,33130000.0,32100000.0,32500000.0,43000000.0
,operatingCashFlow,798914000.0,719374000.0,546165000.0,303979000.0,733403000.0,360689000.0,492609000.0,432859000.0,488766000.0,487359000.0,331309000.0,358525000.0,315747000.0,242542000.0,376294000.0,168862000.0,191555000.0,150098000.0,144771000.0,143965000.0,155067000.0,164297000.0,137214000.0,98808000.0,28469000.0,116200000.0,110700000.0,101600000.0
,capitalExpenditure,-850477000.0,-851796000.0,-699991000.0,-317703000.0,-196654000.0,-227649000.0,-110576000.0,-155346000.0,-280873000.0,-190574000.0,-75478000.0,-100786000.0,-99736000.0,-98740000.0,-99847000.0,-70080000.0,-57652000.0,-41058000.0,-38382000.0,-49903000.0,-52248000.0,-77569000.0,-76747000.0,-85284000.0,-90439000.0,-112400000.0,-70400000.0,-88100000.0
,freeCashFlow,-51563000.0,-132422000.0,-153826000.0,-13724000.0,536749000.0,133040000.0,382033000.0,277513000.0,207893000.0,296785000.0,255831000.0,257739000.0,216011000.0,143802000.0,276447000.0,98782000.0,133903000.0,109040000.0,106389000.0,94062000.0,102819000.0,86728000.0,60467000.0,13524000.0,-61970000.0,3800000.0,40300000.0,13500000.0
