date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,296668000.0,271885000.0,376660000.0,245793000.0,248867000.0,211221000.0,201136000.0,176645000.0,154984000.0,137471000.0,117870000.0,103102000.0,104222000.0,104681000.0,89923000.0,75501000.0,62315000.0,49397000.0,57065000.0,55631000.0,34018000.0,31700000.0,21500000.0,15300000.0,9700000.0,8000000.0
,depreciationAndAmortization,171805000.0,160633000.0,151986000.0,139786000.0,129648000.0,118996000.0,107771000.0,100341000.0,94619000.0,90514000.0,71508000.0,64147000.0,62006000.0,50954000.0,43774000.0,38911000.0,33540000.0,30194000.0,27470000.0,21888000.0,15473000.0,7900000.0,5100000.0,4100000.0,3600000.0,2100000.0
,deferredIncomeTax,24581000.0,7604000.0,-51644000.0,30940000.0,37524000.0,29443000.0,22032000.0,24091000.0,22610000.0,20526000.0,16694000.0,7047000.0,5320000.0,4239000.0,8291000.0,5275000.0,5588000.0,7940000.0,7793000.0,2800000.0,2400000.0,200000.0,500000.0,300000.0,400000.0,400000.0
,stockBasedCompensation,16883000.0,12589000.0,11758000.0,11129000.0,10720000.0,10112000.0,10091000.0,8615000.0,6950000.0,4723000.0,3251000.0,2272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,74770000.0,118846000.0,-68199000.0,60642000.0,-61691000.0,94323000.0,-80062000.0,-30779000.0,92967000.0,27322000.0,-69122000.0,26657000.0,-31326000.0,-23010000.0,29208000.0,-72108000.0,15336000.0,3161000.0,2289000.0,112172000.0,-69240000.0,-7700000.0,14300000.0,8700000.0,7400000.0,-700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-47000.0,-7526000.0,11072000.0,-7812000.0,4663000.0,-583000.0,-1252000.0,-4582000.0,3488000.0,-671000.0,630000.0,1260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,174256000.0,99486000.0,-19360000.0,48839000.0,-11803000.0,49888000.0,-44435000.0,35627000.0,66406000.0,-26561000.0,-53883000.0,15239000.0,-11418000.0,19908000.0,42918000.0,13710000.0,85818000.0,70482000.0,67321000.0,65032000.0,-47140000.0,22100000.0,29800000.0,15500000.0,6800000.0,-600000.0
,otherNonCashItems,21618000.0,151639000.0,0.0,111529000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000.0,-7000.0,1444000.0,1003000.0,454000.0,0.0,0.0,0.0,0.0,0.0,264000.0,1000000.0,700000.0,700000.0,2500000.0,-200000.0
,netCashProvidedByOperatingActivites,510532000.0,431128000.0,412142000.0,357322000.0,365116000.0,373790000.0,341659000.0,309174000.0,264550000.0,240132000.0,218698000.0,206588000.0,181001000.0,174247000.0,169438000.0,108275000.0,112809000.0,98861000.0,89941000.0,72822000.0,49824000.0,37200000.0,24800000.0,18700000.0,14700000.0,9700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26954000.0,0.0,0.0,-54841000.0,-54945000.0,-61475000.0,-58046000.0,-49141000.0,-45958000.0,-49509000.0,-57781000.0,-32619000.0,-38800000.0,-7800000.0,-10300000.0,-5000000.0,-5400000.0
,acquisitionsNet,-30000000.0,-20000000.0,-137000000.0,6000000.0,26000000.0,8000000.0,-28000000.0,0.0,0.0,0.0,-427000000.0,-3000000.0,-49000000.0,-39000000.0,-21000000.0,-120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1150000.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,-3999000.0,-3999000.0,-2996000.0,-1975000.0,-3603000.0,-4519000.0,-4976000.0,-3991000.0,-3988000.0,-2987000.0,-982000.0,-946000.0,-6700000.0,-3200000.0,-5900000.0,-2100000.0,-4200000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,4000000.0,4000000.0,3000000.0,2000000.0,4810000.0,5037000.0,5000000.0,4633000.0,4000000.0,3000000.0,1000000.0,10307000.0,3100000.0,5800000.0,3000000.0,4500000.0,9200000.0
,otherInvestingActivites,11130000.0,127000.0,306000.0,968000.0,2844000.0,8317000.0,7781000.0,530000.0,2772000.0,0.0,1032000.0,0.0,-106000.0,109000.0,257000.0,-127210000.0,-4221000.0,-5989000.0,-1621000.0,-1072000.0,-881000.0,-14100000.0,-1100000.0,-500000.0,-7200000.0,-5500000.0
,netCashUsedForInvestingActivites,-197906000.0,-190635000.0,-291826000.0,-141586000.0,-135963000.0,-136984000.0,-131780000.0,-97244000.0,-76262000.0,-59038000.0,-505715000.0,-59227000.0,-102148000.0,-92911000.0,-77190000.0,-185062000.0,-100037000.0,-58472000.0,-62228000.0,-58835000.0,-117419000.0,-56500000.0,-6200000.0,-13700000.0,-9800000.0,-5900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
