date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,102285000.0,155210000.0,156474000.0,107348000.0,104341000.0,112784000.0,92485000.0,68612000.0,73831000.0,60784000.0,54458000.0,48733000.0
,depreciationAndAmortization,62874000.0,52734000.0,41630000.0,42067000.0,38771000.0,24084000.0,21754000.0,19397000.0,18108000.0,16949000.0,15196000.0,13502000.0
,deferredIncomeTax,-4338000.0,4302000.0,971000.0,8292000.0,-3810000.0,6235000.0,-4379000.0,-14858000.0,-6079000.0,2057000.0,1999000.0,-2654000.0
,stockBasedCompensation,27073000.0,26085000.0,21899000.0,14686000.0,11382000.0,9639000.0,7111000.0,5177000.0,4635000.0,3286000.0,4025000.0,3511000.0
,changeInWorkingCapital,124908000.0,41502000.0,7294000.0,93395000.0,-28234000.0,81495000.0,31747000.0,28264000.0,91098000.0,42259000.0,195068000.0,-39747000.0
,accountsReceivables,10696000.0,-18306000.0,-21789000.0,-24955000.0,-4668000.0,-4193000.0,-12667000.0,-9612000.0,-6886000.0,-4672000.0,-6560000.0,-11963000.0
,inventory,-50111000.0,-50018000.0,-31382000.0,-5277000.0,-10503000.0,-19327000.0,-18001000.0,-16678000.0,-20541000.0,-15280000.0,-10188000.0,-18478000.0
,accountsPayables,-6352000.0,773000.0,-3008000.0,9843000.0,-23000.0,-9184000.0,7331000.0,1940000.0,4426000.0,-2051000.0,2720000.0,-2186000.0
,otherWorkingCapital,700973000.0,576065000.0,534563000.0,527269000.0,433874000.0,462108000.0,380613000.0,348866000.0,320602000.0,229504000.0,187245000.0,-7823000.0
,otherNonCashItems,26392000.0,1787000.0,985000.0,1240000.0,-1766000.0,0.0,0.0,0.0,119000.0,-79000.0,0.0,0.0
,netCashProvidedByOperatingActivites,198793000.0,171975000.0,181643000.0,159535000.0,171893000.0,121957000.0,79172000.0,93471000.0,76519000.0,76410000.0,71288000.0,32079000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-63658000.0,-70750000.0,-59697000.0,-51303000.0,-40909000.0,-50760000.0,-24754000.0,-23680000.0,-24684000.0,-22487000.0,-12303000.0,-25963000.0
,acquisitionsNet,-33000000.0,-24000000.0,-15000000.0,-30000000.0,-76000000.0,-49000000.0,-36000000.0,-17000000.0,-6000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-223540000.0,-346526000.0,-537942000.0,-392895000.0,-287263000.0,-297707000.0,-251422000.0,-240892000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,203359000.0,300794000.0,384437000.0,362865000.0,334687000.0,246430000.0,212304000.0,54197000.0,0.0,0.0,300000.0,1639000.0
,otherInvestingActivites,0.0,0.0,35000000.0,0.0,-30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-117322000.0,-140281000.0,-193027000.0,-111277000.0,-99553000.0,-150550000.0,-100000000.0,-227150000.0,-30715000.0,-29987000.0,-12003000.0,-27695000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,25437000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5253000.0,-340000.0,-531000.0
,commonStockIssued,72322000.0,31036000.0,39309000.0,11735000.0,5874000.0,5477000.0,9738000.0,7555000.0,22464000.0,886000.0,1321000.0,918000.0
,commonStockRepurchased,-104669000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10021000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-6316000.0,-6597000.0,-6739000.0,-10109000.0,-3833000.0,850000.0,3208000.0,3456000.0,1561000.0,-346000.0,787000.0,249000.0
,netCashUsedProvidedByFinancingActivities,-38663000.0,24439000.0,32570000.0,1626000.0,2041000.0,6327000.0,12946000.0,11011000.0,24025000.0,-14734000.0,1768000.0,1494000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,865000.0,-156000.0,-256000.0,1979000.0,-1894000.0,153000.0,185000.0,230000.0,-97000.0,-722000.0,-2000.0,50000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,43673000.0,55977000.0,20930000.0,51863000.0,72487000.0,-22113000.0,-7697000.0,-122438000.0,69732000.0,30967000.0,61051000.0,5928000.0
,cashAtEndOfPeriod,239397000.0,195724000.0,139747000.0,118817000.0,132639000.0,60152000.0,82265000.0,89962000.0,212400000.0,142668000.0,111701000.0,50650000.0
,cashAtBeginningOfPeriod,195724000.0,139747000.0,118817000.0,66954000.0,60152000.0,82265000.0,89962000.0,212400000.0,142668000.0,111701000.0,50650000.0,44722000.0
,operatingCashFlow,198793000.0,171975000.0,181643000.0,159535000.0,171893000.0,121957000.0,79172000.0,93471000.0,76519000.0,76410000.0,71288000.0,32079000.0
,capitalExpenditure,-63658000.0,-70750000.0,-59697000.0,-51303000.0,-40909000.0,-50760000.0,-24754000.0,-23680000.0,-24684000.0,-22487000.0,-12303000.0,-25963000.0
