Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,204014000.0,112705000.0,116259000.0,126294000.0
Stock-based compensation,8212000.0,0.0,0.0,
Operating Cash Flow,247387000.0,232207000.0,93223000.0,247474000.0
Capital Expenditure,264052000.0,-108159000.0,-73493000.0,-230608000.0
Acquisitions and disposals,-64697000.0,0.0,0.0,0.0
Investment purchases and sales,-520377000.0,0.0,0.0,
Investing Cash flow,-354517000.0,-107389000.0,-71254000.0,-224592000.0
Issuance (repayment) of debt,-8250000.0,49539000.0,-197606000.0,-80292000.0
Issuance (buybacks) of shares,-520377000.0,0.0,0.0,464000.0
Dividend payments,-0.0,-50000000.0,0.0,-50000000.0
Financing Cash Flow,-66799000.0,-461000.0,-197606000.0,-80981000.0
Effect of forex changes on cash,2052000.0,341000.0,-480000.0,-187000.0
Net cash flow / Change in cash,-173929000.0,124698000.0,-176117000.0,-58286000.0
Free Cash Flow,-16665000.0,124048000.0,19730000.0,
Net Cash/Marketcap,0.0,-0.0452,-0.0452,-0.0452
