Date,2018-12-30,2017-12-31,2016-12-25,2015-12-27,2014-12-28,2013-12-29,2012-12-30,2011-12-25
Cash and cash equivalents,19775000.0,25530000.0,23379000.0,32006000.0,63005000.0,69579000.0,22595000.0,24146000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,19775000.0,25530000.0,23379000.0,32006000.0,63005000.0,69579000.0,22595000.0,24146000.0
Receivables,4737000.0,5087000.0,3787000.0,4461000.0,4016000.0,2991000.0,3276000.0,2355000.0
Inventories,3482000.0,3525000.0,3365000.0,3159000.0,2768000.0,2263000.0,1910000.0,2620000.0
Total current assets,39420000.0,45203000.0,38551000.0,49781000.0,80218000.0,81798000.0,32464000.0,33946000.0
Property, Plant & Equipment Net,87782000.0,103859000.0,107074000.0,97434000.0,85704000.0,78983000.0,69309000.0,59421000.0
Goodwill and Intangible Assets,5626000.0,5626000.0,5626000.0,4832000.0,4832000.0,4832000.0,4832000.0,4832000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,13385000.0,11202000.0,19410000.0,18439000.0,18367000.0,18078000.0,16110000.0,0.0
Total non-current assets,113795000.0,125527000.0,136894000.0,124726000.0,111729000.0,104282000.0,94235000.0,65164000.0
Total assets,153215000.0,170730000.0,175445000.0,174507000.0,191947000.0,186080000.0,126699000.0,99110000.0
Payables,3835000.0,3903000.0,3111000.0,5762000.0,3301000.0,2078000.0,2586000.0,2559000.0
Short-term debt,0.0,0.0,0.0,0.0,1008000.0,74000.0,74000.0,70000.0
Total current liabilities,29026000.0,27352000.0,27815000.0,25182000.0,20884000.0,18705000.0,17294000.0,17456000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,1018000.0,15095000.0,15173000.0
Total debt,0.0,0.0,0.0,0.0,1008000.0,1092000.0,15169000.0,15243000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,162000.0,176000.0,1622000.0,143000.0,226000.0,216000.0,81000.0,981000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,28656000.0,26140000.0,23394000.0,19112000.0,14738000.0,14102000.0,27790000.0,27108000.0
Total liabilities,57682000.0,53492000.0,51209000.0,44294000.0,35622000.0,32807000.0,45084000.0,44564000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-229558000.0,-219990000.0,-213034000.0,-221246000.0,-226874000.0,-231232000.0,-170518000.0,-187410000.0
Total shareholders equity,95171000.0,116723000.0,123485000.0,129424000.0,156059000.0,153045000.0,-168924000.0,-185302000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-19775000.0,-25530000.0,-23379000.0,-32006000.0,-61997000.0,-68487000.0,-7426000.0,-8903000.0
Other Assets,11426000.0,11061000.0,8020000.0,10155000.0,10429000.0,6965000.0,4683000.0,4825000.0
Other Liabilities,25191000.0,23449000.0,24704000.0,19420000.0,16575000.0,16553000.0,14634000.0,14827000.0
