Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,59789146.165,48373488.5127,93163858.8913,32961177.0143,33867290.9267,10138806.4622
Short-term investments,43269464.5441,45855652.9625,0.0,0.0,0.0,0.0
Cash and short-term investments,103058610.7091,94229141.4752,93163858.8913,32961177.0143,33867290.9267,10138806.4622
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,138152532.5615,107067865.7799,102633405.3276,39451702.3571,35132547.6267,10281899.1098
Property Plant & Equipment Net,5114471.78,7407648.1258,5986465.0828,3853335.3875,1051662.8996,61325.4204
Goodwill and Intangible Assets,2317366.136,2102327.6904,1274586.0331,1052380.2188,129318.6955,88855.9182
Long-term investments,0.0,1020405.0786,999712.023,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,8043994.2113,11365628.7787,9033549.3161,5464335.2334,1526638.6826,185624.7939
Total assets,146196526.7728,118433494.5586,111666954.6436,44916037.5905,36659186.3093,10467523.9037
Payables,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,272883791.6064,215288391.7775,120786177.1058,56855338.1605,18449628.6729,3971315.5292
Long-term debt,9992040.521,0.0,0.0,0.0,0.0,0.0
Total debt,9992040.521,0.0,0.0,0.0,0.0,0.0
Deferred revenue,242564544.1389,181649788.3918,98937221.0223,41931289.4777,12659993.5421,2716617.2107
Tax Liabilities,2451230.1013,3795193.4704,2757235.4212,3188106.6092,1976428.8021,300362.6772
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,12625180.8973,4171553.8089,5161987.041,1358650.4391,247981.918,11869.4362
Total liabilities,285508972.5036,219459945.5865,125948164.1469,58213988.5996,18697610.5909,3983184.9654
Other comprehensive income,3562228.6541,1160217.6542,4656299.496,714527.8077,262189.2154,-112759.6439
Retained earnings (deficit),-303108827.7858,-265082678.3555,-168895032.3974,-87808041.9042,-27145301.9051,-4214144.4115
Total shareholders equity,-139312445.7308,-101026451.0278,-14281209.5032,-87086581.4204,-26875847.5944,-4318661.3914
Investments,43269464.5441,46876058.0411,999712.023,0.0,0.0,0.0
Net Debt,-93269146.1221,,,,,
Other Assets,35716389.2909,,,,,
Other Liabilities,272883791.6064,215288391.7775,120786177.1058,56855338.1605,18449628.6729,3971315.5292
