date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,48967000.0,71076000.0,151781000.0,116067000.0,183213000.0,192832000.0,111919000.0,-11048000.0,58708000.0,6466000.0,4277000.0,-54060000.0,19542000.0,22010000.0,39598000.0,29822000.0,20778000.0,4317000.0,-26094000.0,1119000.0,14354000.0,19500000.0,20300000.0,-4200000.0,18300000.0,16700000.0,10700000.0
,depreciationAndAmortization,109850000.0,83731000.0,74356000.0,65129000.0,63345000.0,45156000.0,40422000.0,41447000.0,42371000.0,38293000.0,37511000.0,37669000.0,35086000.0,32826000.0,25253000.0,22939000.0,20840000.0,18066000.0,17960000.0,22396000.0,20356000.0,16500000.0,14500000.0,27900000.0,24900000.0,23900000.0,23000000.0
,deferredIncomeTax,-9489000.0,-20225000.0,-40496000.0,4377000.0,-8935000.0,-20151000.0,-4687000.0,-9662000.0,11617000.0,2399000.0,15052000.0,-11799000.0,12919000.0,10643000.0,5893000.0,5807000.0,9472000.0,2304000.0,-10291000.0,1682000.0,7604000.0,6500000.0,-2200000.0,-8200000.0,6400000.0,3300000.0,1900000.0
,stockBasedCompensation,8997000.0,11153000.0,29314000.0,26427000.0,24037000.0,19459000.0,11285000.0,6302000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,339130000.0,-62134000.0,-15051000.0,409862000.0,107376000.0,41048000.0,65167000.0,241840000.0,-47581000.0,-63614000.0,50137000.0,131867000.0,-63038000.0,-117714000.0,19797000.0,151477000.0,-108413000.0,67578000.0,-30762000.0,25877000.0,-31416000.0,34200000.0,36100000.0,-48500000.0,-38200000.0,-11700000.0,-7000000.0
,accountsReceivables,135326000.0,13022000.0,-83551000.0,-25272000.0,-32051000.0,13652000.0,-23749000.0,-7323000.0,37763000.0,-96552000.0,22430000.0,58521000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,166607000.0,-143168000.0,-26592000.0,-2787000.0,53711000.0,-143849000.0,-9675000.0,19045000.0,3709000.0,-116866000.0,-44276000.0,98751000.0,-29692000.0,14260000.0,-37517000.0,15403000.0,-11089000.0,-37554000.0,-3600000.0,13137000.0,-39249000.0,-3600000.0,10100000.0,-11200000.0,10300000.0,-40800000.0,-1900000.0
,accountsPayables,-108837000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1147333000.0,808203000.0,870337000.0,885388000.0,475526000.0,368150000.0,327102000.0,261935000.0,20095000.0,67676000.0,131290000.0,81153000.0,-50714000.0,12324000.0,130038000.0,110241000.0,-41236000.0,67177000.0,-401000.0,30361000.0,4484000.0,35900000.0,1700000.0,-34400000.0,14100000.0,52300000.0,64000000.0
,otherNonCashItems,8082000.0,12005000.0,8723000.0,818000.0,1086000.0,18399000.0,3350000.0,1400000.0,13662000.0,6762000.0,-7633000.0,58895000.0,2302000.0,21899000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,0.0,9400000.0,8000000.0
,netCashProvidedByOperatingActivites,272261000.0,-21241000.0,103341000.0,280389000.0,331670000.0,192333000.0,135907000.0,104592000.0,116056000.0,-34252000.0,42561000.0,120465000.0,32118000.0,46327000.0,39542000.0,-21939000.0,-14055000.0,21116000.0,27273000.0,41416000.0,-28289000.0,38400000.0,75900000.0,18600000.0,34900000.0,15500000.0,33200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77644000.0,-137294000.0,-140569000.0,-69123000.0,-42959000.0,-10094000.0,-21402000.0,-73336000.0,-93821000.0,-82200000.0,-50300000.0,-64400000.0,-94900000.0,-53500000.0,-36300000.0
,acquisitionsNet,0.0,-362000000.0,-35000000.0,-27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92000000.0,-268000000.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-506000.0,-2330000.0,-927000.0,0.0,0.0,-849000.0,0.0,0.0,11570000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390000.0,429000.0,0.0,0.0,550000.0,92000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,83484000.0,125427000.0,153297000.0,39536000.0,88305000.0,8911000.0,53902000.0,69226000.0,-4116000.0,-1362000.0,-7622000.0,-109000.0,2062000.0,57000.0,90000.0,15175000.0,0.0,14294000.0,1985000.0,16761000.0,18689000.0,31600000.0,5600000.0,-1600000.0,-22700000.0,-45600000.0,-20400000.0
,netCashUsedForInvestingActivites,27483000.0,-443981000.0,-80219000.0,-113738000.0,-55708000.0,-131531000.0,-30078000.0,6159000.0,-88947000.0,-69264000.0,-24170000.0,-22972000.0,-152150000.0,-286575000.0,-111066000.0,-21328000.0,-15172000.0,25028000.0,4625000.0,-9342000.0,-30130000.0,-10700000.0,73200000.0,-7900000.0,-59300000.0,-67800000.0,-38100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
