Date,2018-03,2017-03,2016-03,2015-03,2014-03
Depreciation & Amortization,362000000.0,377000000.0,365000000.0,409000000.0,226000000.0
Stock-based compensation,,,,,
Operating Cash Flow,880000000.0,259000000.0,570000000.0,644000000.0,550000000.0
Capital Expenditure,-59000000.0,-277000000.0,-220000000.0,-585000000.0,-1037000000.0
Acquisitions and disposals,-2000000.0,000000.0,000000.0,000000.0,000000.0
Investment purchases and sales,0,0,0,21000000,34000000
Investing Cash flow,58000000.0,-143000000.0,-256000000.0,-535000000.0,-957000000.0
Issuance (repayment) of debt,-805000000.0,-462000000.0,-344000000.0,-361000000.0,-259000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-992000000.0,-103000000.0,-323000000.0,-62000000.0,399000000.0
Effect of forex changes on cash,-0000000.0,-2000000.0,000000.0,000000.0,000000.0
Net cash flow / Change in cash,-53000000.0,11000000.0,-9000000.0,46000000.0,-8000000.0
Free Cash Flow,821000000.0,-18000000.0,350000000.0,59000000.0,-487000000.0
Net Cash/Marketcap,,,,,
