date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,56201000.0,-2027000.0,-6515000.0,-16743000.0,-24338804.0,-20658846.0,-35151715.0,-20506776.0,-11427450.0,-4387920.0,-6091198.0,-10290752.0,-12690453.0,-8578939.0,-8099846.0,-8497956.0,-8348532.0,-32817964.0,-11608765.0,-9499101.0,-4881878.0,-3703439.0,-5769464.0,-2971767.0,-2238568.0
,depreciationAndAmortization,2627000.0,2557000.0,2724000.0,2104000.0,1860682.0,1569848.0,1224217.0,558280.0,231028.0,168173.0,188750.0,226384.0,283320.0,2777790.0,493624.0,513262.0,776330.0,894296.0,2053279.0,560628.0,413701.0,461343.0,596727.0,326065.0,178526.0
,deferredIncomeTax,-46982000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7948000.0,6470000.0,4927000.0,3490000.0,2519750.0,3658874.0,2624742.0,2435260.0,2025532.0,1872772.0,1311177.0,1192479.0,1160454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-12645000.0,31916000.0,4312000.0,14445448.0,-23884135.0,19831580.0,-26886421.0,-13424481.0,43464369.0,20453220.0,-2503508.0,769815.0,-14353758.0,15911732.0,5013970.0,-7524084.0,7873882.0,4803605.0,-4176522.0,5090789.0,-4904486.0,-3265761.0,-4736486.0,-3383194.0,-574852.0
,accountsReceivables,-7128000.0,-16095000.0,-7099000.0,-2798000.0,-1137543.0,-4422689.0,-2478494.0,1198643.0,310813.0,-1300995.0,214279.0,-239440.0,-853964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2728000.0,-4975000.0,-2667000.0,-4304000.0,-350943.0,-564473.0,-2948873.0,-5460365.0,-118365.0,-629510.0,57090.0,-147515.0,-56629.0,-40630.0,-48757.0,56322.0,133064.0,333503.0,96780.0,0.0,-60784.0,162713.0,-195113.0,-45742.0,-71101.0
,accountsPayables,2594000.0,926000.0,5164000.0,-1522000.0,2858884.0,-3494536.0,2688054.0,2528740.0,724802.0,365522.0,-100809.0,-201161.0,1195006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,63386000.0,76031000.0,44115000.0,39803000.0,25357552.0,49241687.0,29410107.0,56296528.0,69721009.0,26256640.0,5803420.0,8306928.0,7537113.0,21890871.0,5979139.0,965169.0,8489253.0,615371.0,-4188234.0,-11712.0,-5102501.0,-198015.0,3067746.0,7804232.0,11187426.0
,otherNonCashItems,524000.0,417000.0,261000.0,119000.0,12225.0,10313.0,20036.0,210057.0,0.0,-4387920.0,0.0,0.0,0.0,1498941.0,1304900.0,0.0,-232644.0,-47571.0,0.0,0.0,0.0,203421.0,-135697.0,-224739.0,-7417.0
,netCashProvidedByOperatingActivites,21320000.0,-10615000.0,-17322000.0,-23094000.0,-15194942.0,-28198841.0,-26333301.0,-14968151.0,-10472988.0,-1926007.0,-6079370.0,-5099560.0,-10324412.0,-5394276.0,-6118050.0,-7218529.0,-7167313.0,-3553323.0,-5553766.0,-2654480.0,-3732123.0,-2633490.0,-5011881.0,-3121669.0,-2642311.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-9615000.0,-2350000.0,-854000.0,-1167000.0,-4879509.0,-5643043.0,-4663313.0,-2743253.0,-3256632.0,-350539.0,-89293.0,-11043.0,-1379344.0,-242165.0,-178454.0,-89651.0,-218038.0,-1160.0,-155145.0,-424053.0,-577131.0,-302743.0,-516186.0,-859373.0,-297090.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-22645000.0,0.0,-9964000.0,0.0,-15037675.0,0.0,-21129535.0,-30166239.0,-15053981.0,0.0,0.0,0.0,-24326544.0,-10694799.0,-5955789.0,-19889565.0,0.0,0.0,0.0,0.0,0.0,-2729831.0,-6975059.0,-1456860.0
,salesMaturitiesOfInvestments,22500000.0,0.0,5000000.0,5000000.0,15000000.0,6000000.0,24000000.0,24000000.0,12000000.0,0.0,0.0,0.0,16015057.0,13163037.0,5843248.0,13897477.0,12000000.0,0.0,0.0,0.0,0.0,0.0,6443400.0,5148666.0,0.0
,otherInvestingActivites,282000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-154193.0,-76193.0,-168687.0,-280651.0,-145449.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,8167000.0,-19995000.0,11606000.0,-4331000.0,9993335.0,-15724346.0,18346897.0,-293121.0,-21667632.0,-15605780.0,-182916.0,-12584.0,14458288.0,-11405672.0,-5030005.0,7697844.0,-8183796.0,-169847.0,-435796.0,-480033.0,-1123550.0,-377728.0,3079755.0,-2763556.0,-1863672.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1367000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5026464.0,-2128591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4175.0,-7083.0,-128390.0,-474503.0
