date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-137000.0,1131600000.0,-379200000.0,1813800000.0,305900000.0,147000000.0,720100000.0,761000000.0,755000000.0,760800000.0,596900000.0,717400000.0,848600000.0,773200000.0,834500000.0,732500000.0,541800000.0,346300000.0,257800000.0,149800000.0,176000000.0,150000000.0,145000000.0
,depreciationAndAmortization,1032000.0,1006100000.0,1040500000.0,1062700000.0,1039300000.0,712400000.0,375800000.0,358500000.0,363100000.0,359900000.0,340200000.0,337400000.0,275100000.0,230000000.0,197400000.0,185700000.0,181300000.0,103300000.0,25300000.0,23400000.0,23100000.0,22000000.0,26000000.0
,deferredIncomeTax,12000.0,-538700000.0,13400000.0,-1776000000.0,-153200000.0,-164000000.0,-84200000.0,-126200000.0,-64800000.0,-6800000.0,-72500000.0,-19700000.0,2000000.0,63900000.0,0.0,0.0,0.0,0.0,0.0,0.0,7800000.0,0.0,0.0
,stockBasedCompensation,79000.0,84300000.0,65500000.0,53700000.0,57300000.0,46400000.0,49400000.0,48500000.0,55000000.0,60500000.0,62000000.0,75300000.0,69900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1279873000.0,-723700000.0,511000000.0,-787000000.0,-1962900000.0,994000000.0,84900000.0,323400000.0,433200000.0,102300000.0,259900000.0,639800000.0,73400000.0,216100000.0,149300000.0,108800000.0,166500000.0,481800000.0,76100000.0,-97000000.0,17500000.0,215000000.0,28000000.0
,accountsReceivables,-70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-40000.0,-125200000.0,-199500000.0,-122800000.0,76400000.0,-205400000.0,-154100000.0,-128400000.0,-67500000.0,7200000.0,25800000.0,36200000.0,-148100000.0,-58000000.0,-39200000.0,-79200000.0,-44700000.0,-53000000.0,-59700000.0,-50200000.0,-2100000.0,0.0,0.0
,accountsPayables,-95000.0,-42000000.0,155900000.0,-148200000.0,28700000.0,-263100000.0,120100000.0,38300000.0,47800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2527000.0,1282400000.0,2006100000.0,1495100000.0,2282100000.0,4245000000.0,3251000000.0,3166100000.0,2842700000.0,2409500000.0,2307200000.0,2047300000.0,1407500000.0,1334100000.0,1118000000.0,968700000.0,859900000.0,693400000.0,211600000.0,135500000.0,232500000.0,215000000.0,0.0
,otherNonCashItems,0.0,0.0,0.0,32800000.0,323300000.0,408200000.0,5400000.0,8000000.0,4800000.0,11400000.0,1400000.0,-19600000.0,7000000.0,84400000.0,79600000.0,0.0,0.0,0.0,0.0,0.0,5300000.0,0.0,0.0
,netCashProvidedByOperatingActivites,1204000.0,1585800000.0,1747400000.0,1582300000.0,1632200000.0,816700000.0,1052800000.0,963100000.0,1151900000.0,1176900000.0,1193500000.0,1117500000.0,1038100000.0,1084400000.0,1040700000.0,878200000.0,862200000.0,494800000.0,220200000.0,171800000.0,232400000.0,180000000.0,199000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-117500000.0,-207100000.0,-162700000.0,-156000000.0,-184700000.0,-167700000.0,-144900000.0,-100000000.0,-114700000.0,-269200000.0,-271700000.0,-228800000.0,-487900000.0,-331200000.0,-268300000.0,-105300000.0,-100800000.0,-158500000.0,-33700000.0,-54700000.0,-29000000.0,-33000000.0,-20000000.0
,acquisitionsNet,-236000000.0,-37000000.0,-15000000.0,-4000000.0,-1443000000.0,-7760000000.0,0.0,0.0,-59000000.0,-57000000.0,-83000000.0,-40000000.0,-382000000.0,0.0,-35000000.0,-56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-315900000.0,-276300000.0,-337000000.0,-347000000.0,-481200000.0,-1548300000.0,-925600000.0,-1279000000.0,-674300000.0,-431600000.0,-116600000.0,0.0,0.0,0.0,-150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,48100000.0,69200000.0,0.0,286200000.0,802900000.0,1282200000.0,830800000.0,878500000.0,394800000.0,67500000.0,0.0,54900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-19700000.0,-31500000.0,-13800000.0,-3000000.0,48200000.0,-4100000.0,-13500000.0,-17000000.0,0.0,-345800000.0,0.0,-18800000.0,0.0,-6800000.0,-11700000.0,-116200000.0,-16500000.0,-2000000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-613800000.0,-729300000.0,-416600000.0,-510800000.0,-1691500000.0,-7557900000.0,-469400000.0,-282500000.0,-592100000.0,-624400000.0,-726900000.0,-381200000.0,-924200000.0,-491500000.0,-287000000.0,-311100000.0,-388300000.0,-1102700000.0,-35700000.0,-54700000.0,-29000000.0,-33000000.0,-20000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-1465300000.0,-2978900000.0,-1840000000.0,-2083100000.0,-3239900000.0,2300000.0,-97500000.0,-50100000.0,-4000000.0,0.0,-338500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43400000.0,16900000.0,9500000.0,0.0,149800000.0,41300000.0,76700000.0,65000000.0,70500000.0,23900000.0,1400000.0,0.0,0.0,0.0
