date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,0.0,0.0,0.0,0.0,-415500000.0,-150000000.0,-400500000.0,-719000000.0,-485600000.0,-1050000000.0,-505600000.0,-923700000.0,-737000000.0,-576300000.0,-798800000.0,-4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-198000.0,-196700000.0,-195200000.0,-193600000.0,-188400000.0,-157100000.0,-145500000.0,-132400000.0,-94400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-290000000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-25300000.0,-60500000.0,85800000.0,-16300000.0,-46600000.0,-53400000.0,6800000.0,-600000.0,5000000.0,1300000.0,-8200000.0,63500000.0,27000000.0,8000000.0,-1900000.0,-5600000.0,-26300000.0,0.0,-176800000.0,-203400000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-421800000.0,-779900000.0,-1302200000.0,-1210500000.0,-743200000.0,7139800000.0,-562400000.0,-467300000.0,-436500000.0,-455800000.0,-489600000.0,-262100000.0,-343500000.0,-399500000.0,-730700000.0,-484600000.0,-402000000.0,664800000.0,-188900000.0,-99100000.0,-203400000.0,-147000000.0,-179000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,15300000.0,-1500000.0,-10200000.0,29300000.0,-22700000.0,-22600000.0,-18300000.0,-17000000.0,-7300000.0,2700000.0,200000.0,4900000.0,-21700000.0,4800000.0,9500000.0,-3900000.0,5200000.0,4900000.0,1700000.0,400000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,184000.0,75100000.0,18400000.0,-109700000.0,-825200000.0,376000000.0,2700000.0,196300000.0,116000000.0,99400000.0,-22800000.0,479100000.0,-251300000.0,198200000.0,32500000.0,78600000.0,77100000.0,61800000.0,-2700000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,802000.0,617900000.0,542800000.0,524400000.0,634100000.0,1459300000.0,1083300000.0,1080600000.0,884300000.0,768300000.0,668900000.0,691700000.0,212600000.0,463900000.0,265700000.0,233200000.0,154600000.0,77500000.0,15700000.0,18400000.0,0.0,0.0,542800000.0
,cashAtBeginningOfPeriod,617000.0,542800000.0,524400000.0,634100000.0,1459300000.0,1083300000.0,1080600000.0,884300000.0,768300000.0,668900000.0,691700000.0,212600000.0,463900000.0,265700000.0,233200000.0,154600000.0,77500000.0,15700000.0,18400000.0,0.0,0.0,0.0,542800000.0
,operatingCashFlow,1204000.0,1585800000.0,1747400000.0,1582300000.0,1632200000.0,816700000.0,1052800000.0,963100000.0,1151900000.0,1176900000.0,1193500000.0,1117500000.0,1038100000.0,1084400000.0,1040700000.0,878200000.0,862200000.0,494800000.0,220200000.0,171800000.0,232400000.0,180000000.0,199000000.0
,capitalExpenditure,-117000.0,-404700000.0,-162700000.0,-156000000.0,-184700000.0,-167700000.0,-144900000.0,-100000000.0,-115600000.0,-288100000.0,-280200000.0,-264600000.0,-597300000.0,-331200000.0,-268300000.0,-105300000.0,-100800000.0,-158500000.0,-33700000.0,-54700000.0,-29000000.0,-33000000.0,-20000000.0
,freeCashFlow,1087000.0,1181100000.0,1584700000.0,1426300000.0,1447500000.0,649000000.0,907900000.0,863100000.0,1036300000.0,888800000.0,913300000.0,852900000.0,440800000.0,753200000.0,772400000.0,772900000.0,761400000.0,336300000.0,186500000.0,117100000.0,203400000.0,147000000.0,179000000.0
