Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,108998850.5747,47823529.4118,37270526.3158,83322475.57,48093220.339,5709766.1623
Short-term investments,16062068.9655,0.0,9986315.7895,0.0,0.0,0.0
Cash and short-term investments,125060919.5402,47823529.4118,47256842.1053,83322475.57,48093220.339,5709766.1623
Receivables,1642528.7356,1322929.1717,2373684.2105,993485.342,1136803.8741,1376891.3343
Inventories,298850.5747,289315.7263,207368.4211,247557.0033,240920.0969,192572.2146
Total current assets,127447126.4368,50396158.4634,50381052.6316,85054288.8165,49470944.3099,7279229.7111
Property, Plant & Equipment Net,1625287.3563,1336134.4538,865263.1579,993485.342,1179176.7554,1422283.3563
Goodwill and Intangible Assets,64367.8161,78031.2125,57894.7368,78175.8958,87167.0702,217331.4993
Long-term investments,4396551.7241,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,22008.2531
Total non-current assets,6086206.8966,1414165.6663,923157.8947,1071661.2378,1266343.8257,1661623.1087
Total assets,133533333.3333,51810324.1297,51304210.5263,86125950.0543,50737288.1356,8940852.8198
Payables,10833333.3333,5018007.2029,5603157.8947,4825190.0109,4550847.4576,5312242.0908
Short-term debt,3543678.1609,3701080.4322,1024210.5263,1598262.7579,0.0,6602475.9285
Total current liabilities,42348275.8621,8995198.0792,6706315.7895,9711183.4962,7529055.6901,20550206.3274
Long-term debt,1942528.7356,4905162.0648,3807368.4211,3370249.7286,4715496.368,0.0
Total debt,5486206.8966,8606242.497,4831578.9474,4968512.4864,4715496.368,6602475.9285
Deferred revenue,0.0,0.0,78947.3684,3287730.7275,2978208.2324,112792.2971
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,45059770.1149,4905162.0648,3807368.4211,3370249.7286,4715496.368,124873452.5447
Total liabilities,87408045.977,13900360.1441,10513684.2105,13081433.2248,12244552.0581,145423658.8721
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-232349425.2874,-219288115.2461,-160467368.4211,-130540716.6124,-121052058.1114,-137180192.5722
Total shareholders equity,46125287.3563,37909963.9856,40790526.3158,73044516.8295,38492736.0775,-136482806.0523
Investments,20458620.6897,0.0,9986315.7895,0.0,0.0,0.0
Net Debt,-103512643.6782,,,,,
Other Assets,152701.1495,,,,,
Other Liabilities,27971264.3679,276110.4441,78947.3685,3287730.7274,2978208.2325,8635488.3081
