date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-122527000.0,-355114000.0,66608000.0,7264000.0,236703000.0,781000.0
,depreciationAndAmortization,179462000.0,152536000.0,0.0,0.0,99861000.0,0.0
,deferredIncomeTax,-171000.0,-101927000.0,-1304000.0,0.0,0.0,368000.0
,stockBasedCompensation,12778000.0,73517000.0,35111000.0,34933000.0,26049000.0,0.0
,changeInWorkingCapital,133452000.0,-119591000.0,-5771000.0,-10890000.0,2769000.0,115000.0
,accountsReceivables,28740000.0,42669000.0,0.0,0.0,3040000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1917000.0,-11865000.0,873000.0,-133000.0,1150000.0,0.0
,otherWorkingCapital,-74000.0,-133526000.0,-13935000.0,-8164000.0,2726000.0,-43000.0
,otherNonCashItems,-5576000.0,11446000.0,148000.0,0.0,18303000.0,0.0
,netCashProvidedByOperatingActivites,753382000.0,622387000.0,83531000.0,28080000.0,378607000.0,295000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-196724000.0,-391990000.0,0.0,0.0,-416320000.0,0.0
,acquisitionsNet,0.0,21000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,2760000.0,-149000.0,0.0,0.0,13673000.0,0.0
,netCashUsedForInvestingActivites,-219231000.0,-525675000.0,0.0,0.0,-478163000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-346000000.0,-115500000.0,0.0,0.0,-410000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,65395000.0,0.0
,commonStockRepurchased,-24713000.0,-125519000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-590190000.0,-496197000.0,-86466000.0,-31702000.0,-182446000.0,-223000.0
,otherFinancingActivites,-123843000.0,-11083000.0,-230000.0,0.0,-16234000.0,0.0
,netCashUsedProvidedByFinancingActivities,-534746000.0,-98299000.0,-86696000.0,-31702000.0,106715000.0,-223000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-595000.0,-1587000.0,-3165000.0,-3622000.0,7159000.0,0.0
,cashAtEndOfPeriod,640000.0,1235000.0,2822000.0,5987000.0,14042000.0,72000.0
,cashAtBeginningOfPeriod,1235000.0,2822000.0,5987000.0,9609000.0,6883000.0,0.0
,operatingCashFlow,753382000.0,622387000.0,83531000.0,28080000.0,378607000.0,295000.0
,capitalExpenditure,-196724000.0,-391990000.0,0.0,0.0,-416320000.0,0.0
,freeCashFlow,556658000.0,230397000.0,83531000.0,28080000.0,-37713000.0,295000.0
