Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,370947.0,1353153.0,334772.0,398164.0
Short-term investments,0.0,2389521.0,0.0,0.0
Cash and short-term investments,370947.0,3742674.0,334772.0,398164.0
Receivables,675433.0,1627058.0,363096.0,174637.0
Inventories,1598615.0,1187941.0,712558.0,561107.0
Total current assets,2766982.0,6648745.0,1458663.0,1143481.0
Property Plant & Equipment Net,137071.0,218036.0,360920.0,242123.0
Goodwill and Intangible Assets,20000.0,22500.0,27494.0,32498.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,468139.0,1135539.0,2293934.0,286327.0
Total assets,3235121.0,7784284.0,3752597.0,1429808.0
Payables,1836279.0,886316.0,601681.0,825044.0
Short-term debt,733263.0,1331700.0,55858.0,17915.0
Total current liabilities,3479292.0,3129859.0,1116477.0,955778.0
Long-term debt,8850.0,54075.0,1204912.0,1556096.0
Total debt,742113.0,1385775.0,1260770.0,1574011.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,48811.0,85882.0,1239560.0,1654528.0
Total liabilities,3528103.0,3215741.0,2356037.0,2610306.0
Other comprehensive income,0.0,-30246.0,0.0,0.0
Retained earnings (deficit),-28193225.0,-12977566.0,-2529977.0,-4365335.0
Total shareholders equity,-292982.0,4568543.0,1396560.0,-1180498.0
Investments,0.0,2389521.0,0.0,0.0
Net Debt,371166.0,-2356899.0,925998.0,1175847.0
Other Assets,121987.0,91072.0,48237.0,9573.0
Other Liabilities,909750.0,911843.0,458938.0,112819.0
