Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,14401257.0,9998853.0,31486593.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,14401257.0,9998853.0,31486593.0
Receivables,5042134.0,3334895.0,4387488.0
Inventories,0.0,0.0,0.0
Total current assets,19893335.0,13869723.0,36014072.0
Property Plant & Equipment Net,67446113.0,71979073.0,63598384.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,558261.0,556864.0,530536.0
Tax assets,205711.0,0.0,0.0
Total non-current assets,68004374.0,72535937.0,64128920.0
Total assets,87897709.0,86405660.0,100142992.0
Payables,3885863.0,3037907.0,3664111.0
Short-term debt,0.0,0.0,28596213.0
Total current liabilities,6339190.0,5951018.0,33436302.0
Long-term debt,0.0,2900000.0,12460000.0
Total debt,0.0,2900000.0,41056213.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,9989278.0,11578877.0,13091820.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,11614432.0,16723597.0,29165452.0
Total liabilities,17953622.0,22674615.0,62601754.0
Other comprehensive income,9797930.0,9913236.0,9346855.0
Retained earnings (deficit),-89983894.0,-96645954.0,-104081859.0
Total shareholders equity,69944087.0,63731045.0,37541238.0
Investments,558261.0,556864.0,530536.0
Net Debt,-14401257.0,-7098853.0,9569620.0
Other Assets,449944.0,535975.0,139991.0
Other Liabilities,2453327.0,2913111.0,1175978.0
