Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,841600000.0,848600000.0,767600000.0,319000000.0,242700000.0,89700000.0,21200000.0,15400000.0,5200000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,841600000.0,848600000.0,767600000.0,319000000.0,242700000.0,89700000.0,21200000.0,15400000.0,5200000.0
Receivables,157300000.0,278300000.0,329600000.0,456400000.0,357200000.0,424100000.0,294000000.0,52500000.0,91200000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,5075900000.0,5317100000.0,5566500000.0,5949100000.0,5538900000.0,3504100000.0,3464500000.0,2114400000.0,1787200000.0
Property Plant & Equipment Net,5005600000.0,5170900000.0,5340900000.0,5547300000.0,5141100000.0,3448300000.0,3403700000.0,2099100000.0,1774000000.0
Goodwill and Intangible Assets,0.0,3200000.0,3200000.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,7700000.0,9500000.0,14100000.0,34200000.0,18400000.0,9800000.0,600000.0,1100000.0,1400000.0
Total non-current assets,3038600000.0,3283500000.0,3579500000.0,3897000000.0,3603400000.0,2163900000.0,1781100000.0,1164100000.0,671100000.0
Total assets,6185400000.0,6530800000.0,6780700000.0,6841100000.0,6268100000.0,4072600000.0,3768900000.0,2210500000.0,1893200000.0
Payables,152000000.0,194400000.0,221500000.0,378800000.0,257900000.0,301200000.0,167000000.0,1363100000.0,1600000.0
Short-term debt,162900000.0,187600000.0,229400000.0,239600000.0,109300000.0,234200000.0,339000000.0,0.0,132600000.0
Total current liabilities,432600000.0,545500000.0,665400000.0,846700000.0,620400000.0,654100000.0,563400000.0,253400000.0,187400000.0
Long-term debt,2896200000.0,3180200000.0,3371200000.0,3600600000.0,3462700000.0,2126300000.0,1737000000.0,0.0,644700000.0
Total debt,3059100000.0,3367800000.0,3600600000.0,3840200000.0,3572000000.0,2360500000.0,2076000000.0,0.0,777300000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,73500000.0,26500000.0,38400000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3038600000.0,3283500000.0,3579500000.0,3897000000.0,3603400000.0,2163900000.0,1781100000.0,1164100000.0,671100000.0
Total liabilities,3471200000.0,3829000000.0,4244900000.0,4743700000.0,4223800000.0,2818000000.0,2344500000.0,1417500000.0,858500000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,,,,,
Total shareholders equity,1329700000.0,1303700000.0,1192600000.0,964300000.0,928200000.0,299000000.0,524600000.0,793000000.0,1034700000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,2217500000.0,,,,,,,,
Other Assets,-128900000.0,,,,,,,,
Other Liabilities,117700000.0,163500000.0,214500000.0,228300000.0,253200000.0,118700000.0,57400000.0,-1109700000.0,53200000.0
