date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,529160000.0,500712000.0,300598000.0,301173000.0,234946000.0,208525000.0,180034000.0,152237000.0,151376000.0,150331000.0,127948000.0,92088000.0,83797000.0,63127000.0,51385000.0,52825000.0,46565000.0,29996000.0,28032000.0
,depreciationAndAmortization,341637000.0,372108000.0,225287000.0,159886000.0,121293000.0,103510000.0,91699000.0,24462000.0,24630000.0,24673000.0,16285000.0,19626000.0,18764000.0,15765000.0,9781000.0,8778000.0,7845000.0,7412000.0,8337000.0
,deferredIncomeTax,-48992000.0,-18189000.0,-46888000.0,-25221000.0,-7409000.0,-5497000.0,-26801000.0,0.0,3623000.0,4406000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,33202000.0,27959000.0,22678000.0,17368000.0,13971000.0,13644000.0,14076000.0,9174000.0,8445000.0,7993000.0,8725000.0,8193000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,293165000.0,640558000.0,506741000.0,131290000.0,-164343000.0,553364000.0,35905000.0,56601000.0,19592000.0,170977000.0,132502000.0,172095000.0,170880000.0,2843000.0,66336000.0,33594000.0,99538000.0,17376000.0,32707000.0
,accountsReceivables,12691000.0,-326681000.0,-512984000.0,-478273000.0,97538000.0,292863000.0,-527945000.0,-187489000.0,-112965000.0,38901000.0,-156806000.0,-6455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-128786000.0,-153134000.0,-367899000.0,-243332000.0,-410162000.0,40121000.0,-330153000.0,-155221000.0,49492000.0,28240000.0,-240056000.0,-11883000.0,-16379000.0,1857000.0,-92403000.0,-101973000.0,-23953000.0,-98390000.0,-9992000.0
,accountsPayables,685014000.0,98392000.0,381970000.0,341962000.0,265609000.0,-26019000.0,205093000.0,186189000.0,106938000.0,-49988000.0,220182000.0,103008000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3139035000.0,2845870000.0,2205312000.0,1698571000.0,1567281000.0,1731624000.0,1178260000.0,1142355000.0,1085754000.0,1066162000.0,895185000.0,762683000.0,590588000.0,419708000.0,416865000.0,350529000.0,316935000.0,217397000.0,200021000.0
,otherNonCashItems,0.0,-7756000.0,-12307000.0,4861000.0,2890000.0,0.0,0.0,2314000.0,5273000.0,5487000.0,11671000.0,34219000.0,23721000.0,13585000.0,13035000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1834366000.0,549919000.0,100706000.0,176764000.0,326951000.0,643609000.0,-234772000.0,35707000.0,242793000.0,219153000.0,-65901000.0,262040000.0,52593000.0,-152663000.0,-18939000.0,7274000.0,174000.0,-12748000.0,69329000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-197965000.0,-137423000.0,-125305000.0,-97546000.0,-123233000.0,-100106000.0,-57377000.0,-28965000.0,-14481000.0,-40153000.0,-12653000.0,-25011000.0,-34953000.0,-22781000.0,-7916000.0,-4769000.0,-6377000.0,-2862000.0,-8912000.0
,acquisitionsNet,-5560000.0,-9000000.0,-1070000000.0,-527000000.0,-415000000.0,37000000.0,-385000000.0,-29000000.0,-2000000.0,-59000000.0,-10000000.0,-16000000.0,-28000000.0,-107000000.0,-21000000.0,-5000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-66000.0,-42942000.0,-92264000.0,-10066000.0,-14069000.0,-803000.0,-4047000.0,-9251000.0,-17310000.0,-34421000.0,-14005000.0,-3000000.0,-15300000.0,-1927000.0,-1243000.0,-3376000.0,-8406000.0
,salesMaturitiesOfInvestments,0.0,0.0,18573000.0,10625000.0,92452000.0,11698000.0,23004000.0,3650000.0,6287000.0,3161000.0,9166000.0,21678000.0,14692000.0,0.0,28367000.0,5805000.0,4527000.0,4166000.0,6016000.0
,otherInvestingActivites,0.0,13000.0,-2848000.0,2264000.0,85901000.0,-54974000.0,-8342000.0,7009000.0,4273000.0,-20823000.0,31438000.0,-15715000.0,-3412000.0,-4051000.0,-8141000.0,-7386000.0,-2000000.0,1311000.0,-4500000.0
,netCashUsedForInvestingActivites,-209495000.0,-146837000.0,-1179592000.0,-654257000.0,-451945000.0,-116149000.0,-441651000.0,-43784000.0,-9560000.0,-126388000.0,1067000.0,-69590000.0,-65693000.0,-136615000.0,-24309000.0,-7745000.0,-49619000.0,-2286000.0,-62976000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,179707000.0,-8024961000.0,-8930165000.0,-8382379000.0,-3285687000.0,-3092506000.0,-3632603000.0,-1275941000.0,-1536874000.0,-4451744000.0,-24963000.0,-2915724000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,12913000.0,5367000.0,4924000.0,4236000.0,7550000.0,5959000.0,2327000.0,4630000.0,7234000.0,2664000.0,0.0,12416000.0,3890000.0,6331000.0,11212000.0,9048000.0,60961000.0,5314000.0,1076000.0
,commonStockRepurchased,-3405000.0,-23095000.0,-72400000.0,-9871000.0,-15975000.0,-18564000.0,0.0,-1882000.0,-7782000.0,-1676000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-20782000.0,-76607000.0,-59720000.0,-41815000.0,-33724000.0,-22591000.0,-4927000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-14073000.0,-913000.0,5546000.0,6971000.0,7610000.0,-1993000.0,-5955000.0,-30465000.0,10800000.0,118809000.0,6135000.0,1815000.0,2145000.0,-14255000.0,-1133000.0,2906000.0,0.0,-5296000.0
