date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-04-08_FY,2010-12-31_FY,2010-04-30_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,2105984000000.0,2966193000000.0,2891179000000.0,2360193000000.0,1930911000000.0,2018883000000.0,2825914000000.0,2880311000000.0,2786045000000.0,2505683000000.0,36424000000.0,1913182000000.0,29137000000.0,1345052000000.0,1452101000000.0,1204843000000.0,1045548000000.0,799954000000.0,591734000000.0,418047000000.0,325073000000.0,305882000000.0,323960000000.0,231694000000.0,191066000000.0
,costOfRevenue,0.0,2489719000000.0,2402950000000.0,1885961000000.0,1488116000000.0,1589294000000.0,2424496000000.0,2453123000000.0,2371655000000.0,2095361000000.0,0.0,1541707000000.0,0.0,1040946000000.0,1326783000000.0,1012961000000.0,880029000000.0,668249000000.0,459207000000.0,323104000000.0,251182000000.0,236135000000.0,249234000000.0,175259000000.0,146753000000.0
,grossProfit,0.0,476474000000.0,488229000000.0,474232000000.0,442795000000.0,429589000000.0,401418000000.0,427188000000.0,414390000000.0,410322000000.0,36424000000.0,371475000000.0,29137000000.0,304106000000.0,125318000000.0,191882000000.0,165519000000.0,131705000000.0,132527000000.0,94943000000.0,73891000000.0,69747000000.0,74726000000.0,56435000000.0,44313000000.0
,grossProfitRatio,0.0,0.16063486091431,0.168868478914657,0.200929330779305,0.229319217716404,0.212785485835484,0.142048908777833,0.148313150906274,0.148737726777565,0.163756548613691,1.0,0.19416605424889,1.0,0.226092374123826,0.0863011594923494,0.159258924191783,0.158308370347416,0.164640716841218,0.223963808062406,0.227110827251481,0.227305866682253,0.228019301560733,0.230664279540684,0.243575578133227,0.231925093946594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,10086000000.0,0.0,7956000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,141321000000.0,136795000000.0,143363000000.0,139827000000.0,128247000000.0,125661000000.0,125607000000.0,125281000000.0,112941000000.0,100489000000.0,-51048000000.0,84720000000.0,-40500000000.0,69336000000.0,40917000000.0,35964000000.0,26491000000.0,23330000000.0,23167000000.0,21219000000.0,17253000000.0,14369000000.0,17172000000.0,22964000000.0,19897000000.0
,SellingAndMarketingExpenses,0.0,0.0,59396000000.0,56055000000.0,49550000000.0,46872000000.0,46274000000.0,44359000000.0,40299000000.0,38399000000.0,0.0,31981000000.0,0.0,27635000000.0,24967000000.0,22564000000.0,24734000000.0,22690000000.0,19477000000.0,14582000000.0,13279000000.0,12300000000.0,11583000000.0,6925000000.0,6827000000.0
,otherExpenses,-2362000000.0,0.0,-6855000000.0,-392000000.0,1001000000.0,-259000000.0,-4611000000.0,2028000000.0,-62000000.0,1259000000.0,37441000000.0,-127000000.0,33590000000.0,-218000000.0,50292000000.0,-6336000000.0,1913000000.0,3813000000.0,-10506000000.0,-6042000000.0,-1310000000.0,-2739000000.0,-442000000.0,785000000.0,-250000000.0
,operatingExpenses,0.0,384443000000.0,397353000000.0,383465000000.0,369482000000.0,368608000000.0,325730000000.0,327523000000.0,314368000000.0,365527000000.0,365527000000.0,262042000000.0,262042000000.0,212779000000.0,130993000000.0,92832000000.0,87494000000.0,69583000000.0,65243000000.0,55305000000.0,46747000000.0,42307000000.0,43739000000.0,41657000000.0,37883000000.0
,costAndExpenses,2067706000000.0,2874162000000.0,2800303000000.0,2269426000000.0,1857598000000.0,1957902000000.0,2750226000000.0,2780646000000.0,2686023000000.0,2398515000000.0,-13607000000.0,1794243000000.0,-6910000000.0,1253725000000.0,1457776000000.0,1105793000000.0,967523000000.0,737832000000.0,524450000000.0,378409000000.0,297929000000.0,278442000000.0,292973000000.0,216916000000.0,184636000000.0
,interestExpense,13851000000.0,15585000000.0,5883000000.0,5645000000.0,8162000000.0,7052000000.0,10210000000.0,9725000000.0,11217000000.0,8500000000.0,7972000000.0,7398000000.0,7382000000.0,6953000000.0,10896000000.0,7314000000.0,8064000000.0,6565000000.0,4582000000.0,4148000000.0,4400000000.0,5150000000.0,6529000000.0,8085000000.0,8416000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
