Date,2019-01-31,2018-01-31,2017-01-31
Cash and cash equivalents,176973000.0,61972000.0,68984000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,176973000.0,61972000.0,68984000.0
Receivables,48421000.0,35484000.0,22298000.0
Inventories,0.0,0.0,0.0
Total current assets,246754000.0,113261000.0,102670000.0
Property Plant & Equipment Net,12595000.0,14952000.0,15722000.0
Goodwill and Intangible Assets,13893000.0,12504000.0,12269000.0
Long-term investments,0.0,0.0,0.0
Tax assets,9050000.0,0.0,0.0
Total non-current assets,45878000.0,42094000.0,35252000.0
Total assets,292632000.0,155355000.0,137922000.0
Payables,2609000.0,12121000.0,8035000.0
Short-term debt,4943000.0,0.0,0.0
Total current liabilities,139707000.0,128261000.0,96908000.0
Long-term debt,97245000.0,46332000.0,0.0
Total debt,102188000.0,46332000.0,0.0
Deferred revenue,88959000.0,70956000.0,49936000.0
Tax Liabilities,1409000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,113341000.0,55900000.0,3023000.0
Total liabilities,248105000.0,184161000.0,99931000.0
Other comprehensive income,956168000,506000.0,330000.0
Retained earnings (deficit),-912082000.0,-757773000.0,-581211000.0
Total shareholders equity,44527000.0,-721964000.0,-556196000.0
Investments,0.0,0.0,0.0
Net Debt,-74785000.0,-15640000.0,-68984000.0
Other Assets,0.0,15805000.0,11388000.0
Other Liabilities,0.0,116140000.0,88873000.0
