Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,43854000.0,81489000.0,34253000.0,881923.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,43854000.0,81489000.0,34253000.0,881923.0
Receivables,270812000.0,229704000.0,138421000.0,0.0
Inventories,16220000.0,11922000.0,11195000.0,0.0
Total current assets,355901000.0,347711000.0,196071000.0,956638.0
Property, Plant & Equipment Net,132986000.0,132908000.0,81600000.0,0.0
Goodwill and Intangible Assets,1115279000.0,1212309000.0,672030000.0,0.0
Long-term investments,0.0,0.0,0.0,350155268.0
Tax assets,16225000.0,9019000.0,9654000.0,0.0
Total non-current assets,1283881000.0,1367127000.0,773415000.0,350155268.0
Total assets,1639782000.0,1714838000.0,969486000.0,351111906.0
Payables,107588000.0,95708000.0,51556000.0,67420.0
Short-term debt,46735000.0,36176000.0,62340000.0,0.0
Total current liabilities,432722000.0,373760000.0,237475000.0,67420.0
Long-term debt,1333161000.0,1302052000.0,1001941000.0,0.0
Total debt,1379896000.0,1338228000.0,1064281000.0,0.0
Deferred revenue,16504000.0,12709000.0,17235000.0,0.0
Tax Liabilities,16232000.0,12444000.0,30317000.0,0.0
Deposit Liabilities,34235000.0,31656000.0,18729000.0,0.0
Total non-current liabilities,1388066000.0,1351084000.0,1071912000.0,12250000.0
Total liabilities,1820788000.0,1724844000.0,1309387000.0,12317420.0
Other comprehensive income,-15866000.0,-11248000.0,-15886000.0,0.0
Retained earnings (deficit),-678563000.0,-514628000.0,-293968000.0,-425265.0
Total shareholders equity,-181006000.0,-10006000.0,-339901000.0,5000001.0
Investments,0.0,0.0,0.0,350155268.0
Net Debt,1336042000.0,1256739000.0,1030028000.0,-881923.0
Other Assets,25015000.0,24596000.0,12202000.0,74715.0
Other Liabilities,278399000.0,241876000.0,123579000.0,0.0
