Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,480000000.0,417000000.0,360000000.0,254000000.0,162000000.0
Revenue Growth,,,,,
Cost of Revenue,200000000.0,161000000.0,120000000.0,84000000.0,46000000.0
Gross Profit,280000000.0,256000000.0,240000000.0,170000000.0,115000000.0
R&D Expenses,88000000.0,69000000.0,59000000.0,40000000.0,28000000.0
SG&A Expense,181000000.0,145000000.0,126000000.0,95000000.0,66000000.0
Operating Expenses,269000000.0,214000000.0,185000000.0,136000000.0,94000000.0
Operating Income,11000000.0,42000000.0,56000000.0,34000000.0,21000000.0
Interest Expense,000000.0,000000.0,000000.0,0000000.0,0000000.0
Earnings before Tax,15000000.0,45000000.0,57000000.0,34000000.0,22000000.0
Income Tax Expense,-8000000.0,-7000000.0,19000000.0,12000000.0,7000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,23000000.0,53000000.0,38000000.0,22000000.0,15000000.0
Preferred Dividends,,,,,
Net Income Com,23000000.0,53000000.0,38000000.0,22000000.0,15000000.0
EPS,0.66,1.55,1.21,0.76,0.53
EPS Diluted,0.63,1.48,1.15,0.72,0.50
Weighted Average Shs Out,34000000.0,34000000.0,31000000.0,29000000.0,28000000.0
Weighted Average Shs Out (Dil),36000000.0,36000000.0,33000000.0,31000000.0,30000000.0
Dividend per Share,,,,,
Gross Margin,0.58333333333333,0.61390887290168,0.66666666666667,0.66929133858268,0.70987654320988
EBITDA Margin,0.17291666666667,0.21103117505995,0.22777777777778,0.2007874015748,0.18518518518519
EBIT Margin,0.03125,0.11031175059952,0.15833333333333,0.13385826771654,0.1358024691358
Profit Margin,0.047916666666667,0.12709832134293,0.10555555555556,0.086614173228346,0.092592592592593
Free Cash Flow margin,,,,,
EBITDA,83000000.0,88000000.0,82000000.0,51000000.0,30000000.0
EBIT,15000000,46000000,57000000,34000000,22000000
Consolidated Income,23000000.0,53000000.0,38000000.0,22000000.0,15000000.0
Earnings Before Tax Margin,0.03125,0.10791366906475,0.15833333333333,0.13385826771654,0.1358024691358
Net Profit Margin,0.047916666666667,0.12709832134293,0.10555555555556,0.086614173228346,0.092592592592593
