date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,otherInvestingActivites,-5035000000.0,-4986000000.0,-563000000.0,-2825000000.0,3703000000.0,1338000000.0,-679000000.0,-3400000000.0,-63000000.0,-114000000.0,-762000000.0,-181661000000.0,-85259000000.0,-60830000000.0,-17684000000.0,-15961000000.0,-286000000.0,-1167000000.0,-3357000000.0,6737000000.0,-22484000000.0,-11779000000.0,-9262000000.0,-6288000000.0,-71162000000.0,-2848000000.0,4178000000.0,1979000000.0,-748000000.0,-1002000000.0,-368000000.0
,netCashUsedForInvestingActivites,-54013000000.0,-197993000000.0,-10283000000.0,-114949000000.0,106980000000.0,-165636000000.0,-150501000000.0,-119825000000.0,-170752000000.0,54002000000.0,29355000000.0,-286346000000.0,-73118000000.0,-99627000000.0,-18953000000.0,-23076000000.0,12418000000.0,-23344000000.0,12318000000.0,-986000000.0,-31196000000.0,-14560000000.0,-18660000000.0,-26110000000.0,-6051000000.0,-7110000000.0,430000000.0,-3278000000.0,-1968000000.0,-1287000000.0,-1532000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-69610000000.0,-76313000000.0,-83079000000.0,-71410000000.0,-67247000000.0,-65275000000.0,-60497000000.0,-96473000000.0,-82078000000.0,-99043000000.0,-55713000000.0,-62691000000.0,-49410000000.0,-34267000000.0,-26883000000.0,-16039000000.0,-8316000000.0,-12185000000.0,-12574000000.0,-14442000000.0,-2965000000.0,-1949000000.0,-2134000000.0,-1453000000.0,-1818000000.0,-2042000000.0,-2299000000.0,-549000000.0,-908000000.0,-406000000.0,-35000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5756000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-28076000000.0,-21679000000.0,-16668000000.0,-9082000000.0,-5616000000.0,-4760000000.0,-6589000000.0,-1653000000.0,0.0,-3351000000.0,-25000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-12343000000.0,-10109000000.0,-8993000000.0,-8476000000.0,-7873000000.0,-6990000000.0,-6056000000.0,-5194000000.0,-3895000000.0,-1486000000.0,-3422000000.0,-5911000000.0,-5051000000.0,-4846000000.0,-4878000000.0,-3927000000.0,-2865000000.0,-2784000000.0,-2697000000.0,-2282000000.0,-1402000000.0,-1278000000.0,-1212000000.0,-1188000000.0,-548000000.0,-521000000.0,-480000000.0,-438000000.0,-405000000.0,-340000000.0,-275000000.0
,otherFinancingActivites,3143000000.0,282000000.0,-970000000.0,-6174000000.0,-6358000000.0,-1602000000.0,-11346000000.0,411000000.0,-8699000000.0,786000000.0,-8482000000.0,219000000.0,3028000000.0,6549000000.0,3868000000.0,-26000000.0,133000000.0,0.0,-91000000.0,-436000000.0,-352000000.0,-352000000.0,-556000000.0,361000000.0,3151000000.0,604000000.0,982000000.0,246000000.0,-1221000000.0,491000000.0,-688000000.0
,netCashUsedProvidedByFinancingActivities,32987000000.0,34158000000.0,14642000000.0,98271000000.0,-187511000000.0,118228000000.0,28324000000.0,87707000000.0,107706000000.0,-49217000000.0,-152179000000.0,250506000000.0,182986000000.0,152749000000.0,45069000000.0,59596000000.0,-26251000000.0,44643000000.0,-10683000000.0,20052000000.0,33728000000.0,12324000000.0,14281000000.0,26894000000.0,8406000000.0,6774000000.0,6038000000.0,-1142000000.0,1952000000.0,1256000000.0,313000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-15162000000.0,-152511000000.0,1954000000.0,3383000000.0,-7341000000.0,-11940000000.0,-13952000000.0,-5879000000.0,32035000000.0,1361000000.0,-689000000.0,-13249000000.0,-268000000.0,3742000000.0,1502000000.0,14900000000.0,1050000000.0,-3382000000.0,-1372000000.0,5280000000.0,-839000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,263631000000.0,278793000000.0,25827000000.0,23873000000.0,20490000000.0,27831000000.0,39771000000.0,53723000000.0,59602000000.0,27567000000.0,26206000000.0,26895000000.0,40144000000.0,40412000000.0,36670000000.0,35168000000.0,20268000000.0,19218000000.0,22600000000.0,23972000000.0,16229000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,278793000000.0,431304000000.0,23873000000.0,20490000000.0,27831000000.0,39771000000.0,53723000000.0,59602000000.0,27567000000.0,26206000000.0,26895000000.0,40144000000.0,40412000000.0,36670000000.0,35168000000.0,20268000000.0,19218000000.0,22600000000.0,23972000000.0,18692000000.0,17068000000.0,15704000000.0,14605000000.0,14794000000.0,8832000000.0,6852000000.0,8846000000.0,7529000000.0,7416000000.0,4604000000.0,4743000000.0
,operatingCashFlow,6046000000.0,14187000000.0,-2501000000.0,20196000000.0,73466000000.0,36593000000.0,107953000000.0,25079000000.0,95932000000.0,-3752000000.0,121897000000.0,23098000000.0,-110560000000.0,-49579000000.0,-24227000000.0,-21805000000.0,14601000000.0,-25134000000.0,-3107000000.0,-13676000000.0,-3376000000.0,3592000000.0,5461000000.0,-983000000.0,-2105000000.0,2350000000.0,-8486000000.0,5757000000.0,137000000.0,609000000.0,1101000000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-981000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,6046000000.0,14187000000.0,-2501000000.0,20196000000.0,73466000000.0,36593000000.0,107953000000.0,25079000000.0,95932000000.0,-3752000000.0,121897000000.0,23098000000.0,-110560000000.0,-49579000000.0,-24227000000.0,-21805000000.0,14601000000.0,-25134000000.0,-3107000000.0,-13676000000.0,-3376000000.0,2611000000.0,5461000000.0,-983000000.0,-2105000000.0,2350000000.0,-8486000000.0,5757000000.0,137000000.0,609000000.0,1101000000.0
