date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5987000.0,10288000.0,1011000.0,5130000.0,3218000.0,7121000.0,103200000.0,14666000.0,28528000.0,286600000.0,45600000.0,0.0
,commonStockRepurchased,-247249000.0,-20092000.0,-443152000.0,-50000000.0,0.0,-1606361000.0,-93482000.0,0.0,0.0,-149547000.0,0.0,0.0,0.0,-875000.0,0.0,0.0,0.0,0.0,-11725000.0,-15307000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-28891000.0,-23236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-20979000.0,-21232000.0,-22051000.0,-90000.0,-22041000.0,-12869000.0,-17146000.0,-17673000.0,-8716000.0,-234000.0,-1509000.0,2266000.0,6275000.0,-2091000.0,-41000.0,-1234000.0,-12102000.0,-4163000.0,0.0,-7958000.0,-1600000.0,-11500000.0,0.0
,netCashUsedProvidedByFinancingActivities,-601365000.0,177687000.0,-16570000.0,227764000.0,-124825000.0,-1217378000.0,-58347000.0,-16651000.0,-15344000.0,-158733000.0,-145705000.0,1481000.0,8237000.0,-78939000.0,-2740000.0,-13167000.0,-33002000.0,76610000.0,-29761000.0,776000.0,323107000.0,329500000.0,103500000.0,1100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1774000.0,-153000.0,-68000.0,1688000.0,220000.0,-3154000.0,-7873000.0,-15899000.0,2058000.0,-1952000.0,-708000.0,3031000.0,-570000.0,3663000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,17063000.0,86489000.0,-60519000.0,26102000.0,-16588000.0,-61744000.0,-298262000.0,94076000.0,79352000.0,-223872000.0,-160408000.0,261728000.0,30820000.0,23394000.0,79420000.0,38707000.0,85934000.0,151725000.0,21614000.0,-11019000.0,6531000.0,7600000.0,0.0,0.0
,cashAtEndOfPeriod,186808000.0,169745000.0,83256000.0,138285000.0,112183000.0,128771000.0,190515000.0,488777000.0,394701000.0,315349000.0,539221000.0,699629000.0,437901000.0,407081000.0,383687000.0,304267000.0,265560000.0,179626000.0,27901000.0,6287000.0,17306000.0,10800000.0,0.0,0.0
,cashAtBeginningOfPeriod,169745000.0,83256000.0,143775000.0,112183000.0,128771000.0,190515000.0,488777000.0,394701000.0,315349000.0,539221000.0,699629000.0,437901000.0,407081000.0,383687000.0,304267000.0,265560000.0,179626000.0,27901000.0,6287000.0,17306000.0,10775000.0,3200000.0,500000.0,500000.0
,operatingCashFlow,327369000.0,526551000.0,358789000.0,372475000.0,380141000.0,640525000.0,310824000.0,446592000.0,106217000.0,218030000.0,240258000.0,376898000.0,242500000.0,219240000.0,120640000.0,82430000.0,144080000.0,117183000.0,121522000.0,210026000.0,45422000.0,46300000.0,8300000.0,5000000.0
,capitalExpenditure,35390000.0,-262270000.0,-308043000.0,-244651000.0,-212555000.0,-210179000.0,-301728000.0,-263558000.0,-210986000.0,-172005000.0,-149653000.0,-164980000.0,-200207000.0,-127931000.0,-48452000.0,-42556000.0,-38971000.0,-35943000.0,-49454000.0,-84982000.0,-89610000.0,-369800000.0,-111800000.0,-6400000.0
,freeCashFlow,362759000.0,264281000.0,50746000.0,127824000.0,167586000.0,430346000.0,9096000.0,183034000.0,-104769000.0,46025000.0,90605000.0,211918000.0,42293000.0,91309000.0,72188000.0,39874000.0,105109000.0,81240000.0,72068000.0,125044000.0,-44188000.0,-323500000.0,-103500000.0,-1400000.0
