date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,EBITDA,963000000.0,1667000000.0,1719000000.0,1629400000.0,1507000000.0,1335600000.0,1384800000.0,1211300000.0,1108600000.0,1072400000.0,779600000.0,362000000.0,428700000.0,689400000.0,616900000.0,578600000.0,486100000.0,431200000.0,389400000.0,315300000.0,398700000.0,366800000.0,251000000.0,259600000.0,211900000.0,186400000.0,182900000.0,132600000.0,101200000.0
,EBITDARatio,0.0947368421052632,0.163945712037766,0.163254064731804,0.166277183064096,0.166133833094477,0.16646724498953,0.166740918230967,0.162883575827663,0.154332330994543,0.150730178363107,0.137913954146618,0.0913726084103185,0.0814415167461388,0.129377322373607,0.134535700266062,0.134752433741674,0.137888973988029,0.140492636517659,0.142579912855626,0.134078924987243,0.150685966967761,0.149190596274302,0.136650696864111,0.146915676287493,0.13758846828128,0.140245278760063,0.149501389570051,0.134564643799472,0.109287257019438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,925000000.0,1228000000.0,1287700000.0,1221600000.0,1115600000.0,1015400000.0,1054400000.0,911900000.0,820000000.0,789400000.0,526700000.0,101100000.0,141900000.0,424800000.0,360300000.0,323100000.0,309100000.0,269900000.0,252000000.0,169100000.0,253200000.0,243400000.0,159400000.0,172500000.0,127100000.0,108800000.0,112400000.0,65000000.0,27200000.0
,operatingIncomeRatio,0.0909985243482538,0.120771046420142,0.122293344476523,0.124661965650608,0.122985337889979,0.126557981852627,0.126958134158529,0.12262324180405,0.114155251141553,0.110953378216931,0.0931750636852533,0.0255187036195669,0.0269571990349361,0.0797207521675487,0.0785754786932438,0.0752480320462062,0.0876804810938076,0.087938224944611,0.0922705137124236,0.0719084878380677,0.0956952265769681,0.0989994305702432,0.0867813588850174,0.0976230899830221,0.0825271086293098,0.0818599051990068,0.0918751021742684,0.0659630606860158,0.0293736501079914
,totalOtherIncomeExpensesNet,100000000.0,80000000.0,-39500000.0,-93300000.0,-846800000.0,-35700000.0,-43400000.0,-13200000.0,-24300000.0,46300000.0,17200000.0,-28500000.0,-249900000.0,40400000.0,-44500000.0,-6600000.0,26200000.0,20200000.0,20400000.0,-11400000.0,-39100000.0,14100000.0,10300000.0,13200000.0,-48400000.0,18600000.0,10600000.0,10600000.0,6900000.0
,incomeBeforeTax,964000000.0,1265000000.0,1195900000.0,1063600000.0,190500000.0,926800000.0,980100000.0,869300000.0,761000000.0,765900000.0,477900000.0,17900000.0,14000000.0,430400000.0,270300000.0,314200000.0,308600000.0,256700000.0,233800000.0,106100000.0,148800000.0,207000000.0,140700000.0,157900000.0,54700000.0,111200000.0,107700000.0,57100000.0,-9400000.0
,incomeBeforeTaxRatio,0.0948352188883424,0.124409913453973,0.113575064579851,0.108538364985254,0.0210009921728586,0.115515006481205,0.118011824059915,0.116894817524137,0.105941641608197,0.107650357710093,0.0845421737899802,0.00451814831642183,0.002659624992876,0.0807716848703224,0.0589479652811096,0.073175275979319,0.0875386491929765,0.0836374299491724,0.0856065321665263,0.0451182173839088,0.0562379530594505,0.0841942568941674,0.0766006097560976,0.0893604980192416,0.0355171742094669,0.0836656384019261,0.0880333496812163,0.0579460117718693,-0.0101511879049676
,incomeTaxExpense,397000000.0,468000000.0,211300000.0,580300000.0,30300000.0,280400000.0,292600000.0,218300000.0,238600000.0,195300000.0,81700000.0,-18500000.0,33300000.0,113900000.0,32400000.0,55100000.0,81200000.0,73200000.0,77200000.0,39700000.0,54800000.0,74700000.0,46000000.0,54700000.0,12900000.0,37000000.0,43300000.0,24300000.0,2700000.0
,netIncome,500000000.0,746000000.0,930700000.0,439900000.0,118500000.0,609700000.0,655800000.0,624300000.0,500900000.0,550100000.0,377400000.0,27000000.0,-35600000.0,288500000.0,211600000.0,239600000.0,218300000.0,174900000.0,-119100000.0,66400000.0,94000000.0,132300000.0,94700000.0,103200000.0,41800000.0,74200000.0,64400000.0,-98000000.0,-12100000.0
,netIncomeRatio,0.0491883915395967,0.0733674272226593,0.0883889226561313,0.0448909615992979,0.0130636093043766,0.0759921228437531,0.0789635284343355,0.0839496544119625,0.0697321528009801,0.0773187906728323,0.0667633739031984,0.00681508405270332,-0.00676304641045613,0.0541418008482528,0.046146464866751,0.055801388047883,0.0619238079028735,0.0569855336895608,-0.0436088023140859,0.0282360945739071,0.035526663895083,0.0538111120149679,0.0515570557491289,0.0584040747028862,0.0271410947341082,0.0558272515235874,0.052640183096289,-0.0994519991881469,-0.0130669546436285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.42239209252154,3.614209,4.470221,2.090779,0.55827,2.779895,2.896258,2.738964,2.225,2.534685,1.680075,0.115857949571755,-0.155,1.245,0.9225,1.0575,0.9775,0.8075,-0.559154929577465,0.315,0.445,0.6375,0.50375,0.54375,0.221736547275505,0.39375,0.34875,-0.54375000017339,-0.06625
,EPSDiluted,2.42239209252154,3.61,4.44,2.08,0.55,2.7,2.86,2.7,2.085,2.225,1.535,0.115444804556222,-0.155,1.225,0.9125,1.0425,0.965,0.8,-0.554386683548075,0.31375,0.4425,0.63375,0.5,0.53875,0.221247637552925,0.39375,0.34375,-0.528749998853476,-0.06625
,weightedAverageShsOut,206407543.0,206407543.0,208200000.0,210400000.0,212262965.0,219324821.0,226430083.0,227932856.0,225304000.0,217028924.0,224632888.0,233044000.0,232014000.0,232004000.0,229612000.0,226832000.0,223488000.0,216464000.0,213000000.0,210520000.0,211128000.0,207584000.0,187832000.0,189464000.0,188512000.0,188496000.0,184659498.0,180229885.0,182641509.0
,weightedAverageShsOutDil,206407543.0,206800000.0,209500000.0,211500000.0,215300000.0,225600000.0,228900000.0,231300000.0,242754000.0,257000000.0,259200000.0,233878000.0,232014000.0,235680000.0,231884000.0,229592000.0,226148000.0,218416000.0,214832000.0,211704000.0,211896000.0,208624000.0,189408000.0,191472000.0,188928571.0,188496000.0,187345455.0,185342790.0,182641509.0
