Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Cash and cash equivalents,9216554.0,2238943.0,1710512.0,8500207.0,22469960.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,9216554.0,2238943.0,1710512.0,8500207.0,22469960.0
Receivables,450224.0,345347.0,629646.0,231942.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,9984381.0,2737967.0,2474917.0,9298301.0,23967871.0
Property Plant & Equipment Net,7210.0,12080.0,2315.0,531348.0,23911.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,235352.0,310112.0,362006.0,945703.0,424736.0
Total assets,10219733.0,3048079.0,2836923.0,10244004.0,24392607.0
Payables,924359.0,765439.0,529558.0,1259711.0,835285.0
Short-term debt,364204.0,285170.0,276670.0,273670.0,263752.0
Total current liabilities,2606418.0,5904698.0,1376639.0,3060737.0,15582673.0
Long-term debt,0.0,2656457.0,0.0,0.0,0.0
Total debt,364204.0,2941627.0,276670.0,273670.0,263752.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,2656457.0,0.0,140914.0,0.0
Total liabilities,2606418.0,8561155.0,1376639.0,3201651.0,15582673.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-111662367.0,-94344307.0,-85383455.0,-79096934.0,-76122243.0
Total shareholders equity,7613315.0,-5513076.0,1460284.0,7042353.0,8809934.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-8852350.0,702684.0,-1433842.0,-8226537.0,-22206208.0
Other Assets,317603.0,153677.0,134759.0,566152.0,1497911.0
Other Liabilities,1317855.0,4854089.0,570411.0,1527356.0,14483636.0
