date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1291500000.0,-3052700000.0,-3229600000.0,-1901500000.0,-3042900000.0,-1900000000.0,-2921000000.0,-2408000000.0,-2664000000.0,-2203000000.0,-898000000.0,-1921000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,65300000.0,73600000.0,12200000.0,34200000.0,81600000.0,73000000.0,84000000.0,83000000.0,92000000.0,93000000.0,1728000000.0,159000000.0,144000000.0,99000000.0,402000000.0,17000000.0,1142000000.0,656000000.0,10000000.0,14000000.0,91000000.0,85500000.0,76700000.0,65500000.0,48700000.0,111100000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64000000.0,0.0,0.0,0.0,0.0,0.0,-427000000.0,-10000000.0,-9000000.0,-10000000.0,-5000000.0,-20000000.0,-10000000.0,-500000.0,-433300000.0,-70800000.0,-158800000.0,-35900000.0
,dividendsPaid,-1350000000.0,-1255500000.0,-1191900000.0,-1121000000.0,-1059000000.0,-998000000.0,-954000000.0,-916000000.0,-900000000.0,-827000000.0,-761000000.0,-663000000.0,-630000000.0,-591000000.0,-553000000.0,-555000000.0,-618000000.0,-793000000.0,-778000000.0,-805000000.0,-464000000.0,-457600000.0,-453500000.0,-449400000.0,-445800000.0,-443100000.0
,otherFinancingActivites,-25800000.0,-26200000.0,-49700000.0,-15700000.0,-78000000.0,7000000.0,118000000.0,5000000.0,5000000.0,-3000000.0,-1974000000.0,19000000.0,-6000000.0,-17000000.0,-122000000.0,0.0,-225000000.0,0.0,747000000.0,0.0,0.0,0.0,100000.0,0.0,0.0,-200000.0
,netCashUsedProvidedByFinancingActivities,2862900000.0,1161900000.0,-604900000.0,503900000.0,-789400000.0,-162000000.0,-449000000.0,-355000000.0,-971000000.0,-335000000.0,520000000.0,1684000000.0,1410000000.0,911000000.0,-791000000.0,-2777000000.0,-437000000.0,-263000000.0,473000000.0,56000000.0,257000000.0,1264700000.0,-42300000.0,-694100000.0,-454100000.0,-363800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,-3000000.0,23000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-11500000.0,31500000.0,9100000.0,34100000.0,13900000.0,45000000.0,-161000000.0,58000000.0,-73000000.0,-196000000.0,79000000.0,233000000.0,-123000000.0,-100000000.0,81000000.0,-556000000.0,-17000000.0,989000000.0,-9000000.0,-172000000.0,160000000.0,81500000.0,34000000.0,-22500000.0,17100000.0,20300000.0
,cashAtEndOfPeriod,432600000.0,444100000.0,412600000.0,210500000.0,176400000.0,163000000.0,118000000.0,279000000.0,221000000.0,294000000.0,490000000.0,411000000.0,178000000.0,301000000.0,401000000.0,420000000.0,1182000000.0,1213000000.0,333000000.0,437000000.0,333000000.0,173000000.0,91500000.0,57500000.0,80000000.0,62900000.0
,cashAtBeginningOfPeriod,444100000.0,412600000.0,403500000.0,176400000.0,162500000.0,118000000.0,279000000.0,221000000.0,294000000.0,490000000.0,411000000.0,178000000.0,301000000.0,401000000.0,320000000.0,976000000.0,1199000000.0,224000000.0,342000000.0,609000000.0,173000000.0,91500000.0,57500000.0,80000000.0,62900000.0,42600000.0
,operatingCashFlow,4270100000.0,5223200000.0,4270400000.0,4519300000.0,4818500000.0,4613000000.0,4106000000.0,3804000000.0,3788000000.0,2662000000.0,2475000000.0,2576000000.0,2388000000.0,2732000000.0,1877000000.0,2597000000.0,2308000000.0,1677000000.0,2953000000.0,1503000000.0,817000000.0,1029500000.0,1197900000.0,1237100000.0,1056600000.0,977700000.0
,capitalExpenditure,-6143700000.0,-6357000000.0,-5799300000.0,-4909600000.0,-4600000000.0,-4250000000.0,-3778000000.0,-3132000000.0,-2775000000.0,-2436000000.0,-2792000000.0,-3800000000.0,-3556000000.0,-3528000000.0,-2404000000.0,-1693000000.0,-1358000000.0,-1722000000.0,-1832000000.0,-1773000000.0,-867000000.0,-792100000.0,-760400000.0,-577700000.0,-606000000.0,-643500000.0
,freeCashFlow,-1873600000.0,-1133800000.0,-1528900000.0,-390300000.0,218500000.0,363000000.0,328000000.0,672000000.0,1013000000.0,226000000.0,-317000000.0,-1224000000.0,-1168000000.0,-796000000.0,-527000000.0,904000000.0,950000000.0,-45000000.0,1121000000.0,-270000000.0,-50000000.0,237400000.0,437500000.0,659400000.0,450600000.0,334200000.0
