Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,4469000000.0,5639000000.0,6600000000.0,6557000000.0
Short-term investments,81333000000.0,0.0,0.0,0.0
Cash and short-term investments,85802000000.0,5639000000.0,6600000000.0,6557000000.0
Receivables,0.0,7181000000.0,7320000000.0,12488000000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,85802000000.0,30747000000.0,29761000000.0,28128000000.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,4824000000.0,5243000000.0,4917000000.0
Long-term investments,24000000.0,78398000000.0,69353000000.0,61017000000.0
Tax assets,0.0,84000000.0,496000000.0,
Total non-current assets,1.34995e+11,,,
Total assets,2.20797e+11,235615000000.0,216614000000.0,205569000000.0
Payables,1438000000.0,4448000000.0,4408000000.0,0.0
Short-term debt,0.0,470000000.0,0.0,0.0
Total current liabilities,1977000000.0,11856000000.0,12140000000.0,11030000000.0
Long-term debt,3990000000.0,9673000000.0,4617000000.0,5014000000.0
Total debt,3990000000.0,7917000000.0,8102000000.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,539000000.0,0.0,0.0,
Deposit Liabilities,49923000000.0,77501000000.0,72234000000.0,
Total non-current liabilities,4058000000.0,,,
Total liabilities,2.06931e+11,218471000000.0,201614000000.0,191987000000.0
Other comprehensive income,1268000000,-108000000.0,-921000000.0,
Retained earnings (deficit),13989000000.0,12225000000.0,11439000000.0,10159000000.0
Total shareholders equity,13866000000.0,13421000000.0,11455000000.0,10440000000.0
Investments,81357000000.0,83012000000.0,73564000000.0,-1980000000.0
Net Debt,-479000000.0,,,
Other Assets,0.0,,,
Other Liabilities,2.00896e+11,6938000000.0,7732000000.0,11030000000.0
