Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,1452745586.1071,1545041112.4547,591731749.46,512152826.9912,773514853.0836
Short-term investments,380914182.3444,37179715.8404,96728005.7595,278447542.7515,608385211.495
Cash and short-term investments,1833659768.4515,1582220828.2951,688459755.2195,790600369.7427,1381900064.5786
Receivables,1343985817.6556,1282937424.4256,667544276.4579,347055923.5865,11694865.9994
Inventories,776860492.0405,1052033101.5719,712542692.5846,703550454.4754,579319341.298
Total current assets,3954506078.1476,3917191354.2926,2099477609.7912,1872327222.3078,2134396835.6474
Property Plant & Equipment Net,1234657452.9667,1006775241.838,643261483.0814,454414419.9661,308597513.723
Goodwill and Intangible Assets,666540086.8307,581298367.5937,502708567.3146,161856724.6957,190658701.9696
Long-term investments,309403473.2272,90727932.2854,144593952.4838,155955014.6356,62993542.1376
Tax assets,56261939.2185,43094316.8077,30930885.5292,31120474.5032,37641104.2945
Total non-current assets,2349786685.9624,1823863663.8452,1513834557.2354,1214334617.1622,602290442.3636
Total assets,6304292764.11,5741055018.1378,3613312167.0266,3086661839.47,2736687278.011
Payables,1683092908.8278,1729913694.075,1207536213.103,1055650593.1289,1000490797.546
Short-term debt,960843415.3401,252011789.601,0.0,14635649.3607,0.0
Total current liabilities,3754842112.8799,2910774637.243,2099851115.9107,1874281158.5272,1639536809.816
Long-term debt,0.0,618939389.3591,630914038.8769,625201201.6638,622374071.6823
Total debt,960843415.3401,870951178.9601,630914038.8769,639836851.0245,622374071.6823
Deferred revenue,324398986.9754,439199214.0266,449449964.0029,19600985.9806,31411042.9448
Tax Liabilities,717800.2894,2570586.4571,14482793.3765,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,58742547.0333,676323911.7291,680947876.1699,655722692.9595,661556667.743
Total liabilities,3813584659.9132,3587098548.9722,2780798992.0806,2530003851.4867,2301093477.5589
Other comprehensive income,-4469319.8263,-3664147.5212,-49475593.9525,-10935295.0239,-1729254.1169
Retained earnings (deficit),1144340955.1375,846838119.7098,525993664.5068,248992297.0267,4285437.5202
Total shareholders equity,2498091895.8032,2160598397.8235,825367890.5688,545244800.493,412354536.6484
Investments,690317655.5716,127907648.1258,241321958.2433,434402557.3872,671378753.6325
Net Debt,-829400207.93,,,,
Other Assets,17493921.8524,,,,
Other Liabilities,1110905788.712,928849153.567,892314902.8077,803994916.0376,639046012.27
